  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000229       0.000036       0.000204
       0.020000       0.000457       0.000072       0.000408
       0.030000       0.000686       0.000108       0.000613
       0.040000       0.000915       0.000144       0.000819
       0.050000       0.001144       0.000179       0.001026
       0.060000       0.001373       0.000215       0.001234
       0.070000       0.001602       0.000251       0.001443
       0.080000       0.001832       0.000287       0.001655
       0.090000       0.002061       0.000323       0.001869
       0.100000       0.002291       0.000359       0.002085
       0.110000       0.002521       0.000395       0.002304
       0.120000       0.002752       0.000431       0.002527
       0.130000       0.002983       0.000467       0.002753
       0.140000       0.003214       0.000503       0.002983
       0.150000       0.003445       0.000539       0.003217
       0.160000       0.003677       0.000575       0.003457
       0.170000       0.003909       0.000611       0.003702
       0.180000       0.004142       0.000647       0.003953
       0.190000       0.004376       0.000683       0.004211
       0.200000       0.004609       0.000719       0.004477
       0.210000       0.004844       0.000755       0.004750
       0.220000       0.005079       0.000791       0.005032
       0.230000       0.005314       0.000828       0.005325
       0.240000       0.005551       0.000864       0.005628
       0.250000       0.005787       0.000900       0.005943
       0.260000       0.006025       0.000936       0.006272
       0.270000       0.006263       0.000972       0.006615
       0.280000       0.006502       0.001009       0.006975
       0.290000       0.006742       0.001045       0.007353
       0.300000       0.006983       0.001081       0.007751
       0.310000       0.007225       0.001118       0.008172
       0.320000       0.007467       0.001154       0.008618
       0.330000       0.007710       0.001190       0.009092
       0.340000       0.007955       0.001227       0.009597
       0.350000       0.008200       0.001263       0.010139
       0.360000       0.008446       0.001300       0.010720
       0.370000       0.008694       0.001336       0.011347
       0.380000       0.008942       0.001373       0.012025
       0.390000       0.009192       0.001410       0.012761
       0.400000       0.009443       0.001446       0.013563
       0.410000       0.009695       0.001483       0.014440
       0.420000       0.009948       0.001520       0.015403
       0.430000       0.010203       0.001556       0.016463
       0.440000       0.010459       0.001593       0.017633
       0.450000       0.010716       0.001630       0.018929
       0.460000       0.010975       0.001667       0.020368
       0.470000       0.011235       0.001704       0.021966
       0.480000       0.011497       0.001741       0.023742
       0.490000       0.011760       0.001778       0.025713
       0.500000       0.012025       0.001815       0.027893
       0.510000       0.012292       0.001852       0.030290
       0.520000       0.012560       0.001890       0.032899
       0.530000       0.012830       0.001927       0.035697
       0.540000       0.013101       0.001964       0.038634
       0.550000       0.013375       0.002001       0.041624
       0.560000       0.013650       0.002039       0.044542
       0.570000       0.013928       0.002076       0.047219
       0.580000       0.014207       0.002114       0.049464
       0.590000       0.014488       0.002152       0.051086
       0.600000       0.014771       0.002189       0.051934
       0.610000       0.015056       0.002227       0.051938
       0.620000       0.015343       0.002265       0.051123
       0.630000       0.015633       0.002303       0.049602
       0.640000       0.015925       0.002341       0.047553
       0.650000       0.016219       0.002379       0.045171
       0.660000       0.016515       0.002417       0.042639
       0.670000       0.016814       0.002455       0.040106
       0.680000       0.017116       0.002493       0.037676
       0.690000       0.017420       0.002531       0.035418
       0.700000       0.017727       0.002569       0.033368
       0.710000       0.018036       0.002608       0.031538
       0.720000       0.018349       0.002646       0.029928
       0.730000       0.018664       0.002685       0.028525
       0.740000       0.018983       0.002724       0.027315
       0.750000       0.019304       0.002762       0.026282
       0.760000       0.019629       0.002801       0.025406
       0.770000       0.019957       0.002840       0.024673
       0.780000       0.020288       0.002879       0.024066
       0.790000       0.020623       0.002918       0.023574
       0.800000       0.020961       0.002957       0.023183
       0.810000       0.021303       0.002996       0.022885
       0.820000       0.021649       0.003036       0.022670
       0.830000       0.021998       0.003075       0.022531
       0.840000       0.022351       0.003115       0.022463
       0.850000       0.022709       0.003154       0.022460
       0.860000       0.023070       0.003194       0.022519
       0.870000       0.023436       0.003234       0.022636
       0.880000       0.023806       0.003274       0.022810
       0.890000       0.024181       0.003314       0.023039
       0.900000       0.024560       0.003354       0.023322
       0.910000       0.024944       0.003394       0.023660
       0.920000       0.025333       0.003434       0.024054
       0.930000       0.025726       0.003475       0.024504
       0.940000       0.026125       0.003515       0.025013
       0.950000       0.026530       0.003556       0.025585
       0.960000       0.026940       0.003596       0.026223
       0.970000       0.027355       0.003637       0.026933
       0.980000       0.027776       0.003678       0.027720
       0.990000       0.028203       0.003719       0.028590
       1.000000       0.028637       0.003760       0.029554
       1.010000       0.029076       0.003802       0.030621
       1.020000       0.029523       0.003843       0.031802
       1.030000       0.029975       0.003885       0.033111
       1.040000       0.030435       0.003926       0.034563
       1.050000       0.030902       0.003968       0.036176
       1.060000       0.031377       0.004010       0.037971
       1.070000       0.031859       0.004052       0.039969
       1.080000       0.032349       0.004094       0.042194
       1.090000       0.032847       0.004137       0.044671
       1.100000       0.033353       0.004179       0.047425
       1.110000       0.033868       0.004222       0.050476
       1.120000       0.034392       0.004264       0.053836
       1.130000       0.034925       0.004307       0.057505
       1.140000       0.035468       0.004350       0.061458
       1.150000       0.036021       0.004393       0.065635
       1.160000       0.036584       0.004437       0.069934
       1.170000       0.037157       0.004480       0.074196
       1.180000       0.037742       0.004524       0.078208
       1.190000       0.038338       0.004567       0.081717
       1.200000       0.038945       0.004611       0.084461
       1.210000       0.039565       0.004655       0.086220
       1.220000       0.040198       0.004700       0.086863
       1.230000       0.040843       0.004744       0.086381
       1.240000       0.041503       0.004789       0.084894
       1.250000       0.042176       0.004833       0.082613
       1.260000       0.042864       0.004878       0.079799
       1.270000       0.043568       0.004923       0.076711
       1.280000       0.044287       0.004969       0.073570
       1.290000       0.045023       0.005014       0.070546
       1.300000       0.045776       0.005060       0.067751
       1.310000       0.046547       0.005105       0.065253
       1.320000       0.047337       0.005151       0.063084
       1.330000       0.048147       0.005198       0.061250
       1.340000       0.048976       0.005244       0.059744
       1.350000       0.049827       0.005291       0.058550
       1.360000       0.050700       0.005337       0.057646
       1.370000       0.051596       0.005384       0.057012
       1.380000       0.052517       0.005432       0.056628
       1.390000       0.053463       0.005479       0.056476
       1.400000       0.054435       0.005527       0.056540
       1.410000       0.055436       0.005574       0.056808
       1.420000       0.056465       0.005622       0.057269
       1.430000       0.057525       0.005671       0.057916
       1.440000       0.058617       0.005719       0.058744
       1.450000       0.059744       0.005768       0.059750
       1.460000       0.060905       0.005817       0.060935
       1.470000       0.062105       0.005866       0.062300
       1.480000       0.063343       0.005916       0.063850
       1.490000       0.064624       0.005966       0.065592
       1.500000       0.065948       0.006016       0.067535
       1.510000       0.067318       0.006066       0.069691
       1.520000       0.068738       0.006117       0.072074
       1.530000       0.070210       0.006168       0.074701
       1.540000       0.071737       0.006219       0.077595
       1.550000       0.073322       0.006270       0.080778
       1.560000       0.074970       0.006322       0.084279
       1.570000       0.076683       0.006374       0.088131
       1.580000       0.078467       0.006427       0.092373
       1.590000       0.080326       0.006479       0.097048
       1.600000       0.082265       0.006533       0.102206
       1.610000       0.084289       0.006586       0.107904
       1.620000       0.086405       0.006640       0.114207
       1.630000       0.088619       0.006694       0.121185
       1.640000       0.090938       0.006749       0.128917
       1.650000       0.093370       0.006804       0.137484
       1.660000       0.095924       0.006859       0.146973
       1.670000       0.098609       0.006915       0.157466
       1.680000       0.101436       0.006971       0.169034
       1.690000       0.104417       0.007028       0.181731
       1.700000       0.107564       0.007085       0.195581
       1.710000       0.110892       0.007143       0.210569
       1.720000       0.114417       0.007201       0.226633
       1.730000       0.118156       0.007259       0.243668
       1.740000       0.122129       0.007319       0.261524
       1.750000       0.126360       0.007379       0.280018
       1.760000       0.130872       0.007439       0.298924
       1.770000       0.135693       0.007500       0.317960
       1.780000       0.140857       0.007562       0.336771
       1.790000       0.146398       0.007624       0.354926
       1.800000       0.152357       0.007688       0.371941
       1.810000       0.158781       0.007752       0.387347
       1.820000       0.165723       0.007816       0.400778
       1.830000       0.173242       0.007882       0.412067
       1.840000       0.181408       0.007949       0.421311
       1.850000       0.190298       0.008017       0.428868
       1.860000       0.200003       0.008085       0.435278
       1.870000       0.210626       0.008155       0.441127
       1.880000       0.222285       0.008227       0.446904
       1.890000       0.235113       0.008299       0.452900
       1.900000       0.249263       0.008373       0.459186
       1.910000       0.264906       0.008449       0.465663
       1.920000       0.282234       0.008527       0.472152
       1.930000       0.301454       0.008606       0.478478
       1.940000       0.322789       0.008687       0.484508
       1.950000       0.346464       0.008771       0.490145
       1.960000       0.372692       0.008857       0.495288
       1.970000       0.401646       0.008947       0.499810
       1.980000       0.433417       0.009039       0.503562
       1.990000       0.467954       0.009135       0.506407
       2.000000       0.504992       0.009234       0.508254
       2.010000       0.543967       0.009339       0.509058
       2.020000       0.583946       0.009448       0.508783
       2.030000       0.623609       0.009562       0.507339
       2.040000       0.661332       0.009683       0.504555
       2.050000       0.695413       0.009811       0.500187
       2.060000       0.724414       0.009948       0.494000
       2.070000       0.747555       0.010093       0.485870
       2.080000       0.764983       0.010248       0.475885
       2.090000       0.777808       0.010415       0.464394
       2.100000       0.787875       0.010595       0.451969
       2.110000       0.797367       0.010788       0.439304
       2.120000       0.808398       0.010997       0.427072
       2.130000       0.822686       0.011220       0.415809
       2.140000       0.841347       0.011459       0.405851
       2.150000       0.864767       0.011711       0.397337
       2.160000       0.892523       0.011973       0.390266
       2.170000       0.923313       0.012239       0.384569
       2.180000       0.954953       0.012500       0.380178
       2.190000       0.984469       0.012744       0.377045
       2.200000       1.008402       0.012959       0.375132
       2.210000       1.023344       0.013132       0.374378
       2.220000       1.026635       0.013252       0.374674
       2.230000       1.016994       0.013316       0.375865
       2.240000       0.994843       0.013325       0.377759
       2.250000       0.962160       0.013287       0.380152
       2.260000       0.921939       0.013216       0.382827
       2.270000       0.877504       0.013125       0.385551
       2.280000       0.831927       0.013025       0.388071
       2.290000       0.787686       0.012927       0.390128
       2.300000       0.746553       0.012838       0.391483
       2.310000       0.709661       0.012763       0.391949
       2.320000       0.677629       0.012704       0.391406
       2.330000       0.650722       0.012662       0.389803
       2.340000       0.628979       0.012637       0.387133
       2.350000       0.612316       0.012629       0.383415
       2.360000       0.600598       0.012636       0.378679
       2.370000       0.593692       0.012658       0.372968
       2.380000       0.591489       0.012693       0.366359
       2.390000       0.593931       0.012743       0.358975
       2.400000       0.601008       0.012804       0.350983
       2.410000       0.612763       0.012879       0.342581
       2.420000       0.629284       0.012965       0.333973
       2.430000       0.650679       0.013063       0.325340
       2.440000       0.677049       0.013174       0.316830
       2.450000       0.708440       0.013297       0.308550
       2.460000       0.744774       0.013434       0.300586
       2.470000       0.785761       0.013585       0.293029
       2.480000       0.830799       0.013751       0.285988
       2.490000       0.878887       0.013933       0.279593
       2.500000       0.928578       0.014132       0.273973
       2.510000       0.978053       0.014351       0.269216
       2.520000       1.025328       0.014588       0.265346
       2.530000       1.068617       0.014847       0.262312
       2.540000       1.106735       0.015124       0.260009
       2.550000       1.139377       0.015421       0.258311
       2.560000       1.167132       0.015732       0.257112
       2.570000       1.191186       0.016051       0.256337
       2.580000       1.212864       0.016371       0.255941
       2.590000       1.233201       0.016680       0.255882
       2.600000       1.252720       0.016965       0.256093
       2.610000       1.271456       0.017215       0.256470
       2.620000       1.289142       0.017421       0.256878
       2.630000       1.305385       0.017580       0.257159
       2.640000       1.319691       0.017692       0.257148
       2.650000       1.331306       0.017764       0.256671
       2.660000       1.338984       0.017800       0.255556
       2.670000       1.340898       0.017809       0.253647
       2.680000       1.334845       0.017792       0.250835
       2.690000       1.318768       0.017753       0.247100
       2.700000       1.291431       0.017694       0.242528
       2.710000       1.252929       0.017618       0.237327
       2.720000       1.204806       0.017530       0.231802
       2.730000       1.149722       0.017437       0.226315
       2.740000       1.090853       0.017344       0.221234
       2.750000       1.031286       0.017258       0.216893
       2.760000       0.973603       0.017185       0.213565
       2.770000       0.919695       0.017127       0.211459
       2.780000       0.870783       0.017086       0.210721
       2.790000       0.827526       0.017064       0.211450
       2.800000       0.790183       0.017060       0.213700
       2.810000       0.758745       0.017073       0.217491
       2.820000       0.733057       0.017103       0.222798
       2.830000       0.712899       0.017149       0.229548
       2.840000       0.698040       0.017209       0.237596
       2.850000       0.688274       0.017284       0.246713
       2.860000       0.683445       0.017372       0.256573
       2.870000       0.683455       0.017473       0.266758
       2.880000       0.688266       0.017587       0.276784
       2.890000       0.697902       0.017713       0.286151
       2.900000       0.712436       0.017851       0.294395
       2.910000       0.731974       0.018003       0.301145
       2.920000       0.756627       0.018167       0.306151
       2.930000       0.786469       0.018346       0.309286
       2.940000       0.821479       0.018539       0.310533
       2.950000       0.861458       0.018747       0.309958
       2.960000       0.905945       0.018973       0.307698
       2.970000       0.954123       0.019217       0.303953
       2.980000       1.004782       0.019482       0.298985
       2.990000       1.056361       0.019768       0.293106
       3.000000       1.107131       0.020078       0.286659
       3.010000       1.155513       0.020412       0.279982
       3.020000       1.200455       0.020773       0.273368
       3.030000       1.241708       0.021159       0.267044
       3.040000       1.279855       0.021569       0.261163
       3.050000       1.316041       0.021998       0.255816
       3.060000       1.351488       0.022440       0.251053
       3.070000       1.386999       0.022881       0.246903
       3.080000       1.422630       0.023308       0.243377
       3.090000       1.457619       0.023703       0.240464
       3.100000       1.490581       0.024048       0.238120
       3.110000       1.519848       0.024329       0.236260
       3.120000       1.543797       0.024538       0.234769
       3.130000       1.561008       0.024676       0.233508
       3.140000       1.570226       0.024751       0.232331
       3.150000       1.570219       0.024775       0.231088
       3.160000       1.559746       0.024761       0.229631
       3.170000       1.537760       0.024724       0.227832
       3.180000       1.503823       0.024674       0.225601
       3.190000       1.458536       0.024621       0.222914
       3.200000       1.403705       0.024573       0.219834
       3.210000       1.342137       0.024536       0.216512
       3.220000       1.277141       0.024517       0.213175
       3.230000       1.211961       0.024519       0.210091
       3.240000       1.149353       0.024545       0.207538
       3.250000       1.091379       0.024598       0.205770
       3.260000       1.039398       0.024678       0.205000
       3.270000       0.994178       0.024785       0.205398
       3.280000       0.956051       0.024920       0.207091
       3.290000       0.925059       0.025082       0.210171
       3.300000       0.901079       0.025270       0.214699
       3.310000       0.883905       0.025484       0.220705
       3.320000       0.873301       0.025725       0.228180
       3.330000       0.869029       0.025993       0.237059
       3.340000       0.870852       0.026288       0.247203
       3.350000       0.878517       0.026611       0.258382
       3.360000       0.891729       0.026965       0.270255
       3.370000       0.910122       0.027350       0.282378
       3.380000       0.933231       0.027770       0.294228
       3.390000       0.960490       0.028228       0.305255
       3.400000       0.991269       0.028726       0.314949
       3.410000       1.024937       0.029270       0.322894
       3.420000       1.060935       0.029864       0.328814
       3.430000       1.098807       0.030512       0.332577
       3.440000       1.138154       0.031222       0.334184
       3.450000       1.178510       0.031998       0.333739
       3.460000       1.219232       0.032847       0.331425
       3.470000       1.259479       0.033772       0.327476
       3.480000       1.298368       0.034775       0.322168
       3.490000       1.335282       0.035856       0.315798
       3.500000       1.370206       0.037005       0.308675
       3.510000       1.403918       0.038206       0.301098
       3.520000       1.437920       0.039431       0.293341
       3.530000       1.474107       0.040641       0.285634
       3.540000       1.514310       0.041784       0.278163
       3.550000       1.559843       0.042805       0.271066
       3.560000       1.611186       0.043651       0.264442
       3.570000       1.667835       0.044286       0.258370
       3.580000       1.728323       0.044697       0.252924
       3.590000       1.790380       0.044898       0.248180
       3.600000       1.851183       0.044925       0.244218
       3.610000       1.907592       0.044829       0.241107
       3.620000       1.956327       0.044660       0.238892
       3.630000       1.994113       0.044462       0.237580
       3.640000       2.017898       0.044267       0.237144
       3.650000       2.025251       0.044097       0.237538
       3.660000       2.014869       0.043964       0.238713
       3.670000       1.986981       0.043877       0.240638
       3.680000       1.943442       0.043840       0.243301
       3.690000       1.887467       0.043862       0.246706
       3.700000       1.823122       0.043951       0.250858
       3.710000       1.754746       0.044116       0.255752
       3.720000       1.686441       0.044366       0.261377
       3.730000       1.621686       0.044710       0.267711
       3.740000       1.563104       0.045153       0.274735
       3.750000       1.512375       0.045698       0.282426
       3.760000       1.470257       0.046347       0.290756
       3.770000       1.436695       0.047097       0.299697
       3.780000       1.410990       0.047946       0.309217
       3.790000       1.392014       0.048886       0.319279
       3.800000       1.378491       0.049916       0.329830
       3.810000       1.369306       0.051035       0.340776
       3.820000       1.363780       0.052246       0.351948
       3.830000       1.361823       0.053563       0.363078
       3.840000       1.363908       0.055002       0.373797
       3.850000       1.370864       0.056584       0.383663
       3.860000       1.383574       0.058328       0.392226
       3.870000       1.402668       0.060250       0.399091
       3.880000       1.428262       0.062355       0.403972
       3.890000       1.459781       0.064630       0.406722
       3.900000       1.495877       0.067044       0.407324
       3.910000       1.534478       0.069539       0.405873
       3.920000       1.573007       0.072029       0.402542
       3.930000       1.608798       0.074401       0.397554
       3.940000       1.639644       0.076527       0.391155
       3.950000       1.664328       0.078282       0.383598
       3.960000       1.682928       0.079570       0.375136
       3.970000       1.696790       0.080351       0.366009
       3.980000       1.708181       0.080647       0.356448
       3.990000       1.719798       0.080547       0.346670
       4.000000       1.734293       0.080178       0.336886
