  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -100791.648378 -229734.323632       2.505206
       0.020000  -25195.327553  -57432.014312       2.505235
       0.030000  -11196.008832  -25524.179245       2.505284
       0.040000   -6296.247219  -14356.436962       2.505353
       0.050000   -4028.357493   -9187.367667       2.505441
       0.060000   -2796.417325   -6379.478162       2.505548
       0.070000   -2053.596186   -4686.409339       2.505676
       0.080000   -1571.476623   -3587.542544       2.505824
       0.090000   -1240.936960   -2834.163075       2.505992
       0.100000   -1004.503806   -2295.275159       2.506180
       0.110000    -829.569931   -1896.559034       2.506388
       0.120000    -696.518293   -1593.302709       2.506618
       0.130000    -592.972751   -1357.297967       2.506868
       0.140000    -510.812451   -1170.035416       2.507140
       0.150000    -444.529631   -1018.961533       2.507433
       0.160000    -390.281917    -895.318616       2.507748
       0.170000    -345.322654    -792.846379       2.508085
       0.180000    -307.646271    -706.973635       2.508445
       0.190000    -275.760664    -634.299521       2.508828
       0.200000    -248.537165    -572.251528       2.509234
       0.210000    -225.109263    -518.854669       2.509665
       0.220000    -204.802791    -472.572355       2.510120
       0.230000    -187.086877    -432.194598       2.510599
       0.240000    -171.538889    -396.758119       2.511105
       0.250000    -157.818992    -365.488352       2.511637
       0.260000    -145.651422    -337.756765       2.512196
       0.270000    -134.810516    -313.049017       2.512782
       0.280000    -125.110176    -290.940945       2.513397
       0.290000    -116.395825    -271.080230       2.514040
       0.300000    -108.538211    -253.172278       2.514714
       0.310000    -101.428589    -236.969230       2.515419
       0.320000     -94.974932    -222.261340       2.516154
       0.330000     -89.098946    -208.870150       2.516923
       0.340000     -83.733676    -196.643057       2.517724
       0.350000     -78.821593    -185.448941       2.518558
       0.360000     -74.313047    -175.174634       2.519427
       0.370000     -70.165005    -165.722056       2.520330
       0.380000     -66.340020    -157.005856       2.521268
       0.390000     -62.805384    -148.951484       2.522239
       0.400000     -59.532426    -141.493593       2.523243
       0.410000     -56.495928    -134.574704       2.524278
       0.420000     -53.673638    -128.144101       2.525340
       0.430000     -51.045860    -122.156892       2.526425
       0.440000     -48.595112    -116.573230       2.527526
       0.450000     -46.305831    -111.357647       2.528633
       0.460000     -44.164129    -106.478486       2.529732
       0.470000     -42.157577    -101.907421       2.530806
       0.480000     -40.275030     -97.619046       2.531828
       0.490000     -38.506466     -93.590523       2.532765
       0.500000     -36.842856     -89.801272       2.533574
       0.510000     -35.276047     -86.232710       2.534200
       0.520000     -33.798664     -82.868027       2.534575
       0.530000     -32.404018     -79.691982       2.534621
       0.540000     -31.086037     -76.690729       2.534249
       0.550000     -29.839193     -73.851675       2.533375
       0.560000     -28.658449     -71.163336       2.531929
       0.570000     -27.539205     -68.615230       2.529882
       0.580000     -26.477255     -66.197768       2.527263
       0.590000     -25.468745     -63.902169       2.524179
       0.600000     -24.510140     -61.720377       2.520814
       0.610000     -23.598193     -59.644989       2.517407
       0.620000     -22.729917     -57.669197       2.514209
       0.630000     -21.902557     -55.786728       2.511434
       0.640000     -21.113576     -53.991793       2.509230
