  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.017904       0.030318       0.001000
       0.020000       0.035981       0.061037       0.002004
       0.030000       0.054391       0.092564       0.003019
       0.040000       0.073262       0.125317       0.004050
       0.050000       0.092669       0.159726       0.005102
       0.060000       0.112607       0.196231       0.006181
       0.070000       0.132958       0.235281       0.007293
       0.080000       0.153458       0.277315       0.008445
       0.090000       0.173675       0.322736       0.009644
       0.100000       0.193019       0.371861       0.010899
       0.110000       0.210801       0.424848       0.012217
       0.120000       0.226330       0.481595       0.013610
       0.130000       0.239058       0.541595       0.015087
       0.140000       0.248689       0.603786       0.016661
       0.150000       0.255226       0.666402       0.018347
       0.160000       0.258914       0.726917       0.020159
       0.170000       0.260131       0.782155       0.022117
       0.180000       0.259269       0.828661       0.024239
       0.190000       0.256682       0.863314       0.026551
       0.200000       0.252683       0.884064       0.029078
       0.210000       0.247594       0.890504       0.031850
       0.220000       0.241778       0.884037       0.034902
       0.230000       0.235635       0.867537       0.038270
       0.240000       0.229574       0.844678       0.041997
       0.250000       0.223963       0.819191       0.046126
       0.260000       0.219097       0.794295       0.050704
       0.270000       0.215185       0.772372       0.055773
       0.280000       0.212353       0.754857       0.061371
       0.290000       0.210664       0.742253       0.067521
       0.300000       0.210132       0.734191       0.074221
       0.310000       0.210744       0.729515       0.081434
       0.320000       0.212471       0.726407       0.089066
       0.330000       0.215283       0.722598       0.096963
       0.340000       0.219149       0.715712       0.104896
       0.350000       0.224045       0.703703       0.112581
       0.360000       0.229953       0.685293       0.119698
       0.370000       0.236862       0.660247       0.125946
       0.380000       0.244762       0.629361       0.131088
       0.390000       0.253643       0.594179       0.135000
       0.400000       0.263487       0.556573       0.137687
       0.410000       0.274256       0.518347       0.139275
       0.420000       0.285892       0.480981       0.139971
       0.430000       0.298303       0.445521       0.140016
       0.440000       0.311370       0.412594       0.139628
       0.450000       0.324958       0.382483       0.138967
       0.460000       0.338943       0.355225       0.138123
       0.470000       0.353252       0.330707       0.137133
       0.480000       0.367903       0.308738       0.136013
       0.490000       0.383019       0.289101       0.134790
       0.500000       0.398833       0.271588       0.133508
       0.510000       0.415656       0.256005       0.132226
       0.520000       0.433843       0.242180       0.130997
       0.530000       0.453763       0.229955       0.129852
       0.540000       0.475776       0.219187       0.128798
       0.550000       0.500237       0.209742       0.127808
       0.560000       0.527492       0.201496       0.126825
       0.570000       0.557898       0.194339       0.125769
       0.580000       0.591824       0.188167       0.124542
       0.590000       0.629663       0.182891       0.123051
       0.600000       0.671833       0.178432       0.121228
       0.610000       0.718767       0.174719       0.119051
       0.620000       0.770891       0.171693       0.116555
       0.630000       0.828597       0.169304       0.113822
       0.640000       0.892180       0.167506       0.110961
       0.650000       0.961761       0.166263       0.108080
       0.660000       1.037183       0.165542       0.105274
       0.670000       1.117884       0.165315       0.102611
       0.680000       1.202774       0.165556       0.100147
       0.690000       1.290125       0.166239       0.097933
       0.700000       1.377533       0.167337       0.096015
       0.710000       1.461993       0.168824       0.094439
       0.720000       1.540144       0.170671       0.093241
       0.730000       1.608729       0.172854       0.092435
       0.740000       1.665236       0.175355       0.092016
