  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.003998       0.006800       0.133156
       0.020000       0.008013       0.013670       0.234073
       0.030000       0.012063       0.020682       0.297550
       0.040000       0.016165       0.027910       0.335874
       0.050000       0.020336       0.035433       0.361995
       0.060000       0.024595       0.043336       0.384068
       0.070000       0.028959       0.051709       0.406141
       0.080000       0.033445       0.060652       0.429707
       0.090000       0.038067       0.070273       0.454753
       0.100000       0.042837       0.080688       0.480348
       0.110000       0.047763       0.092020       0.505039
       0.120000       0.052844       0.104395       0.527208
       0.130000       0.058076       0.117933       0.545444
       0.140000       0.063446       0.132739       0.558881
       0.150000       0.068940       0.148878       0.567383
       0.160000       0.074546       0.166348       0.571485
       0.170000       0.080258       0.185034       0.572121
       0.180000       0.086082       0.204662       0.570236
       0.190000       0.092032       0.224739       0.566460
       0.200000       0.098127       0.244515       0.560940
       0.210000       0.104378       0.262977       0.553382
       0.220000       0.110796       0.278928       0.543247
       0.230000       0.117386       0.291149       0.530030
       0.240000       0.124168       0.298638       0.513495
       0.250000       0.131187       0.300856       0.493794
       0.260000       0.138524       0.297874       0.471447
       0.270000       0.146297       0.290359       0.447216
       0.280000       0.154650       0.279402       0.421949
       0.290000       0.163742       0.266265       0.396444
       0.300000       0.173727       0.252153       0.371382
       0.310000       0.184739       0.238065       0.347314
       0.320000       0.196880       0.224731       0.324673
       0.330000       0.210199       0.212626       0.303795
       0.340000       0.224673       0.202003       0.284929
       0.350000       0.240176       0.192952       0.268239
       0.360000       0.256442       0.185441       0.253796
       0.370000       0.273039       0.179351       0.241591
       0.380000       0.289352       0.174504       0.231535
       0.390000       0.304617       0.170686       0.223472
       0.400000       0.318010       0.167671       0.217189
       0.410000       0.328794       0.165256       0.212436
       0.420000       0.336494       0.163284       0.208942
       0.430000       0.341030       0.161672       0.206443
       0.440000       0.342746       0.160414       0.204712
       0.450000       0.342333       0.159563       0.203569
       0.460000       0.340662       0.159208       0.202883
       0.470000       0.338617       0.159441       0.202549
       0.480000       0.336965       0.160336       0.202448
       0.490000       0.336292       0.161931       0.202420
       0.500000       0.336994       0.164227       0.202245
       0.510000       0.339301       0.167189       0.201667
       0.520000       0.343315       0.170753       0.200449
       0.530000       0.349054       0.174843       0.198437
       0.540000       0.356482       0.179385       0.195616
       0.550000       0.365523       0.184318       0.192116
       0.560000       0.376048       0.189602       0.188175
       0.570000       0.387849       0.195223       0.184062
       0.580000       0.400597       0.201194       0.180000
       0.590000       0.413814       0.207554       0.176104
       0.600000       0.426888       0.214367       0.172354
       0.610000       0.439135       0.221717       0.168600
       0.620000       0.449918       0.229711       0.164608
       0.630000       0.458802       0.238464       0.160124
       0.640000       0.465669       0.248101       0.154949
       0.650000       0.470764       0.258741       0.148997
       0.660000       0.474629       0.270470       0.142321
       0.670000       0.477973       0.283307       0.135095
       0.680000       0.481517       0.297175       0.127571
       0.690000       0.485886       0.311879       0.120019
       0.700000       0.491554       0.327108       0.112683
       0.710000       0.498843       0.342477       0.105753
       0.720000       0.507965       0.357590       0.099358
       0.730000       0.519065       0.372128       0.093571
       0.740000       0.532260       0.385927       0.088423
       0.750000       0.547644       0.399011       0.083913
       0.760000       0.565269       0.411590       0.080024
       0.770000       0.585096       0.424007       0.076728
       0.780000       0.606934       0.436660       0.073994
       0.790000       0.630396       0.449906       0.071792
       0.800000       0.654866       0.463975       0.070092
       0.810000       0.679524       0.478924       0.068867
       0.820000       0.703440       0.494634       0.068089
       0.830000       0.725732       0.510857       0.067731
       0.840000       0.745774       0.527282       0.067763
       0.850000       0.763356       0.543565       0.068148
       0.860000       0.778758       0.559320       0.068845
       0.870000       0.792683       0.574045       0.069808
       0.880000       0.806094       0.587074       0.070992
       0.890000       0.820032       0.597593       0.072359
       0.900000       0.835483       0.604771       0.073882
       0.910000       0.853313       0.607971       0.075542
       0.920000       0.874262       0.606960       0.077324
       0.930000       0.898975       0.602038       0.079197
       0.940000       0.928028       0.594017       0.081104
       0.950000       0.961962       0.584073       0.082956
       0.960000       1.001300       0.573522       0.084634
       0.970000       1.046566       0.563599       0.086018
       0.980000       1.098308       0.555279       0.087016
       0.990000       1.157111       0.549174       0.087593
       1.000000       1.223611       0.545495       0.087790
       1.010000       1.298495       0.544056       0.087714
       1.020000       1.382503       0.544317       0.087506
       1.030000       1.476415       0.545478       0.087310
       1.040000       1.581032       0.546626       0.087233
       1.050000       1.697166       0.546930       0.087330
       1.060000       1.825637       0.545841       0.087596
       1.070000       1.967305       0.543238       0.087974
       1.080000       2.123127       0.539454       0.088372
       1.090000       2.294243       0.535182       0.088684
       1.100000       2.482018       0.531299       0.088813
       1.110000       2.687976       0.528693       0.088683
       1.120000       2.913546       0.528127       0.088258
       1.130000       3.159610       0.530172       0.087541
       1.140000       3.425879       0.535185       0.086585
       1.150000       3.710214       0.543310       0.085483
       1.160000       4.008042       0.554499       0.084360
       1.170000       4.312085       0.568528       0.083352
       1.180000       4.612646       0.585033       0.082585
       1.190000       4.898606       0.603558       0.082156
       1.200000       5.159015       0.623627       0.082121
       1.210000       5.384878       0.644826       0.082490
       1.220000       5.570501       0.666865       0.083231
       1.230000       5.714033       0.689626       0.084271
