  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -148438.648327 -187541.768467       2.030702
       0.020000  -37099.806109  -46882.687053       2.030838
       0.030000  -16481.487873  -20834.708830       2.031062
       0.040000   -9265.059745  -11717.916236       2.031371
       0.050000   -5924.865969   -7498.143426       2.031760
       0.060000   -4110.419988   -5205.920907       2.032220
       0.070000   -3016.345558   -3823.782761       2.032743
       0.080000   -2306.227596   -2926.721673       2.033316
       0.090000   -1819.350729   -2311.699267       2.033921
       0.100000   -1471.067544   -1871.777072       2.034539
       0.110000   -1213.353680   -1546.284112       2.035150
       0.120000   -1017.316804   -1298.719728       2.035731
       0.130000    -864.729025   -1106.056127       2.036264
       0.140000    -743.629650    -953.183156       2.036739
       0.150000    -645.906561    -829.852740       2.037160
       0.160000    -565.900426    -728.915525       2.037545
       0.170000    -499.565700    -645.260921       2.037928
       0.180000    -443.948312    -575.157236       2.038349
       0.190000    -396.850457    -515.828174       2.038840
       0.200000    -356.609632    -465.173665       2.039418
       0.210000    -321.949504    -421.581426       2.040066
       0.220000    -291.877111    -383.797061       2.040735
       0.230000    -265.610666    -350.832795       2.041339
       0.240000    -242.527985    -321.902253       2.041761
       0.250000    -222.129089    -296.373118       2.041856
       0.260000    -204.008719    -273.732285       2.041456
       0.270000    -187.835897    -253.559871       2.040388
       0.280000    -173.338578    -235.509609       2.038487
       0.290000    -160.292042    -219.293882       2.035619
       0.300000    -148.510060    -204.672197       2.031718
       0.310000    -137.838178    -191.442211       2.026804
       0.320000    -128.148614    -179.432698       2.020995
       0.330000    -119.336413    -168.497972       2.014499
       0.340000    -111.316565    -158.513453       2.007572
       0.350000    -104.021801    -149.372098       2.000471
       0.360000     -97.400802    -140.981525       1.993406
       0.370000     -91.416431    -133.261659       1.986506
       0.380000     -86.043564    -126.142825       1.979818
       0.390000     -81.266004    -119.564162       1.973318
       0.400000     -77.072058    -113.472319       1.966944
       0.410000     -73.448697    -107.820374       1.960631
       0.420000     -70.374845    -102.566919       1.954355
       0.430000     -67.815021     -97.675306       1.948165
       0.440000     -65.714984     -93.113004       1.942192
       0.450000     -64.000716     -88.851054       1.936630
       0.460000     -62.581453     -84.863609       1.931690
       0.470000     -61.356735     -81.127544       1.927551
       0.480000     -60.226681     -77.622116       1.924310
