  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.002857       0.001868       8.755238
       0.020000       0.005716       0.003739       5.247724
       0.030000       0.008584       0.005620       4.099572
       0.040000       0.011464       0.007512       3.451942
       0.050000       0.014359       0.009422       2.997066
       0.060000       0.017273       0.011353       2.645261
       0.070000       0.020212       0.013311       2.357752
       0.080000       0.023179       0.015300       2.113342
       0.090000       0.026180       0.017325       1.899331
       0.100000       0.029219       0.019393       1.708139
       0.110000       0.032301       0.021508       1.535507
       0.120000       0.035432       0.023679       1.379207
       0.130000       0.038619       0.025911       1.238080
       0.140000       0.041867       0.028213       1.111376
       0.150000       0.045185       0.030592       0.998387
       0.160000       0.048579       0.033060       0.898292
       0.170000       0.052058       0.035625       0.810148
       0.180000       0.055631       0.038299       0.732930
       0.190000       0.059307       0.041096       0.665587
       0.200000       0.063095       0.044029       0.607088
       0.210000       0.067006       0.047114       0.556457
       0.220000       0.071048       0.050369       0.512778
       0.230000       0.075229       0.053814       0.475202
       0.240000       0.079557       0.057470       0.442937
       0.250000       0.084034       0.061359       0.415234
       0.260000       0.088662       0.065507       0.391380
       0.270000       0.093440       0.069940       0.370687
       0.280000       0.098364       0.074683       0.352492
       0.290000       0.103427       0.079761       0.336155
       0.300000       0.108622       0.085199       0.321079
       0.310000       0.113941       0.091019       0.306742
       0.320000       0.119374       0.097243       0.292746
       0.330000       0.124912       0.103896       0.278861
       0.340000       0.130552       0.111010       0.265049
       0.350000       0.136307       0.118629       0.251435
       0.360000       0.142204       0.126807       0.238250
       0.370000       0.148292       0.135609       0.225763
       0.380000       0.154634       0.145099       0.214215
       0.390000       0.161296       0.155325       0.203785
       0.400000       0.168343       0.166300       0.194576
       0.410000       0.175824       0.177993       0.186615
       0.420000       0.183766       0.190317       0.179860
       0.430000       0.192160       0.203133       0.174209
       0.440000       0.200959       0.216259       0.169510
       0.450000       0.210064       0.229488       0.165567
       0.460000       0.219325       0.242617       0.162161
       0.470000       0.228549       0.255459       0.159068
       0.480000       0.237521       0.267879       0.156089
       0.490000       0.246045       0.279813       0.153077
       0.500000       0.253989       0.291294       0.149963
       0.510000       0.261328       0.302454       0.146765
       0.520000       0.268150       0.313491       0.143570
       0.530000       0.274640       0.324597       0.140509
       0.540000       0.281033       0.335868       0.137722
       0.550000       0.287566       0.347240       0.135327
       0.560000       0.294450       0.358451       0.133401
       0.570000       0.301847       0.369083       0.131968
       0.580000       0.309884       0.378662       0.131001
       0.590000       0.318661       0.386784       0.130423
       0.600000       0.328268       0.393250       0.130123
       0.610000       0.338799       0.398142       0.129975
       0.620000       0.350356       0.401836       0.129868
       0.630000       0.363046       0.404948       0.129730
       0.640000       0.376977       0.408244       0.129544
       0.650000       0.392259       0.412526       0.129337
       0.660000       0.408994       0.418522       0.129158
       0.670000       0.427280       0.426811       0.129052
       0.680000       0.447195       0.437754       0.129045
       0.690000       0.468796       0.451453       0.129130
       0.700000       0.492101       0.467707       0.129273
       0.710000       0.517069       0.485976       0.129404
       0.720000       0.543580       0.505356       0.129426
       0.730000       0.571428       0.524600       0.129216
       0.740000       0.600318       0.542214       0.128648
       0.750000       0.629901       0.556652       0.127620
       0.760000       0.659845       0.566578       0.126078
       0.770000       0.689930       0.571153       0.124028
       0.780000       0.720145       0.570225       0.121524
       0.790000       0.750749       0.564362       0.118645
