  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.002233       0.001426       1.321145
       0.020000       0.004467       0.002853       2.113784
       0.030000       0.006706       0.004283       2.368474
       0.040000       0.008949       0.005719       2.318553
       0.050000       0.011200       0.007160       2.145797
       0.060000       0.013461       0.008609       1.941930
       0.070000       0.015732       0.010068       1.745193
       0.080000       0.018017       0.011538       1.568900
       0.090000       0.020316       0.013021       1.415696
       0.100000       0.022633       0.014519       1.283871
       0.110000       0.024969       0.016033       1.170089
       0.120000       0.027326       0.017566       1.070650
       0.130000       0.029707       0.019120       0.982160
       0.140000       0.032113       0.020696       0.901918
       0.150000       0.034547       0.022297       0.828098
       0.160000       0.037011       0.023925       0.759718
       0.170000       0.039509       0.025583       0.696450
       0.180000       0.042042       0.027273       0.638343
       0.190000       0.044613       0.028998       0.585575
       0.200000       0.047225       0.030761       0.538277
       0.210000       0.049881       0.032565       0.496458
       0.220000       0.052584       0.034413       0.459987
       0.230000       0.055338       0.036309       0.428616
       0.240000       0.058146       0.038257       0.402006
       0.250000       0.061011       0.040261       0.379757
       0.260000       0.063938       0.042326       0.361416
       0.270000       0.066931       0.044457       0.346495
       0.280000       0.069994       0.046658       0.334475
       0.290000       0.073132       0.048937       0.324825
       0.300000       0.076351       0.051299       0.317030
       0.310000       0.079656       0.053751       0.310628
       0.320000       0.083052       0.056302       0.305234
       0.330000       0.086547       0.058960       0.300544
       0.340000       0.090147       0.061735       0.296306
       0.350000       0.093859       0.064638       0.292267
       0.360000       0.097693       0.067680       0.288131
       0.370000       0.101656       0.070875       0.283533
       0.380000       0.105758       0.074237       0.278083
       0.390000       0.110009       0.077784       0.271437
       0.400000       0.114418       0.081533       0.263396
       0.410000       0.118995       0.085506       0.253967
       0.420000       0.123750       0.089724       0.243372
       0.430000       0.128691       0.094212       0.231996
       0.440000       0.133824       0.098997       0.220305
       0.450000       0.139156       0.104107       0.208763
       0.460000       0.144690       0.109571       0.197773
       0.470000       0.150428       0.115417       0.187641
       0.480000       0.156376       0.121672       0.178571
       0.490000       0.162545       0.128358       0.170664
       0.500000       0.168952       0.135493       0.163935
       0.510000       0.175626       0.143092       0.158327
       0.520000       0.182605       0.151166       0.153724
       0.530000       0.189935       0.159732       0.149966
       0.540000       0.197668       0.168820       0.146875
       0.550000       0.205855       0.178483       0.144275
       0.560000       0.214553       0.188798       0.142020
       0.570000       0.223815       0.199863       0.140012
       0.580000       0.233697       0.211781       0.138204
       0.590000       0.244253       0.224642       0.136585
       0.600000       0.255539       0.238499       0.135150
       0.610000       0.267608       0.253351       0.133880
       0.620000       0.280509       0.269124       0.132727
       0.630000       0.294283       0.285672       0.131615
       0.640000       0.308959       0.302786       0.130450
       0.650000       0.324553       0.320225       0.129139
       0.660000       0.341069       0.337762       0.127603
       0.670000       0.358501       0.355241       0.125797
       0.680000       0.376834       0.372624       0.123721
       0.690000       0.396043       0.390023       0.121432
       0.700000       0.416069       0.407682       0.119039
       0.710000       0.436789       0.425918       0.116690
       0.720000       0.457986       0.445035       0.114541
       0.730000       0.479332       0.465227       0.112737
       0.740000       0.500410       0.486526       0.111379
       0.750000       0.520789       0.508794       0.110518
       0.760000       0.540130       0.531771       0.110141
       0.770000       0.558297       0.555163       0.110182
       0.780000       0.575425       0.578738       0.110527
       0.790000       0.591902       0.602384       0.111044
       0.800000       0.608287       0.626121       0.111609
       0.810000       0.625188       0.650054       0.112138
       0.820000       0.643170       0.674310       0.112610
       0.830000       0.662694       0.698983       0.113064
       0.840000       0.684121       0.724115       0.113576
       0.850000       0.707753       0.749715       0.114228
       0.860000       0.733879       0.775786       0.115070
       0.870000       0.762825       0.802314       0.116099
       0.880000       0.794965       0.829210       0.117253
       0.890000       0.830721       0.856233       0.118424
       0.900000       0.870550       0.882963       0.119474
       0.910000       0.914925       0.908875       0.120256
       0.920000       0.964333       0.933519       0.120636
       0.930000       1.019265       0.956734       0.120496
       0.940000       1.080202       0.978788       0.119756
       0.950000       1.147597       1.000358       0.118386
       0.960000       1.221842       1.022350       0.116414
       0.970000       1.303236       1.045590       0.113931
       0.980000       1.391973       1.070506       0.111069
       0.990000       1.488171       1.096865       0.107981
       1.000000       1.591958       1.123661       0.104817
       1.010000       1.703637       1.149165       0.101711
       1.020000       1.823874       1.171143       0.098771
       1.030000       1.953870       1.187191       0.096074
       1.040000       2.095411       1.195143       0.093656
       1.050000       2.250770       1.193481       0.091509
       1.060000       2.422466       1.181688       0.089579
       1.070000       2.612933       1.160427       0.087780
       1.080000       2.824158       1.131478       0.086009
       1.090000       3.057300       1.097408       0.084180
       1.100000       3.312300       1.061096       0.082241
       1.110000       3.587475       1.025250       0.080193
       1.120000       3.879116       0.992073       0.078091
       1.130000       4.181165       0.963099       0.076023
       1.140000       4.485158       0.939192       0.074096
       1.150000       4.780636       0.920644       0.072410
       1.160000       5.056218       0.907328       0.071051
       1.170000       5.301242       0.898872       0.070086
       1.180000       5.507504       0.894821       0.069558
       1.190000       5.670408       0.894758       0.069493
       1.200000       5.789087       0.898373       0.069904
       1.210000       5.865666       0.905471       0.070785
       1.220000       5.904329       0.915956       0.072114
       1.230000       5.910704       0.929791       0.073850
       1.240000       5.891544       0.946947       0.075927
       1.250000       5.854218       0.967321       0.078248
       1.260000       5.805673       0.990607       0.080695
       1.270000       5.751057       1.016168       0.083128
       1.280000       5.692668       1.042958       0.085409
       1.290000       5.629847       1.069573       0.087416
       1.300000       5.560001       1.094472       0.089069
       1.310000       5.480323       1.116351       0.090343
       1.320000       5.389327       1.134545       0.091271
