  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -208969.654784  -65738.668152       7.258346
       0.020000  -52217.536173  -16426.441047       5.291885
       0.030000  -23189.498236   -7294.597127       3.897018
       0.040000  -13029.838167   -4098.511532       3.069847
       0.050000   -8327.531016   -2619.247450       2.585123
       0.060000   -5773.362070   -1815.770379       2.293912
       0.070000   -4233.457221   -1331.381187       2.114773
       0.080000   -3234.192137   -1017.087748       2.003330
       0.090000   -2549.315740    -801.719155       1.934409
       0.100000   -2059.679700    -647.798164       1.893001
       0.110000   -1697.701136    -534.069350       1.869707
       0.120000   -1422.730857    -447.749393       1.858365
       0.130000   -1209.123202    -380.772760       1.854779
       0.140000   -1040.035760    -327.839794       1.856003
       0.150000    -904.017052    -285.342174       1.859948
       0.160000    -793.040302    -250.744242       1.865149
       0.170000    -701.329574    -222.214978       1.870640
       0.180000    -624.639195    -198.403762       1.875859
       0.190000    -559.798900    -178.300110       1.880546
       0.200000    -504.415778    -161.142052       1.884636
       0.210000    -456.669309    -146.352455       1.888121
       0.220000    -415.163857    -133.492139       1.890937
       0.230000    -378.819611    -122.224313       1.892886
       0.240000    -346.791505    -112.287684       1.893619
       0.250000    -318.409398    -103.476477       1.892681
       0.260000    -293.134324     -95.625914       1.889603
       0.270000    -270.526664     -88.601812       1.884030
       0.280000    -250.223013     -82.293193       1.875847
       0.290000    -231.919342     -76.607048       1.865250
       0.300000    -215.358776     -71.464631       1.852749
       0.310000    -200.322758     -66.798817       1.839059
       0.320000    -186.624724     -62.552141       1.824945
       0.330000    -174.105642     -58.675309       1.811077
       0.340000    -162.630877     -55.125986       1.797952
       0.350000    -152.087887     -51.867783       1.785898
       0.360000    -142.384342     -48.869369       1.775127
       0.370000    -133.446415     -46.103698       1.765795
       0.380000    -125.217177     -43.547319       1.758042
       0.390000    -117.655073     -41.179792       1.752001
       0.400000    -110.732382     -38.983202       1.747783
       0.410000    -104.433341     -36.941767       1.745450
       0.420000     -98.751471     -35.041517       1.744980
       0.430000     -93.685636     -33.270050       1.746254
       0.440000     -89.234602     -31.616321       1.749063
       0.450000     -85.390539     -30.070468       1.753134
       0.460000     -82.132638     -28.623665       1.758171
       0.470000     -79.422433     -27.267979       1.763884
       0.480000     -77.201995     -25.996238       1.770014
       0.490000     -75.395190     -24.801905       1.776356
       0.500000     -73.911675     -23.678966       1.782761
       0.510000     -72.653748     -22.621843       1.789144
       0.520000     -71.526363     -21.625346       1.795471
       0.530000     -70.449303     -20.684677       1.801748
       0.540000     -69.368090     -19.795454       1.808001
       0.550000     -68.259335     -18.953729       1.814257
       0.560000     -67.128079     -18.155989       1.820532
       0.570000     -65.997921     -17.399102       1.826826
       0.580000     -64.897288     -16.680248       1.833124
       0.590000     -63.846006     -15.996850       1.839397
       0.600000     -62.846080     -15.346516       1.845609
       0.610000     -61.879368     -14.727019       1.851714
       0.620000     -60.912673     -14.136293       1.857666
       0.630000     -59.907889     -13.572449       1.863409
       0.640000     -58.832815     -13.033771       1.868883
       0.650000     -57.668442     -12.518715       1.874015
       0.660000     -56.410932     -12.025887       1.878722
       0.670000     -55.069167     -11.554015       1.882912
       0.680000     -53.660139     -11.101932       1.886483
       0.690000     -52.204299     -10.668553       1.889336
       0.700000     -50.722030     -10.252866       1.891385
       0.710000     -49.231525      -9.853920       1.892567
       0.720000     -47.747836      -9.470818       1.892862
       0.730000     -46.282709      -9.102719       1.892294
       0.740000     -44.844858      -8.748826       1.890931
       0.750000     -43.440424      -8.408392       1.888886
       0.760000     -42.073469      -8.080710       1.886309
       0.770000     -40.746443      -7.765116       1.883392
       0.780000     -39.460573      -7.460983       1.880360
       0.790000     -38.216189      -7.167721       1.877450
       0.800000     -37.012971      -6.884775       1.874874
       0.810000     -35.850150      -6.611620       1.872780
       0.820000     -34.726652      -6.347760       1.871226
       0.830000     -33.641211      -6.092731       1.870183
       0.840000     -32.592452      -5.846089       1.869560
       0.850000     -31.578946      -5.607420       1.869241
       0.860000     -30.599245      -5.376329       1.869127
       0.870000     -29.651894      -5.152442       1.869156
       0.880000     -28.735426      -4.935407       1.869320
       0.890000     -27.848338      -4.724888       1.869654
       0.900000     -26.989059      -4.520569       1.870213
       0.910000     -26.155932      -4.322149       1.871052
       0.920000     -25.347222      -4.129341       1.872213
       0.930000     -24.561177      -3.941875       1.873715
       0.940000     -23.796108      -3.759495       1.875557
       0.950000     -23.050494      -3.581959       1.877718
       0.960000     -22.323055      -3.409038       1.880165
       0.970000     -21.612789      -3.240518       1.882849
       0.980000     -20.918981      -3.076201       1.885708
       0.990000     -20.241200      -2.915902       1.888674
       1.000000     -19.579307      -2.759459       1.891672
       1.010000     -18.933487      -2.606726       1.894624
       1.020000     -18.304309      -2.457584       1.897447
       1.030000     -17.692819      -2.311944       1.900060
       1.040000     -17.100660      -2.169748       1.902383
       1.050000     -16.530208      -2.030983       1.904346
       1.060000     -15.984699      -1.895683       1.905900
       1.070000     -15.468329      -1.763934       1.907027
       1.080000     -14.986240      -1.635880       1.907752
       1.090000     -14.544331      -1.511712       1.908146
       1.100000     -14.148781      -1.391652       1.908316
       1.110000     -13.805230      -1.275918       1.908381
       1.120000     -13.517637      -1.164669       1.908448
       1.130000     -13.287057      -1.057947       1.908589
       1.140000     -13.110703      -0.955618       1.908839
       1.150000     -12.981774      -0.857343       1.909206
       1.160000     -12.890268      -0.762597       1.909689
       1.170000     -12.824643      -0.670731       1.910296
       1.180000     -12.773802      -0.581078       1.911052
       1.190000     -12.728794      -0.493067       1.911989
       1.200000     -12.683694      -0.406317       1.913135
       1.210000     -12.635497      -0.320686       1.914496
       1.220000     -12.583239      -0.236271       1.916046
       1.230000     -12.526937      -0.153377       1.917726
       1.240000     -12.467001      -0.072482       1.919448
       1.250000     -12.404292       0.005791       1.921107
       1.260000     -12.340527       0.080701       1.922591
       1.270000     -12.278385       0.151474       1.923794
       1.280000     -12.220998       0.217445       1.924629
       1.290000     -12.171085       0.278257       1.925050
       1.300000     -12.130311       0.334071       1.925052
       1.310000     -12.099380       0.385677       1.924681
       1.320000     -12.078760       0.434437       1.924016
       1.330000     -12.069459       0.482020       1.923140
       1.340000     -12.073230       0.529999       1.922116
       1.350000     -12.092063       0.579455       1.920964
       1.360000     -12.127400       0.630721       1.919665
       1.370000     -12.179687       0.683334       1.918176
       1.380000     -12.248494       0.736175       1.916471
       1.390000     -12.332905       0.787727       1.914568
       1.400000     -12.431635       0.836407       1.912553
       1.410000     -12.542647       0.880932       1.910571
       1.420000     -12.662511       0.920664       1.908809
       1.430000     -12.785985       0.955875       1.907451
       1.440000     -12.906030       0.987814       1.906640
       1.450000     -13.014222       1.018491       1.906460
       1.460000     -13.101448       1.050202       1.906925
       1.470000     -13.158879       1.084951       1.907991
       1.480000     -13.179205       1.123961       1.909579
       1.490000     -13.157810       1.167443       1.911584
       1.500000     -13.093458       1.214649       1.913898
       1.510000     -12.988202       1.264128       1.916408
       1.520000     -12.846630       1.314088       1.919010
       1.530000     -12.674789       1.362781       1.921598
       1.540000     -12.479171       1.408868       1.924071
       1.550000     -12.265962       1.451717       1.926323
       1.560000     -12.040604       1.491555       1.928254
       1.570000     -11.807622       1.529390       1.929766
       1.580000     -11.570621       1.566691       1.930775
       1.590000     -11.332377       1.604882       1.931222
       1.600000     -11.094965       1.644848       1.931091
       1.610000     -10.859898       1.686618       1.930412
       1.620000     -10.628243       1.729307       1.929264
       1.630000     -10.400729       1.771315       1.927768
       1.640000     -10.177827       1.810696       1.926066
       1.650000      -9.959817       1.845621       1.924309
       1.660000      -9.746837       1.874857       1.922641
       1.670000      -9.538923       1.898169       1.921197
       1.680000      -9.336038       1.916525       1.920095
       1.690000      -9.138095       1.931964       1.919429
       1.700000      -8.944975       1.947124       1.919266
       1.710000      -8.756544       1.964568       1.919639
       1.720000      -8.572665       1.986167       1.920545
