  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -199296.773025 -117349.372230       2.123296
       0.020000  -49807.854141  -29334.412295       2.100735
       0.030000  -22124.692813  -13035.347001       2.094705
       0.040000  -12435.552980   -7330.675984       2.091350
       0.050000   -7950.828712   -4690.230620       2.088456
       0.060000   -5514.643181   -3255.917588       2.085449
       0.070000   -4045.659397   -2391.075706       2.082177
       0.080000   -3092.190349   -1829.764385       2.078671
       0.090000   -2438.452006   -1444.936129       2.075060
       0.100000   -1970.792929   -1169.676100       2.071519
       0.110000   -1624.733650    -966.020267       2.068213
       0.120000   -1361.482370    -811.128447       2.065255
       0.130000   -1156.565962    -690.590583       2.062669
       0.140000    -993.925983    -594.950794       2.060389
       0.150000    -862.671222    -517.795583       2.058267
       0.160000    -755.203538    -454.650622       2.056097
       0.170000    -666.091227    -402.317598       2.053647
       0.180000    -591.367619    -358.461325       2.050687
       0.190000    -528.080981    -321.344679       2.047029
       0.200000    -473.997978    -289.653831       2.042556
       0.210000    -427.403740    -262.380246       2.037247
       0.220000    -386.964251    -238.739346       2.031190
       0.230000    -351.629793    -218.113368       2.024554
       0.240000    -320.565975    -200.010534       2.017548
       0.250000    -293.103668    -184.035430       2.010353
       0.260000    -268.702181    -169.867200       2.003075
       0.270000    -246.921915    -157.243291       1.995719
       0.280000    -227.403929    -145.947188       1.988217
       0.290000    -209.854603    -135.799058       1.980483
       0.300000    -194.034079    -126.648532       1.972477
       0.310000    -179.747493    -118.369096       1.964260
       0.320000    -166.838170    -110.853673       1.956011
       0.330000    -155.182067    -104.011128       1.948001
       0.340000    -144.682761     -97.763481       1.940543
       0.350000    -135.266274     -92.043672       1.933927
       0.360000    -126.875077     -86.793765       1.928369
       0.370000    -119.460889     -81.963507       1.923987
       0.380000    -112.976408     -77.509155       1.920792
       0.390000    -107.366862     -73.392516       1.918713
       0.400000    -102.562947     -69.580143       1.917615
       0.410000     -98.476908     -66.042655       1.917334
       0.420000     -95.003131     -62.754163       1.917690
       0.430000     -92.023788     -59.691776       1.918508
       0.440000     -89.418934     -56.835187       1.919627
       0.450000     -87.078991     -54.166327       1.920906
       0.460000     -84.916250     -51.669070       1.922237
       0.470000     -82.871559     -49.328982       1.923547
       0.480000     -80.913644     -47.133115       1.924808
       0.490000     -79.031241     -45.069823       1.926023
       0.500000     -77.221155     -43.128609       1.927225
       0.510000     -75.477019     -41.299991       1.928451
       0.520000     -73.783038     -39.575388       1.929726
       0.530000     -72.114587     -37.947017       1.931049
       0.540000     -70.444381     -36.407807       1.932386
       0.550000     -68.750637     -34.951322       1.933677
       0.560000     -67.023305     -33.571694       1.934840
       0.570000     -65.266038     -32.263565       1.935784
       0.580000     -63.493787     -31.022032       1.936415
       0.590000     -61.727498     -29.842603       1.936648
       0.600000     -59.987918     -28.721157       1.936415
       0.610000     -58.290252     -27.653907       1.935673
       0.620000     -56.640959     -26.637367       1.934424
       0.630000     -55.037412     -25.668325       1.932716
       0.640000     -53.470320     -24.743818       1.930649
       0.650000     -51.927825     -23.861106       1.928356
       0.660000     -50.399595     -23.017656       1.925974
       0.670000     -48.879448     -22.211122       1.923613
       0.680000     -47.366015     -21.439325       1.921341
       0.690000     -45.861854     -20.700246       1.919182
       0.700000     -44.371896     -19.992004       1.917140
       0.710000     -42.901919     -19.312853       1.915225
       0.720000     -41.457434     -18.661162       1.913474
       0.730000     -40.043060     -18.035413       1.911951
       0.740000     -38.662269     -17.434187       1.910741
       0.750000     -37.317394     -16.856160       1.909921
       0.760000     -36.009764     -16.300092       1.909543
       0.770000     -34.739884     -15.764823       1.909617
       0.780000     -33.507633     -15.249268       1.910114
       0.790000     -32.312436     -14.752407       1.910968
       0.800000     -31.153419     -14.273289       1.912092
       0.810000     -30.029526     -13.811018       1.913387
       0.820000     -28.939633     -13.364757       1.914754
       0.830000     -27.882627     -12.933724       1.916098
       0.840000     -26.857479     -12.517187       1.917335
       0.850000     -25.863315     -12.114466       1.918398
       0.860000     -24.899487     -11.724934       1.919235
       0.870000     -23.965656     -11.348012       1.919819
       0.880000     -23.061918     -10.983178       1.920149
       0.890000     -22.188949     -10.629966       1.920257
       0.900000     -21.348197     -10.287973       1.920209
       0.910000     -20.542062      -9.956859       1.920098
       0.920000     -19.774042      -9.636357       1.920034
