  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.164784       0.013490       0.072322
       0.020000       0.330516       0.027118       0.052218
       0.030000       0.498155       0.041003       0.047374
       0.040000       0.668687       0.055228       0.047988
       0.050000       0.843129       0.069818       0.050881
       0.060000       1.022547       0.084703       0.054772
       0.070000       1.208059       0.099690       0.059009
       0.080000       1.400848       0.114428       0.063209
       0.090000       1.602158       0.128397       0.067158
       0.100000       1.813299       0.140929       0.070783
       0.110000       2.035628       0.151283       0.074132
       0.120000       2.270530       0.158779       0.077346
       0.130000       2.519391       0.162954       0.080616
       0.140000       2.783559       0.163684       0.084136
       0.150000       3.064331       0.161227       0.088062
       0.160000       3.362968       0.156155       0.092484
       0.170000       3.680800       0.149212       0.097410
       0.180000       4.019431       0.141165       0.102761
       0.190000       4.381046       0.132690       0.108372
       0.200000       4.768755       0.124310       0.114013
       0.210000       5.186866       0.116395       0.119426
       0.220000       5.640998       0.109179       0.124368
       0.230000       6.138002       0.102790       0.128667
       0.240000       6.685779       0.097284       0.132251
       0.250000       7.293072       0.092666       0.135153
       0.260000       7.969311       0.088906       0.137468
       0.270000       8.724511       0.085953       0.139295
       0.280000       9.569138       0.083740       0.140674
       0.290000      10.513858       0.082181       0.141547
       0.300000      11.569033       0.081174       0.141765
       0.310000      12.743852       0.080598       0.141131
       0.320000      14.044970       0.080311       0.139465
       0.330000      15.474549       0.080153       0.136670
       0.340000      17.027718       0.079964       0.132766
       0.350000      18.689604       0.079602       0.127899
       0.360000      20.432406       0.078969       0.122309
       0.370000      22.213359       0.078024       0.116288
       0.380000      23.974665       0.076794       0.110131
       0.390000      25.646415       0.075353       0.104101
       0.400000      27.152894       0.073803       0.098408
       0.410000      28.421707       0.072248       0.093202
       0.420000      29.394167       0.070777       0.088574
       0.430000      30.034738       0.069459       0.084565
       0.440000      30.336984       0.068335       0.081171
       0.450000      30.323816       0.067428       0.078350
       0.460000      30.041031       0.066746       0.076035
       0.470000      29.545439       0.066285       0.074137
       0.480000      28.891166       0.066038       0.072570
       0.490000      28.118841       0.065991       0.071259
       0.500000      27.251351       0.066132       0.070162
       0.510000      26.297128       0.066448       0.069270
       0.520000      25.258758       0.066926       0.068608
       0.530000      24.142598       0.067557       0.068221
       0.540000      22.965028       0.068331       0.068157
       0.550000      21.753043       0.069240       0.068453
       0.560000      20.539673       0.070277       0.069126
       0.570000      19.356894       0.071439       0.070162
       0.580000      18.229068       0.072721       0.071523
       0.590000      17.169013       0.074121       0.073136
       0.600000      16.177425       0.075638       0.074904
       0.610000      15.245365       0.077271       0.076702
       0.620000      14.358862       0.079022       0.078389
       0.630000      13.504238       0.080893       0.079823
       0.640000      12.672499       0.082886       0.080890
       0.650000      11.861449       0.085005       0.081521
       0.660000      11.075147       0.087255       0.081708
       0.670000      10.321486       0.089643       0.081491
       0.680000       9.609267       0.092176       0.080934
       0.690000       8.945910       0.094861       0.080091
       0.700000       8.336271       0.097709       0.078992
       0.710000       7.782458       0.100732       0.077635
       0.720000       7.284248       0.103941       0.076006
       0.730000       6.839745       0.107352       0.074101
       0.740000       6.446029       0.110982       0.071950
       0.750000       6.099693       0.114849       0.069622
       0.760000       5.797224       0.118976       0.067219
       0.770000       5.535262       0.123387       0.064862
       0.780000       5.310748       0.128111       0.062666
       0.790000       5.121012       0.133180       0.060726
       0.800000       4.963801       0.138632       0.059112
       0.810000       4.837290       0.144508       0.057863
       0.820000       4.740073       0.150857       0.056986
       0.830000       4.671138       0.157733       0.056466
       0.840000       4.629856       0.165199       0.056264
       0.850000       4.615960       0.173324       0.056321
       0.860000       4.629531       0.182187       0.056563
       0.870000       4.670997       0.191874       0.056905
       0.880000       4.741103       0.202478       0.057254
       0.890000       4.840864       0.214096       0.057518
       0.900000       4.971443       0.226826       0.057620
       0.910000       5.133924       0.240755       0.057515
       0.920000       5.328977       0.255949       0.057198
       0.930000       5.556381       0.272437       0.056716
       0.940000       5.814459       0.290182       0.056149
       0.950000       6.099497       0.309063       0.055603
       0.960000       6.405298       0.328844       0.055181
       0.970000       6.723113       0.349167       0.054973
       0.980000       7.042151       0.369562       0.055044
       0.990000       7.350791       0.389489       0.055427
       1.000000       7.638281       0.408412       0.056123
       1.010000       7.896464       0.425887       0.057100
       1.020000       8.120910       0.441643       0.058293
       1.030000       8.311089       0.455624       0.059609
       1.040000       8.469607       0.467988       0.060934
       1.050000       8.600963       0.479056       0.062145
       1.060000       8.710417       0.489261       0.063128
       1.070000       8.803320       0.499093       0.063793
       1.080000       8.884852       0.509068       0.064096
       1.090000       8.959830       0.519707       0.064042
       1.100000       9.032378       0.531513       0.063681
       1.110000       9.105592       0.544955       0.063099
       1.120000       9.181504       0.560445       0.062389
       1.130000       9.261427       0.578336       0.061633
       1.140000       9.346405       0.598913       0.060889
       1.150000       9.437366       0.622371       0.060185
       1.160000       9.534876       0.648772       0.059529
       1.170000       9.638780       0.677983       0.058916
       1.180000       9.748073       0.709616       0.058340
       1.190000       9.861070       0.742988       0.057792
       1.200000       9.975585       0.777137       0.057261
       1.210000      10.088836       0.810920       0.056727
       1.220000      10.197076       0.843206       0.056161
       1.230000      10.295193       0.873143       0.055526
       1.240000      10.376484       0.900387       0.054793
       1.250000      10.432616       0.925206       0.053945
       1.260000      10.453704       0.948361       0.052993
       1.270000      10.428600       0.970809       0.051979
       1.280000      10.345623       0.993322       0.050966
       1.290000      10.193889       1.016170       0.050027
       1.300000       9.965193       1.038956       0.049232
       1.310000       9.656091       1.060682       0.048638
       1.320000       9.269546       1.080029       0.048279
       1.330000       8.815475       1.095802       0.048165
       1.340000       8.309772       1.107391       0.048282
       1.350000       7.771966       1.115082       0.048590
       1.360000       7.222257       1.120067       0.049029
       1.370000       6.678831       1.124169       0.049525
       1.380000       6.156114       1.129403       0.050001
       1.390000       5.664138       1.137531       0.050387
       1.400000       5.208791       1.149739       0.050632
       1.410000       4.792577       1.166472       0.050708
       1.420000       4.415526       1.187424       0.050614
       1.430000       4.076050       1.211677       0.050373
       1.440000       3.771619       1.237975       0.050025
       1.450000       3.499261       1.265088       0.049628
       1.460000       3.255887       1.292184       0.049249
       1.470000       3.038498       1.319051       0.048960
       1.480000       2.844299       1.346071       0.048827
       1.490000       2.670755       1.373930       0.048905
       1.500000       2.515607       1.403170       0.049230
       1.510000       2.376870       1.433777       0.049819
       1.520000       2.252815       1.464940       0.050662
       1.530000       2.141948       1.495108       0.051728
       1.540000       2.042985       1.522326       0.052962
       1.550000       1.954831       1.544773       0.054294
       1.560000       1.876549       1.561298       0.055645
       1.570000       1.807344       1.571758       0.056939
       1.580000       1.746530       1.577029       0.058114
       1.590000       1.693510       1.578773       0.059123
       1.600000       1.647750       1.579101       0.059933
       1.610000       1.608746       1.580271       0.060513
       1.620000       1.576011       1.584457       0.060828
       1.630000       1.549058       1.593530       0.060836
       1.640000       1.527407       1.608827       0.060505
       1.650000       1.510599       1.630905       0.059824
       1.660000       1.498230       1.659351       0.058818
       1.670000       1.489970       1.692714       0.057554
       1.680000       1.485566       1.728619       0.056126
       1.690000       1.484819       1.764107       0.054647
       1.700000       1.487539       1.796175       0.053228
       1.710000       1.493514       1.822384       0.051964
       1.720000       1.502491       1.841339       0.050932
       1.730000       1.514197       1.852866       0.050185
       1.740000       1.528371       1.857831       0.049756
       1.750000       1.544797       1.857705       0.049665
       1.760000       1.563327       1.854087       0.049916
       1.770000       1.583866       1.848322       0.050499
       1.780000       1.606344       1.841352       0.051393
       1.790000       1.630696       1.833790       0.052561
       1.800000       1.656867       1.826155       0.053947
       1.810000       1.684815       1.819123       0.055478
       1.820000       1.714498       1.813622       0.057066
       1.830000       1.745821       1.810715       0.058614
       1.840000       1.778611       1.811335       0.060032
       1.850000       1.812631       1.816023       0.061242
       1.860000       1.847636       1.824787       0.062193
       1.870000       1.883417       1.837119       0.062862
       1.880000       1.919782       1.852113       0.063251
       1.890000       1.956475       1.868587       0.063384
       1.900000       1.993101       1.885177       0.063305
       1.910000       2.029072       1.900423       0.063079
       1.920000       2.063592       1.912939       0.062783
       1.930000       2.095648       1.921674       0.062509
       1.940000       2.123985       1.926194       0.062350
       1.950000       2.147085       1.926826       0.062392
       1.960000       2.163151       1.924557       0.062708
       1.970000       2.170127       1.920750       0.063347
       1.980000       2.165782       1.916784       0.064335
       1.990000       2.147916       1.913775       0.065667
       2.000000       2.114703       1.912425       0.067311
       2.010000       2.065134       1.912944       0.069205
       2.020000       1.999412       1.914997       0.071263
       2.030000       1.919164       1.917678       0.073381
       2.040000       1.827320       1.919544       0.075449
       2.050000       1.727683       1.918826       0.077362
       2.060000       1.624316       1.913785       0.079025
       2.070000       1.520963       1.903148       0.080366
       2.080000       1.420642       1.886417       0.081335
       2.090000       1.325490       1.863940       0.081918
       2.100000       1.236792       1.836724       0.082138
       2.110000       1.155134       1.806119       0.082059
       2.120000       1.080595       1.773526       0.081782
       2.130000       1.012931       1.740277       0.081428
       2.140000       0.951725       1.707639       0.081119
       2.150000       0.896490       1.676871       0.080956
       2.160000       0.846735       1.649183       0.081007
       2.170000       0.801988       1.625596       0.081303
       2.180000       0.761806       1.606741       0.081838
       2.190000       0.725770       1.592730       0.082575
       2.200000       0.693488       1.583167       0.083453
       2.210000       0.664584       1.577327       0.084394
       2.220000       0.638703       1.574415       0.085302
       2.230000       0.615506       1.573804       0.086081
       2.240000       0.594666       1.575123       0.086639
       2.250000       0.575872       1.578185       0.086914
       2.260000       0.558829       1.582798       0.086883
       2.270000       0.543278       1.588630       0.086577
       2.280000       0.529007       1.595188       0.086071
       2.290000       0.515871       1.601961       0.085476
       2.300000       0.503800       1.608652       0.084917
       2.310000       0.492784       1.615414       0.084513
       2.320000       0.482858       1.622998       0.084362
       2.330000       0.474067       1.632739       0.084533
       2.340000       0.466444       1.646389       0.085063
       2.350000       0.459988       1.665837       0.085959
       2.360000       0.454652       1.692823       0.087205
       2.370000       0.450337       1.728730       0.088768
       2.380000       0.446896       1.774494       0.090603
       2.390000       0.444142       1.830621       0.092648
       2.400000       0.441871       1.897254       0.094824
       2.410000       0.439883       1.974232       0.097032
       2.420000       0.438005       2.061092       0.099156
       2.430000       0.436105       2.156977       0.101078
       2.440000       0.434086       2.260480       0.102701
       2.450000       0.431886       2.369452       0.103972
       2.460000       0.429473       2.480846       0.104891
       2.470000       0.426855       2.590640       0.105514
       2.480000       0.424101       2.693860       0.105936
       2.490000       0.421351       2.784745       0.106273
       2.500000       0.418808       2.857122       0.106642
       2.510000       0.416708       2.905014       0.107142
       2.520000       0.415285       2.923487       0.107838
       2.530000       0.414727       2.909577       0.108755
       2.540000       0.415159       2.863040       0.109874
       2.550000       0.416633       2.786600       0.111132
