space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Abs(E)^2
-3000, 0.999211
-2977.86, 0.998801
-2955.72, 0.998597
-2933.59, 0.998649
-2911.45, 0.998943
-2889.31, 0.999409
-2867.17, 0.999934
-2845.04, 1.00039
-2822.9, 1.00067
-2800.76, 1.00071
-2778.62, 1.00049
-2756.49, 1.00007
-2734.35, 0.99955
-2712.21, 0.999054
-2690.07, 0.998701
-2667.94, 0.998578
-2645.8, 0.998713
-2623.66, 0.999076
-2601.52, 0.999581
-2579.39, 1.00011
-2557.25, 1.00053
-2535.11, 1.00075
-2512.97, 1.00071
-2490.84, 1.00043
-2468.7, 0.999966
-2446.56, 0.999437
-2424.42, 0.998966
-2402.29, 0.998666
-2380.15, 0.998608
-2358.01, 0.998805
-2335.87, 0.999208
-2313.74, 0.999719
-2291.6, 1.00021
-2269.46, 1.00057
-2247.32, 1.00071
-2225.19, 1.00059
-2203.05, 1.00024
-2180.91, 0.999746
-2158.77, 0.999226
-2136.64, 0.998805
-2114.5, 0.998585
-2092.36, 0.998621
-2070.22, 0.998904
-2048.08, 0.999369
-2025.95, 0.999905
-2003.81, 1.00039
-1981.67, 1.0007
-1959.53, 1.00077
-1937.4, 1.00058
-1915.26, 1.00018
-1893.12, 0.999662
-1870.98, 0.999151
-1848.85, 0.998771
-1826.71, 0.998609
-1804.57, 0.998704
-1782.43, 0.999031
-1760.3, 0.99951
-1738.16, 1.00002
-1716.02, 1.00045
-1693.88, 1.00068
-1671.75, 1.00066
-1649.61, 1.0004
-1627.47, 0.99995
-1605.33, 0.999427
-1583.2, 0.998953
-1561.06, 0.998644
-1538.92, 0.998574
-1516.78, 0.998763
-1494.65, 0.999165
-1472.51, 0.999687
-1450.37, 1.0002
-1428.23, 1.0006
-1406.1, 1.00077
-1383.96, 1.00068
-1361.82, 1.00036
-1339.68, 0.999874
-1317.55, 0.999347
-1295.41, 0.998901
-1273.27, 0.998644
-1251.13, 0.998636
-1229, 0.998877
-1206.86, 0.999309
-1184.72, 0.999825
-1162.58, 1.0003
-1140.44, 1.00062
-1118.31, 1.00071
-1096.17, 1.00054
-1074.03, 1.00016
-1051.89, 0.99965
-1029.76, 0.99914
-1007.62, 0.998751
-985.482, 0.998577
-963.344, 0.99866
-941.207, 0.998981
-919.069, 0.999465
-896.932, 0.999997
-874.794, 1.00045
-852.656, 1.00072
-830.519, 1.00073
-808.381, 1.0005
-786.244, 1.00006
