space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
1511.2, -0.585925
1533.42, -0.753609
1555.64, -0.87507
1577.86, -0.94286
1600.09, -0.952821
1622.31, -0.904341
1644.53, -0.800395
1666.75, -0.647356
1688.97, -0.45461
1711.19, -0.233978
1733.41, 0.00101046
1755.64, 0.235943
1777.86, 0.456412
1800.08, 0.648898
1822.3, 0.801594
1844.52, 0.905138
1866.74, 0.953178
1888.96, 0.94277
1911.19, 0.874551
1933.41, 0.752704
1955.63, 0.584704
1977.85, 0.380852
2000.07, 0.15365
2022.29, -0.0829666
2044.51, -0.314488
2066.74, -0.526715
2088.96, -0.706633
2111.18, -0.843206
2133.4, -0.92806
2155.62, -0.955992
2177.84, -0.925286
2200.06, -0.837828
2222.29, -0.698979
2244.51, -0.517257
2266.73, -0.303805
2288.95, -0.0717134
2311.17, 0.164784
2333.39, 0.391182
2355.61, 0.593598
2377.84, 0.759618
2400.06, 0.879059
2422.28, 0.944597
2444.5, 0.952212
2466.72, 0.901438
2488.94, 0.795388
2511.16, 0.640566
2533.39, 0.446467
2555.61, 0.224994
2577.83, -0.0102708
2600.05, -0.244899
2622.27, -0.4645
2644.49, -0.655609
2666.71, -0.806503
2688.94, -0.907931
2711.16, -0.953671
2733.38, -0.940917
2755.6, -0.870454
2777.82, -0.746602
2800.04, -0.576956
2822.26, -0.371921
2844.49, -0.144071
2866.71, 0.0926196
2888.93, 0.323635


