space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
-3000, -0.532007
-2977.95, -0.721999
-2955.89, -0.868375
-2933.84, -0.962295
-2911.79, -0.998084
-2889.73, -0.973581
-2867.68, -0.890265
-2845.63, -0.753169
-2823.57, -0.570574
-2801.52, -0.353509
-2779.47, -0.115085
-2757.41, 0.130296
-2735.36, 0.367813
-2713.31, 0.583119
-2691.25, 0.76321
-2669.2, 0.897207
-2647.15, 0.977016
-2625.09, 0.997818
-2603.04, 0.958355
-2580.99, 0.861012
-2558.93, 0.711667
-2536.88, 0.519343
-2514.83, 0.295656
-2492.78, 0.0541177
-2470.72, -0.190683
-2448.67, -0.423958
-2426.62, -0.631618
-2404.56, -0.801119
-2382.51, -0.922223
-2360.46, -0.987614
-2338.4, -0.993344
-2316.35, -0.939065
-2294.3, -0.828057
-2272.24, -0.667024
-2250.19, -0.465693
-2228.14, -0.236226
-2206.08, 0.00751669
-2184.03, 0.250813
-2161.98, 0.478968
-2139.92, 0.678199
-2117.87, 0.836471
-2095.82, 0.944227
-2073.76, 0.994955
-2051.71, 0.985593
-2029.66, 0.916705
-2007.6, 0.792453
-1985.55, 0.620342
-1963.5, 0.410768
-1941.44, 0.176389
-1919.39, -0.0686372
-1897.34, -0.30951
-1875.28, -0.531681
-1853.23, -0.72173
-1831.18, -0.868178
-1809.12, -0.962178
-1787.07, -0.998053
-1765.02, -0.973637
-1742.96, -0.890404
-1720.91, -0.753381
-1698.86, -0.570846
-1676.8, -0.353823
-1654.75, -0.115423
-1632.7, 0.129955
-1610.65, 0.367489
-1588.59, 0.582832
-1566.54, 0.762975
-1544.49, 0.897038
-1522.43, 0.976923
-1500.38, 0.997804
-1478.33, 0.958419
-1456.27, 0.861149
-1434.22, 0.711867
-1412.17, 0.519591
-1390.11, 0.295935
-1368.06, 0.0544073
-1346.01, -0.190402
-1323.95, -0.423707
-1301.9, -0.631415
-1279.85, -0.80098
-1257.79, -0.92216
-1235.74, -0.987635
-1213.69, -0.993451
-1191.63, -0.939257
-1169.58, -0.828326
-1147.53, -0.66736
-1125.47, -0.46608
-1103.42, -0.236645
-1081.37, 0.00708522
-1059.31, 0.25039
-1037.26, 0.478572
-1015.21, 0.677849
-993.154, 0.836182
-971.101, 0.944009
-949.047, 0.994816
-926.994, 0.985534
-904.941, 0.916724
-882.888, 0.792542
-860.834, 0.620488
-838.781, 0.410954
-816.728, 0.176598
-794.675, -0.0684266
-772.621, -0.309318
-750.568, -0.531526
-728.515, -0.721629
-706.462, -0.868145
-684.408, -0.962224
-662.355, -0.998183
-640.302, -0.973851
-618.249, -0.890697
-596.195, -0.753744
-574.142, -0.571266
-552.089, -0.354283
-530.036, -0.115903
-507.982, 0.129474
-485.929, 0.367028
-463.876, 0.58241
-441.823, 0.76261
-419.769, 0.896741
-397.716, 0.976705
-375.663, 0.997667
-353.61, 0.958365
-331.556, 0.86117
-309.503, 0.711954
-287.45, 0.51973
-265.397, 0.296107
-243.343, 0.0545946
-221.29, -0.19022
-199.237, -0.423551
-177.184, -0.631302
-155.13, -0.800927
-133.077, -0.922178
-111.024, -0.987734
-88.9705, -0.993629
-66.9173, -0.939523
-51.1772, -0.866183
-39.651, -0.795596
-28.4169, -0.714157
-20.3988, -0.649185
-14.6761, -0.599642
-10.5916, -0.563595
-7.67635, -0.537539
-5.59568, -0.51878
-4.11065, -0.505312
-3.05074, -0.495661
-2.29425, -0.488756
-1.75432, -0.483814
-1.36896, -0.480283
-1.09392, -0.47776
-0.897609, -0.47596
-0.7575, -0.474677
-0.6575, -0.473755
-0.5575, -0.472836
-0.4575, -0.471917
-0.3575, -0.471002
-0.2575, -0.470082
-0.1575, -0.469157
-0.0575, -0.468242
0.0425, -0.46732
0.1425, -0.466399
0.282676, -0.465109
0.479169, -0.463291
0.754604, -0.460747
1.1407, -0.457173
1.68191, -0.452146
2.44056, -0.445074
3.50399, -0.43511
4.99468, -0.421033
7.08426, -0.401109
10.0133, -0.372816
14.1192, -0.332487
19.8747, -0.27478
27.9424, -0.191985
39.2515, -0.0733264
50.9543, 0.05069
66.8068, 0.217321
89.0282, 0.439453
111.25, 0.634638
133.471, 0.790892
155.693, 0.89864
177.914, 0.951269
200.135, 0.945555
222.357, 0.881846
244.578, 0.764052
266.8, 0.599395
289.021, 0.397974
311.243, 0.172141
333.464, -0.0642521
355.685, -0.29671
377.907, -0.510974
400.128, -0.693906
422.35, -0.834286
444.571, -0.923504
466.793, -0.95609
489.014, -0.930044
511.235, -0.846963
533.457, -0.711944
555.678, -0.533264
577.9, -0.321883
600.121, -0.0907644
622.343, 0.145919
644.564, 0.373651
666.785, 0.578467
689.007, 0.747805
711.228, 0.871281
733.45, 0.941322
755.671, 0.953633
777.893, 0.907459
800.114, 0.805633
822.335, 0.654398
844.557, 0.463031
866.778, 0.243267
889, 0.00858384
911.221, -0.226626
933.443, -0.447935
955.664, -0.641773
977.885, -0.796251
1000.11, -0.901897
1022.33, -0.95223
1044.55, -0.944163
1066.77, -0.878191
1088.99, -0.75836
1111.21, -0.592019
1133.44, -0.389367
1155.66, -0.162835
1177.88, 0.0736871
1200.1, 0.305693
1222.32, 0.518954
1244.54, 0.700392
1266.76, 0.838881
1288.99, 0.925926
1311.21, 0.95619
1333.43, 0.927817
1355.65, 0.842548
1377.87, 0.705611
1400.09, 0.525406
1422.31, 0.312982
1444.54, 0.0813692
1466.76, -0.155229
1488.98, -0.382303
