space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
19.8747, -0.316339
27.9424, -0.254689
39.2515, -0.164806
50.9543, -0.0690371
66.8068, 0.0625628
89.0282, 0.243746
111.25, 0.40998
133.471, 0.55107
155.693, 0.658363
177.914, 0.725279
200.135, 0.747714
222.357, 0.724293
244.578, 0.656451
266.8, 0.54835
289.021, 0.406619
311.243, 0.23995
333.464, 0.0585636
355.685, -0.126415
377.907, -0.303642
400.128, -0.462248
422.35, -0.592507
444.571, -0.686429
466.793, -0.738256
489.014, -0.744808
511.235, -0.705684
533.457, -0.623283
555.678, -0.502658
577.9, -0.351208
600.121, -0.17822
622.343, 0.00569722
644.564, 0.189264
666.785, 0.361222
689.007, 0.511027
711.228, 0.62949
733.45, 0.709348
755.671, 0.745702
777.893, 0.736323
800.114, 0.681786
822.335, 0.585436
844.557, 0.453181
866.778, 0.293134
889, 0.115108
911.221, -0.069978
933.443, -0.250773
955.664, -0.41619
977.885, -0.556083
1000.11, -0.661874
1022.33, -0.727074
1044.55, -0.747685
1066.77, -0.722443
1088.99, -0.652896
1111.21, -0.543309
1133.44, -0.400403
1155.66, -0.232942
1177.88, -0.0511949
1200.1, 0.133691
1222.32, 0.310377
1244.54, 0.468028
1266.76, 0.596976
1288.99, 0.689312
1311.21, 0.739373
1333.43, 0.74409
1355.65, 0.703174
1377.87, 0.619133
1400.09, 0.497122
1422.31, 0.344623
1444.54, 0.170988
1466.76, -0.0131327
1488.98, -0.196448
1511.2, -0.367717
1533.42, -0.516434
1555.64, -0.63348
1577.86, -0.711676
1600.09, -0.746226
1622.31, -0.735013
1644.53, -0.678723
1666.75, -0.580808
1688.97, -0.447274
1711.19, -0.28631
1733.41, -0.107787
1755.64, 0.077347
1777.86, 0.257737
1800.08, 0.422321
1822.3, 0.561005
1844.52, 0.665284
1866.74, 0.728764
1888.96, 0.74755
1911.19, 0.720491
1933.41, 0.649246
1955.63, 0.538185
1977.85, 0.394118
2000.07, 0.225882
2022.29, 0.0437929
2044.51, -0.140982
2066.74, -0.31711
2088.96, -0.47379
2111.18, -0.601413
2133.4, -0.692153
2155.62, -0.740445
2177.84, -0.743326
2200.06, -0.70062
2222.29, -0.614947
2244.51, -0.49156
2266.73, -0.338026
2288.95, -0.163761
2311.17, 0.0205476
2333.39, 0.203597
2355.61, 0.374161
2377.84, 0.52178
2400.06, 0.6374
2422.28, 0.713931
2444.5, 0.746679
2466.72, 0.733636
2488.94, 0.675602
2511.16, 0.576136
2533.39, 0.441337
2555.61, 0.279473
2577.83, 0.10047
2600.05, -0.0846936
2622.27, -0.264663
2644.49, -0.4284
2666.71, -0.565864
2688.94, -0.668624
2711.16, -0.730379
2733.38, -0.747341
2755.6, -0.718469
2777.82, -0.645535
2800.04, -0.533012
2822.26, -0.387799
2844.49, -0.218803
2866.71, -0.0363875
2888.93, 0.14826


