space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
-3000, -0.728093
-2977.82, -0.859526
-2955.64, -0.938439
-2933.46, -0.96001
-2911.28, -0.92292
-2889.1, -0.829437
-2866.92, -0.685273
-2844.74, -0.499237
-2822.56, -0.282697
-2800.38, -0.0488827
-2778.2, 0.187918
-2756.01, 0.413236
-2733.83, 0.613304
-2711.65, 0.775898
-2689.47, 0.891082
-2667.29, 0.95182
-2645.11, 0.9544
-2622.93, 0.898664
-2600.75, 0.788019
-2578.57, 0.629226
-2556.39, 0.431987
-2534.21, 0.208354
-2512.03, -0.0280079
-2489.85, -0.262658
-2467.67, -0.481257
-2445.49, -0.67045
-2423.31, -0.818676
-2401.13, -0.916878
-2378.95, -0.959057
-2356.77, -0.942636
-2334.59, -0.868618
-2312.41, -0.741526
-2290.23, -0.569125
-2268.04, -0.36195
-2245.86, -0.132658
-2223.68, 0.104739
-2201.5, 0.335736
-2179.32, 0.54622
-2157.14, 0.72333
-2134.96, 0.856242
-2112.78, 0.936838
-2090.6, 0.960191
-2068.42, 0.924875
-2046.24, 0.833048
-2024.06, 0.690321
-2001.88, 0.505414
-1979.7, 0.289625
-1957.52, 0.0561404
-1935.34, -0.180774
-1913.16, -0.406643
-1890.98, -0.607665
-1868.8, -0.771558
-1846.62, -0.888307
-1824.44, -0.950779
-1802.26, -0.955157
-1780.07, -0.901173
-1757.89, -0.792126
-1735.71, -0.634678
-1713.53, -0.438451
-1691.35, -0.215433
-1669.17, 0.0207479
-1646.99, 0.255661
-1624.81, 0.474953
-1602.63, 0.665224
-1580.45, 0.814848
-1558.27, 0.914684
-1536.09, 0.958631
-1513.91, 0.944004
-1491.73, 0.871696
-1469.55, 0.746125
-1447.37, 0.574965
-1425.19, 0.368674
-1403.01, 0.139855
-1380.83, -0.0975091
-1358.65, -0.328916
-1336.47, -0.540226
-1314.29, -0.718527
-1292.1, -0.852926
-1269.92, -0.93521
-1247.74, -0.960352
-1225.56, -0.926814
-1203.38, -0.836648
-1181.2, -0.695361
-1159.02, -0.511587
-1136.84, -0.296554
-1114.66, -0.0634022
-1092.48, 0.173623
-1070.3, 0.400039
-1048.12, 0.602012
-1025.94, 0.7672
-1003.76, 0.88551
-981.578, 0.949714
-959.398, 0.955887
-937.217, 0.903654
-915.037, 0.796205
-892.856, 0.640107
-870.676, 0.444895
-848.496, 0.2225
-826.315, -0.0134919
-804.135, -0.24866
-781.954, -0.468635
-759.774, -0.659976
-737.593, -0.810993
-715.413, -0.912457
-693.232, -0.95817
-671.052, -0.945337
-648.871, -0.874744
-626.691, -0.750703
-604.511, -0.580793
-582.33, -0.375397
-560.15, -0.147064
-537.969, 0.0902537
-515.789, 0.322056
-493.608, 0.53418
-471.428, 0.713663
-449.247, 0.849539
-427.067, 0.933506
-404.886, 0.960434
-382.706, 0.928677
-360.525, 0.840175
-338.345, 0.700336
-316.165, 0.517705
-293.984, 0.30344
-271.804, 0.0706335
-249.623, -0.166489
-227.443, -0.393441
-205.262, -0.596353
-183.082, -0.762827
-160.901, -0.882693
-138.721, -0.948625
-116.54, -0.956595
-100, -0.924494
-83.4596, -0.877915
-66.9192, -0.817587
-50.3788, -0.744455
-38.6124, -0.685334
-29.4113, -0.635318
-21.041, -0.587144
-15.0866, -0.551441
-10.8508, -0.525361
-7.83763, -0.506481
-5.69411, -0.492889
-4.16926, -0.483142
-3.08453, -0.476169
-2.31289, -0.471189
-1.76396, -0.467637
-1.37347, -0.465104
-1.09568, -0.463301
-0.898073, -0.462016
-0.7575, -0.461102
-0.6575, -0.460452
-0.5575, -0.459801
-0.4575, -0.459149
-0.3575, -0.458498
-0.2575, -0.457846
-0.1575, -0.457194
-0.0575, -0.456542
0.0425, -0.455889
0.1425, -0.455236
0.282676, -0.45432
0.479169, -0.453033
0.754604, -0.451226
1.1407, -0.448686
1.68191, -0.445111
2.44056, -0.440073
3.50399, -0.432958
4.99468, -0.422882
7.08426, -0.408561
10.0133, -0.388114
14.1192, -0.358756
