space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Abs(E)^2
-21.041, 1.32188
-15.0866, 1.36905
-10.8508, 1.40303
-7.83763, 1.42733
-5.69411, 1.44465
-4.16926, 1.45698
-3.08453, 1.46575
-2.31289, 1.47198
-1.76396, 1.47642
-1.37347, 1.47957
-1.09568, 1.48181
-0.898073, 1.48341
-0.7575, 1.48454
-0.6575, 1.48535
-0.5575, 1.48615
-0.4575, 1.48696
-0.3575, 1.48777
-0.2575, 1.48857
-0.1575, 1.48938
-0.0575, 1.49019
0.0425, 1.49099
0.1425, 1.4918
0.282676, 1.49292
0.479169, 1.49449
0.754604, 1.49667
1.1407, 1.49971
1.68191, 1.50391
2.44056, 1.50969
3.50399, 1.51759
4.99468, 1.52823
7.08426, 1.5423
10.0133, 1.5603
14.1192, 1.582
19.8747, 1.6052
27.9424, 1.6229
39.2515, 1.61777
50.9543, 1.57611
66.8068, 1.46596
89.0282, 1.23319
111.25, 0.962376
133.471, 0.718918
155.693, 0.561629
177.914, 0.528502
200.135, 0.627537
222.357, 0.834814
244.578, 1.10026
266.8, 1.35977
289.021, 1.55065
311.243, 1.6268
333.464, 1.56982
355.685, 1.39348
377.907, 1.14037
400.128, 0.871644
422.35, 0.652198
444.571, 0.535046
466.793, 0.548484
489.014, 0.689268
511.235, 0.923391
533.457, 1.1943
555.678, 1.43655
577.9, 1.59164
600.121, 1.62209
622.343, 1.52055
644.564, 1.31155
666.785, 1.04557
689.007, 0.786857
711.228, 0.5979
733.45, 0.524343
755.671, 0.583954
777.893, 0.762334
800.114, 1.0164
822.335, 1.28477
844.557, 1.50264
866.778, 1.61737
889, 1.60125
911.221, 1.45818
933.443, 1.22271
955.664, 0.951732
977.885, 0.710689
1000.11, 0.55781
1022.33, 0.530022
1044.55, 0.634037
1066.77, 0.84473
1088.99, 1.11121
1111.21, 1.3691
1133.44, 1.55612
1155.66, 1.62708
1177.88, 1.56485
1200.1, 1.38446
1222.32, 1.12947
1244.54, 0.861491
1266.76, 0.645241
1288.99, 0.532957
1311.21, 0.551763
1333.43, 0.697115
1355.65, 0.933905
1377.87, 1.20494
1400.09, 1.44474
1422.31, 1.5954
1444.54, 1.62051
1466.76, 1.51402
1488.98, 1.30165
1511.2, 1.03469
1533.42, 0.777628
1555.64, 0.592561
1577.86, 0.524189
1600.09, 0.589026
1622.31, 0.771411
1644.53, 1.02729
1666.75, 1.29485
1688.97, 1.50947
1711.19, 1.6193
1733.41, 1.59782
1755.64, 1.45021
1777.86, 1.21213
1800.08, 0.941085
1822.3, 0.70255
1844.52, 0.554141
1866.74, 0.531707
1888.96, 0.640667
1911.19, 0.854702
1933.41, 1.12211
1955.63, 1.3783
1977.85, 1.56139
2000.07, 1.62716
2022.29, 1.55971
2044.51, 1.37534
2066.74, 1.11858
2088.96, 0.851458
2111.18, 0.63849
2133.4, 0.531121
2155.62, 0.555286
2177.84, 0.705146
2200.06, 0.944504
2222.29, 1.21554
2244.51, 1.45279
2266.73, 1.59894
2288.95, 1.6187
2311.17, 1.50728
2333.39, 1.29161
2355.61, 1.02378
2377.84, 0.768481
2400.06, 0.587389
2422.28, 0.524244
2444.5, 0.594298
2466.72, 0.780631
2488.94, 1.03823
2511.16, 1.30488
2533.39, 1.51616
2555.61, 1.62104
2577.83, 1.59418
2600.05, 1.44208
2622.27, 1.20146
2644.49, 0.930462
2666.71, 0.694531
2688.94, 0.55066
2711.16, 0.533602
2733.38, 0.647476
2755.6, 0.864776
2777.82, 1.13301
2800.04, 1.3874
2822.26, 1.56648
2844.49, 1.62701
2866.71, 1.55435
2888.93, 1.36607


