space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
622.343, 0.118831
644.564, 0.31872
666.785, 0.49906
689.007, 0.648793
711.228, 0.758735
733.45, 0.822144
755.671, 0.83513
777.893, 0.796899
800.114, 0.709793
822.335, 0.579156
844.557, 0.412999
866.778, 0.221513
889, 0.016439
911.221, -0.189644
933.443, -0.384098
955.664, -0.554998
977.885, -0.691863
1000.11, -0.786299
1022.33, -0.832514
1044.55, -0.827674
1066.77, -0.772076
1088.99, -0.66913
1111.21, -0.525149
1133.44, -0.348962
1155.66, -0.151377
1177.88, 0.0554922
1200.1, 0.258957
1222.32, 0.446539
1244.54, 0.606735
1266.76, 0.729721
1288.99, 0.807954
1311.21, 0.836636
1333.43, 0.814009
1355.65, 0.74146
1377.87, 0.623438
1400.09, 0.467181
1422.31, 0.282274
1444.54, 0.0800541
1466.76, -0.127075
1488.98, -0.326412
1511.2, -0.505731
1533.42, -0.654035
1555.64, -0.762228
1577.86, -0.823676
1600.09, -0.83461
1622.31, -0.794359
1644.53, -0.705391
1666.75, -0.573164
1688.97, -0.405785
1711.19, -0.21352
1733.41, -0.00816038
1755.64, 0.1977
1777.86, 0.391437
1800.08, 0.561168
1822.3, 0.696484
1844.52, 0.789087
1866.74, 0.833298
1888.96, 0.826406
1911.19, 0.768833
1933.41, 0.66411
1955.63, 0.518659
1977.85, 0.341402
2000.07, 0.143207
2022.29, -0.0637681
2044.51, -0.266832
2066.74, -0.453531
2088.96, -0.612414
2111.18, -0.733739
2133.4, -0.810063
2155.62, -0.836707
2177.84, -0.812037
2200.06, -0.737564
2222.29, -0.617857
2244.51, -0.460257
2266.73, -0.274429
2288.95, -0.0717695
2311.17, 0.135293
2333.39, 0.33406
2355.61, 0.512342
2377.84, 0.659204
2400.06, 0.765641
2422.28, 0.825125
2444.5, 0.834008
2466.72, 0.791744
2488.94, 0.700927
2511.16, 0.567125
2533.39, 0.398546
2555.61, 0.205526
2577.83, -9.67342e-05
2600.05, -0.205711
2622.27, -0.398708
2644.49, -0.567251
2666.71, -0.701003
2688.94, -0.791763
2711.16, -0.833964
2733.38, -0.825017
2755.6, -0.765472
2777.82, -0.65898
2800.04, -0.512073
2822.26, -0.333759
2844.49, -0.134974
2866.71, 0.07209
2888.93, 0.274735


