space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Abs(E)^2
-3000, 0.996725
-2977.95, 0.996349
-2955.89, 0.996193
-2933.84, 0.996303
-2911.79, 0.996663
-2889.73, 0.997204
-2867.68, 0.997812
-2845.63, 0.998363
-2823.57, 0.998744
-2801.52, 0.99888
-2779.47, 0.998756
-2757.41, 0.998415
-2735.36, 0.997945
-2713.31, 0.997463
-2691.25, 0.997084
-2669.2, 0.996891
-2647.15, 0.99692
-2625.09, 0.997151
-2603.04, 0.99751
-2580.99, 0.997892
-2558.93, 0.998184
-2536.88, 0.998297
-2514.83, 0.998183
-2492.78, 0.997853
-2470.72, 0.997371
-2448.67, 0.996843
-2426.62, 0.996392
-2404.56, 0.996126
-2382.51, 0.996114
-2360.46, 0.996372
-2338.4, 0.996854
-2316.35, 0.997463
-2294.3, 0.998076
-2272.24, 0.99857
-2250.19, 0.998847
-2228.14, 0.998862
-2206.08, 0.998628
-2184.03, 0.998212
-2161.98, 0.997722
-2139.92, 0.997278
-2117.87, 0.996983
-2095.82, 0.9969
-2073.76, 0.997037
-2051.71, 0.997345
-2029.66, 0.997735
-2007.6, 0.998094
-1985.55, 0.998314
-1963.5, 0.998326
-1941.44, 0.998108
-1919.39, 0.997699
-1897.34, 0.997185
-1875.28, 0.996682
-1853.23, 0.996307
-1831.18, 0.996153
-1809.12, 0.996262
-1787.07, 0.996618
-1765.02, 0.997152
-1742.96, 0.997749
-1720.91, 0.998285
-1698.86, 0.998647
-1676.8, 0.998766
-1654.75, 0.998626
-1632.7, 0.998271
-1610.65, 0.997793
-1588.59, 0.997312
-1566.54, 0.996943
-1544.49, 0.99677
-1522.43, 0.996832
-1500.38, 0.997105
-1478.33, 0.997516
-1456.27, 0.997957
-1434.22, 0.998311
-1412.17, 0.998485
-1390.11, 0.998426
-1368.06, 0.998142
-1346.01, 0.997693
-1323.95, 0.997181
-1301.9, 0.996724
-1279.85, 0.996431
-1257.79, 0.996372
-1235.74, 0.996563
-1213.69, 0.996962
-1191.63, 0.997477
-1169.58, 0.99799
-1147.53, 0.998383
-1125.47, 0.998566
-1103.42, 0.998499
-1081.37, 0.9982
-1059.31, 0.997744
-1037.26, 0.99724
-1015.21, 0.99681
-993.154, 0.996558
-971.101, 0.996546
-949.047, 0.996776
-926.994, 0.997199
-904.941, 0.997716
-882.888, 0.998205
-860.834, 0.998555
-838.781, 0.998683
-816.728, 0.998564
-794.675, 0.998229
-772.621, 0.997757
-750.568, 0.997262
-728.515, 0.99686
-706.462, 0.996645
-684.408, 0.996664
-662.355, 0.996905
-640.302, 0.997303
-618.249, 0.997756
-596.195, 0.998145
-574.142, 0.998369
-552.089, 0.998365
-530.036, 0.998125
