space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
289.021, 0.534157
311.242, 0.702039
333.464, 0.837819
355.685, 0.935287
377.907, 0.989986
400.128, 0.999414
422.35, 0.963142
444.571, 0.882826
466.792, 0.762141
489.014, 0.606604
511.235, 0.423328
533.457, 0.220694
555.678, 0.00796781
577.9, -0.205123
600.121, -0.408834
622.342, -0.593851
644.564, -0.751712
666.785, -0.875199
689.007, -0.958666
711.228, -0.998295
733.45, -0.992274
755.671, -0.940879
777.892, -0.84646
800.114, -0.713334
822.335, -0.54759
844.557, -0.356806
866.778, -0.149706
889, 0.0642383
911.221, 0.275245
933.443, 0.473665
955.664, 0.650424
977.885, 0.79744
1000.11, 0.90799
1022.33, 0.977019
1044.55, 1.00137
1066.77, 0.97993
1088.99, 0.913678
1111.21, 0.805645
1133.44, 0.660771
1155.66, 0.48568
1177.88, 0.28838
1200.1, 0.0778914
1222.32, -0.13616
1244.54, -0.343986
1266.76, -0.536082
1288.99, -0.703666
1311.21, -0.839073
1333.43, -0.936112
1355.65, -0.990345
1377.87, -0.999293
1400.09, -0.962545
1422.31, -0.881784
1444.54, -0.760701
1466.76, -0.604833
1488.98, -0.421309
1511.2, -0.21852
1533.42, -0.00573926
1555.64, 0.207303
1577.86, 0.410864
1600.09, 0.595637
1622.31, 0.753172
1644.53, 0.876264
1666.75, 0.959286
1688.97, 0.99844
1711.19, 0.991937
1733.41, 0.940073
1755.64, 0.845221
1777.86, 0.711718
1800.08, 0.545668
1822.3, 0.354665
1844.52, 0.147443
1866.74, -0.0665226
1888.96, -0.277447
1911.19, -0.475685
1933.41, -0.652172
1955.63, -0.798838
1977.85, -0.908975
2000.07, -0.977547
2022.29, -1.00142
2044.51, -0.979499
2066.74, -0.912789
2088.96, -0.80434
2111.18, -0.659111
2133.4, -0.483743
2155.62, -0.286255
2177.84, -0.0756783
2200.06, 0.138358
2222.29, 0.346067
2244.51, 0.537951
2266.73, 0.705234
2288.95, 0.840267
2311.17, 0.936876
2333.39, 0.990642
2355.61, 0.999108
2377.84, 0.961886
2400.06, 0.880677
2422.28, 0.759197
2444.5, 0.602999
2466.72, 0.419227
2488.94, 0.216283
2511.16, 0.00344913
2533.39, -0.209543
2555.61, -0.412955
2577.83, -0.597483
2600.05, -0.75469
2622.27, -0.877386
2644.49, -0.959963
2666.71, -0.998642
2688.94, -0.991656
2711.16, -0.939324
2733.38, -0.844039
2755.6, -0.710158
2777.82, -0.543803
2800.04, -0.352582
2822.26, -0.145238
2844.49, 0.0687472
2866.71, 0.279588
2888.93, 0.477644


