space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-3000, 0.274119
-2977.86, 0.471562
-2955.72, 0.647604
-2933.59, 0.794256
-2911.45, 0.904861
-2889.31, 0.9744
-2867.17, 0.999717
-2845.04, 0.979663
-2822.9, 0.915149
-2800.76, 0.809101
-2778.62, 0.666333
-2756.49, 0.493325
-2734.35, 0.297927
-2712.21, 0.0890079
-2690.07, -0.123951
-2667.94, -0.331285
-2645.8, -0.523585
-2623.66, -0.692123
-2601.52, -0.829251
-2579.39, -0.928745
-2557.25, -0.986089
-2535.11, -0.998682
-2512.97, -0.965952
-2490.84, -0.889384
-2468.7, -0.772454
-2446.56, -0.620467
-2424.42, -0.440322
-2402.29, -0.240195
-2380.15, -0.0291668
-2358.01, 0.183184
-2335.87, 0.387221
-2313.74, 0.573683
-2291.6, 0.734109
-2269.46, 0.861218
-2247.32, 0.949241
-2225.19, 0.994183
-2203.05, 0.994005
-2180.91, 0.948715
-2158.77, 0.860368
-2136.64, 0.732973
-2114.5, 0.572313
-2092.36, 0.385678
-2070.22, 0.18154
-2048.08, -0.0308392
-2025.95, -0.241819
-2003.81, -0.441826
-1981.67, -0.621781
-1959.53, -0.773519
-1937.4, -0.890152
-1915.26, -0.966389
-1893.12, -0.998768
-1870.98, -0.985821
-1848.85, -0.928135
-1826.71, -0.828327
-1804.57, -0.690928
-1782.43, -0.522174
-1760.3, -0.329722
-1738.16, -0.122307
-1716.02, 0.0906577
-1693.88, 0.299507
-1671.75, 0.494763
-1649.61, 0.667564
-1627.47, 0.810067
-1605.33, 0.915806
-1583.2, 0.979981
-1561.06, 0.999681
-1538.92, 0.97401
-1516.78, 0.904135
-1494.65, 0.793226
-1472.51, 0.646316
-1450.37, 0.470074
-1428.23, 0.272497
-1406.1, 0.062552
-1383.96, -0.150232
-1361.82, -0.3562
-1339.68, -0.546002
-1317.55, -0.711026
-1295.41, -0.843782
-1273.27, -0.938245
-1251.13, -0.990128
-1229, -0.997077
-1206.86, -0.958775
-1184.72, -0.876961
-1162.58, -0.755349
-1140.44, -0.599457
-1118.31, -0.416361
-1096.17, -0.214369
-1074.03, -0.00264956
-1051.89, 0.20919
-1029.76, 0.411535
-1007.62, 0.595202
-985.482, 0.751856
-963.344, 0.874388
-941.207, 0.957236
-919.069, 0.996641
-896.932, 0.990815
-874.794, 0.940021
-852.656, 0.846565
-830.519, 0.714688
-808.381, 0.550376
-786.244, 0.361085
-764.106, 0.155407
-741.969, -0.0573253
-719.831, -0.267456
-697.694, -0.465449
-675.556, -0.642319
-653.418, -0.790039
-631.281, -0.901904
-609.143, -0.972838
-587.006, -0.999621
-564.868, -0.981039
-542.731, -0.917934
-520.593, -0.81317
-498.455, -0.671501
-476.318, -0.499358
-454.18, -0.304553
-432.043, -0.0959256
-409.905, 0.117055
-387.768, 0.324723
-365.63, 0.517654
-343.493, 0.687091
-321.355, 0.825346
-299.217, 0.926144
-277.08, 0.984911
-254.942, 0.998978
-232.805, 0.967709
-210.667, 0.892521
-188.53, 0.776828
-166.392, 0.62588
-144.254, 0.446527
-122.117, 0.24691
-99.9794, 0.036087
-84.1839, -0.115339
-72.9136, -0.221755
-63.8874, -0.3051
-55.8459, -0.377414
-50.1081, -0.42763
-46.0142, -0.462663
-43.093, -0.48722
-41.0088, -0.504507
-39.5216, -0.516717
-38.4605, -0.525364
-37.7034, -0.531501
-37.1632, -0.535862
-36.7778, -0.538965
-36.5027, -0.541175
-36.3065, -0.542749
-17.1408, -0.687149
-17.0409, -0.691035
-16.941, -0.690459
-16.8411, -0.687208
-16.7412, -0.686796
-16.6413, -0.690836
-16.5414, -0.694585
-16.4415, -0.693666
-16.3416, -0.690421
-16.2417, -0.690342
-16.1418, -0.694555
-16.0419, -0.698109
-15.942, -0.696873
-15.842, -0.693608
-15.7421, -0.693914
-15.6422, -0.69823
-15.5423, -0.701491
-15.4424, -0.700046
-15.3425, -0.696917
-15.2426, -0.697483
-15.1427, -0.701882
-15.0428, -0.704881
-14.9429, -0.703179
-14.843, -0.700136
-14.7431, -0.701014
-14.6432, -0.705512
-14.5433, -0.708308
-14.4434, -0.706362
-14.3435, -0.703326
-14.2436, -0.704535
-14.1437, -0.709153
-14.0438, -0.71161
-13.9439, -0.709435
-13.844, -0.706603
-13.7441, -0.708104
-13.6442, -0.712764
-13.5443, -0.714888
-13.4444, -0.712495
-13.3445, -0.709865
-13.2446, -0.711658
-13.1447, -0.716267
-13.0448, -0.718155
-12.9449, -0.715618
-12.845, -0.713112
-12.7451, -0.715151
-12.6452, -0.719816
-12.5453, -0.721387
-12.4454, -0.718637
-12.3455, -0.716354
-12.2455, -0.718684
-12.1456, -0.723356
-12.0457, -0.724614
-11.9458, -0.721634
-11.8459, -0.7196
-11.746, -0.722246
-11.6461, -0.726769
-11.5462, -0.727734
-11.4463, -0.724702
-11.3464, -0.722911
-11.2465, -0.725769
-11.1466, -0.7302
-11.0467, -0.730835
-10.9468, -0.727699
-10.8469, -0.72615
-10.747, -0.729259
-10.6471, -0.733621
-10.5472, -0.73401
-10.4473, -0.730694
-10.3474, -0.729365
-10.2475, -0.73278
-10.1476, -0.736979
-10.0477, -0.737017
-9.94778, -0.733696
-9.84788, -0.732661
-9.74798, -0.736295
-9.64807, -0.740325
-9.54817, -0.740001
-9.44827, -0.736691
-9.34837, -0.735955
-9.24846, -0.73973
-9.14856, -0.743579
-9.04866, -0.743042
-8.94875, -0.739704
-8.84885, -0.739193
-8.74895, -0.743176
-8.64905, -0.746865
-8.54914, -0.745977
-8.44924, -0.742671
-8.34934, -0.742454
-8.24943, -0.746634
-8.14953, -0.750149
-8.04963, -0.7489
-7.94973, -0.745609
-7.84982, -0.745768
-7.74992, -0.750031
-7.65002, -0.753273
-7.55011, -0.751819
-7.45021, -0.748633
-7.35031, -0.749076
-7.25041, -0.753416
-7.1505, -0.756414
-7.0506, -0.754679
-6.9507, -0.751596
-6.8508, -0.752325
-6.75089, -0.756771
-6.65099, -0.759592
-6.55109, -0.757585
-6.45118, -0.75451
-6.35128, -0.75561
-6.25138, -0.760128
-6.15148, -0.762622
-6.05157, -0.760402
-5.95167, -0.757496
-5.85177, -0.758914
-5.75186, -0.763481
-5.65196, -0.765631
-5.55206, -0.763202
-5.45216, -0.760495
-5.35225, -0.76218
-5.25235, -0.766715
-5.15245, -0.768633
-5.05254, -0.766066
-4.95264, -0.76345
-4.85274, -0.765426
-4.75284, -0.769994
-4.65293, -0.771582
-4.55303, -0.76882
-4.45313, -0.766407
-4.35322, -0.768673
-4.25332, -0.773294
-4.15342, -0.774527
-4.05352, -0.771551
-3.95361, -0.7694
-3.85371, -0.771944
-3.75381, -0.776432
-3.6539, -0.77738
-3.554, -0.774339
-3.4541, -0.772424
-3.3542, -0.775194
-3.25429, -0.779596
-3.15439, -0.78021
-3.05449, -0.777066
-2.95458, -0.775393
-2.85468, -0.778381
-2.75478, -0.782766
-2.65488, -0.783099
-2.55497, -0.779768
-2.45507, -0.778351
-2.35517, -0.781632
-2.25527, -0.785832
-2.15536, -0.785852
-2.05546, -0.782475
-1.95556, -0.781362
-1.85565, -0.784876
-1.75575, -0.788897
-1.65585, -0.788567
-1.55595, -0.785199
-1.45604, -0.784374
-1.35614, -0.788021
-1.25624, -0.791877
-1.15633, -0.791342
-1.05643, -0.787919
-0.956528, -0.787336
-0.856625, -0.798537
-0.756723, -0.781828
-0.65682, -0.801784
-0.556917, -0.786094
-0.457014, -0.795553
-0.357111, -0.79698
-0.257208, -0.787193
-0.157306, -0.804938
-0.0574028, -0.78615
0.0425, -0.803159
0.142403, -0.810494
0.282451, -0.788437
0.478777, -0.800815
0.753995, -0.800274
1.13981, -0.80269
1.68066, -0.805779
2.43884, -0.810092
3.5017, -0.816068
4.99166, -0.824297
7.08035, -0.835548
10.0084, -0.850753
14.113, -0.870931
19.8671, -0.896928
27.9333, -0.928744
39.241, -0.963923
50.9551, -0.988331
66.8067, -1.00136
89.0281, -0.980402
111.25, -0.914611
133.471, -0.806995
155.692, -0.662478
177.914, -0.487666
200.135, -0.290554
222.357, -0.0801559
244.578, 0.133908
266.8, 0.341849
