space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-3000, 0.989158
-2977.95, 0.988883
-2955.89, 0.988695
-2933.84, 0.988623
-2911.79, 0.988676
-2889.73, 0.988835
-2867.68, 0.989062
-2845.63, 0.989304
-2823.57, 0.989505
-2801.52, 0.989617
-2779.47, 0.989607
-2757.41, 0.989463
-2735.36, 0.989199
-2713.31, 0.988854
-2691.25, 0.988481
-2669.2, 0.988142
-2647.15, 0.987897
-2625.09, 0.98779
-2603.04, 0.987845
-2580.99, 0.988058
-2558.93, 0.988403
-2536.88, 0.98883
-2514.83, 0.989277
-2492.78, 0.989679
-2470.72, 0.989979
-2448.67, 0.990139
-2426.62, 0.990145
-2404.56, 0.990008
-2382.51, 0.989763
-2360.46, 0.98946
-2338.4, 0.989159
-2316.35, 0.988915
-2294.3, 0.988768
-2272.24, 0.988741
-2250.19, 0.988832
-2228.14, 0.989012
-2206.08, 0.989238
-2184.03, 0.989455
-2161.98, 0.98961
-2139.92, 0.989661
-2117.87, 0.989583
-2095.82, 0.989379
-2073.76, 0.98907
-2051.71, 0.988705
-2029.66, 0.98834
-2007.6, 0.988037
-1985.55, 0.987848
-1963.5, 0.987809
-1941.44, 0.98793
-1919.39, 0.9882
-1897.34, 0.988576
-1875.28, 0.989005
-1853.23, 0.989421
-1831.18, 0.989762
-1809.12, 0.989981
-1787.07, 0.99005
-1765.02, 0.989969
-1742.96, 0.98976
-1720.91, 0.989469
-1698.86, 0.989153
-1676.8, 0.988872
-1654.75, 0.988675
-1632.7, 0.988599
-1610.65, 0.988651
-1588.59, 0.988819
-1566.54, 0.989065
-1544.49, 0.989338
-1522.43, 0.989582
-1500.38, 0.989744
-1478.33, 0.989787
-1456.27, 0.989696
-1434.22, 0.989479
-1412.17, 0.98917
-1390.11, 0.988819
-1368.06, 0.988484
-1346.01, 0.988224
-1323.95, 0.988084
-1301.9, 0.988088
-1279.85, 0.988238
-1257.79, 0.988509
-1235.74, 0.988856
-1213.69, 0.989219
-1191.63, 0.989537
-1169.58, 0.989757
-1147.53, 0.989842
-1125.47, 0.989781
-1103.42, 0.989586
-1081.37, 0.989295
-1059.31, 0.98896
-1037.26, 0.988644
-1015.21, 0.988402
-993.154, 0.988282
-971.101, 0.988303
-949.047, 0.988464
-926.994, 0.988739
-904.941, 0.989081
-882.888, 0.98943
-860.834, 0.989726
-838.781, 0.989919
-816.728, 0.989978
-794.675, 0.989895
-772.621, 0.989686
-750.568, 0.989391
-728.515, 0.989063
-706.462, 0.988761
-684.408, 0.988538
-662.355, 0.988431
-640.302, 0.988457
-618.249, 0.988606
-596.195, 0.988846
-574.142, 0.989129
-552.089, 0.989397
-530.036, 0.989593
-507.982, 0.989676
-485.929, 0.989623
-463.876, 0.989436
-441.823, 0.989142
-419.769, 0.98879
-397.716, 0.988437
-375.663, 0.988146
-353.61, 0.98797
-331.556, 0.987942
-309.503, 0.988073
-287.45, 0.988347
-265.397, 0.988722
-243.343, 0.989145
-221.29, 0.989549
-199.237, 0.989876
-177.184, 0.99008
-155.13, 0.990134
-133.077, 0.990042
-111.024, 0.989825
-88.9705, 0.989537
-66.9173, 0.989222
-51.1772, 0.988896
-39.651, 0.988496
-28.4169, 0.987954
-20.3988, 0.987482
-14.6761, 0.987099
-10.5916, 0.991504
-7.67635, 0.997038
-5.59568, 1.0022
-4.11065, 1.00651
-3.05074, 1.0099
-2.29425, 1.01249
-1.75432, 1.01442
-1.36896, 1.01584
-1.09392, 1.01687
-0.897609, 1.01762
-0.7575, 1.01816
-0.6575, 1.01855
-0.5575, 1.01894
-0.4575, 1.01933
-0.3575, 1.01973
-0.2575, 1.02013
-0.1575, 1.02052
-0.0575, 1.02092
0.0425, 1.02133
0.1425, 1.02174
0.282676, 1.02231
0.479169, 1.0231
0.754604, 1.02421
1.1407, 1.02577
1.68191, 1.02796
2.44056, 1.03102
3.50399, 1.0353
4.99468, 1.04127
7.08426, 1.0496
10.0133, 1.06116
14.1192, 1.07706
19.8747, 1.09859
27.9424, 1.12681
39.2515, 1.16144
50.9543, 1.1896
66.8068, 1.21292
89.0282, 1.21388
111.25, 1.17808
133.471, 1.112
155.693, 1.02757
177.914, 0.940045
200.135, 0.865241
222.357, 0.816678
244.578, 0.803129
266.8, 0.82704
289.021, 0.884086
311.243, 0.963954
333.464, 1.0522
355.685, 1.13288
377.907, 1.19141
400.128, 1.21721
422.35, 1.20563
444.571, 1.15877
466.793, 1.08511
489.014, 0.997983
511.235, 0.913146
533.457, 0.845947
555.678, 0.808542
577.9, 0.807696
600.121, 0.843563
622.343, 0.909657
644.564, 0.994024
666.785, 1.08141
689.007, 1.156
711.228, 1.20431
733.45, 1.21759
755.671, 1.19345
777.893, 1.13623
800.114, 1.05629
822.335, 0.968072
844.557, 0.887529
866.778, 0.829225
889, 0.803701
911.221, 0.815573
933.443, 0.862697
955.664, 0.936555
977.885, 1.0238
1000.11, 1.10864
1022.33, 1.17576
1044.55, 1.21301
1066.77, 1.21366
1088.99, 1.17759
1111.21, 1.11133
1133.44, 1.02685
1155.66, 0.939421
1177.88, 0.864857
1200.1, 0.816632
1222.32, 0.803463
1244.54, 0.827727
1266.76, 0.885032
1288.99, 0.965014
1311.21, 1.05321
1333.43, 1.13367
1355.65, 1.19184
1377.87, 1.21722
1400.09, 1.20521
1422.31, 1.158
1444.54, 1.08412
1466.76, 0.996938
1488.98, 0.912235
1511.2, 0.845331
1533.42, 0.808331
