space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
1555.64, 0.807932
1577.86, 0.844212
1600.09, 0.910615
1622.31, 0.995136
1644.53, 1.08249
1666.75, 1.15688
1688.97, 1.20486
1711.19, 1.21773
1733.41, 1.19316
1755.64, 1.13559
1777.86, 1.05542
1800.08, 0.967118
1822.3, 0.886654
1844.52, 0.828563
1866.74, 0.803339
1888.96, 0.815534
1911.19, 0.862939
1933.41, 0.936977
1955.63, 1.02426
1977.85, 1.10901
2000.07, 1.17591
2022.29, 1.21286
2044.51, 1.2132
2066.74, 1.17688
2088.96, 1.11047
2111.18, 1.02601
2133.4, 0.938771
2155.62, 0.864548
2177.84, 0.816772
2200.06, 0.804092
2222.29, 0.828809
2244.51, 0.886458
2266.73, 0.966617
2288.95, 1.05479
2311.17, 1.13503
2333.39, 1.19281
2355.61, 1.21769
2377.84, 1.20514
2400.06, 1.15743
2422.28, 1.08316
2444.5, 0.99576
2466.72, 0.911006
2488.94, 0.844217
2511.16, 0.807456
2533.39, 0.807364
2555.61, 0.843951
2577.83, 0.910599
2600.05, 0.995257
2622.27, 1.08262
2644.49, 1.1569
2666.71, 1.20467
2688.94, 1.21731
2711.16, 1.19254
2733.38, 1.13485
2755.6, 1.0547
2777.82, 0.966581
2800.04, 0.886444
2822.26, 0.828788
2844.49, 0.804049
2866.71, 0.816704
2888.93, 0.864469


