space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Abs(E)^2
-3000, 0.999368
-2977.78, 0.99895
-2955.57, 0.998746
-2933.35, 0.998805
-2911.13, 0.999113
-2888.92, 0.999596
-2866.7, 1.00014
-2844.48, 1.0006
-2822.27, 1.00089
-2800.05, 1.00092
-2777.83, 1.00068
-2755.62, 1.00025
-2733.4, 0.999711
-2711.18, 0.999204
-2688.97, 0.99885
-2666.75, 0.998734
-2644.53, 0.998884
-2622.32, 0.999263
-2600.1, 0.999781
-2577.88, 1.00031
-2555.67, 1.00073
-2533.45, 1.00093
-2511.23, 1.00086
-2489.02, 1.00055
-2466.8, 1.00007
-2444.58, 0.99953
-2422.37, 0.999064
-2400.15, 0.998785
-2377.93, 0.998761
-2355.72, 0.998997
-2333.5, 0.999436
-2311.29, 0.999973
-2289.07, 1.00048
-2266.85, 1.00083
-2244.64, 1.00094
-2222.42, 1.00079
-2200.2, 1.0004
-2177.99, 0.999885
-2155.77, 0.999355
-2133.55, 0.998942
-2111.34, 0.998745
-2089.12, 0.998813
-2066.9, 0.999128
-2044.69, 0.999615
-2022.47, 1.00016
-2000.25, 1.00062
-1978.04, 1.0009
-1955.82, 1.00092
-1933.6, 1.00068
-1911.39, 1.00023
-1889.17, 0.999695
-1866.95, 0.999192
-1844.74, 0.998845
-1822.52, 0.998738
-1800.3, 0.998897
-1778.09, 0.999282
-1755.87, 0.999803
-1733.65, 1.00033
-1711.44, 1.00074
-1689.22, 1.00093
-1667, 1.00086
-1644.79, 1.00054
-1622.57, 1.00005
-1600.35, 0.999509
-1578.14, 0.999047
-1555.92, 0.998775
-1533.7, 0.998759
-1511.49, 0.999004
-1489.27, 0.999448
-1467.05, 0.999986
-1444.84, 1.00049
-1422.62, 1.00083
-1400.4, 1.00093
-1378.19, 1.00077
-1355.97, 1.00038
-1333.75, 0.999864
-1311.54, 0.999336
-1289.32, 0.99893
-1267.1, 0.998742
-1244.89, 0.998818
-1222.67, 0.99914
-1200.45, 0.999631
-1178.24, 1.00017
-1156.02, 1.00063
-1133.8, 1.0009
-1111.59, 1.00091
-1089.37, 1.00066
-1067.15, 1.00021
-1044.94, 0.999675
-1022.72, 0.999174
-1000.51, 0.998834
-978.288, 0.998735
-956.072, 0.998901
-933.855, 0.999293
-911.639, 0.999815
-889.422, 1.00034
-867.205, 1.00075
-844.989, 1.00093
-822.772, 1.00085
-800.556, 1.00053
-778.339, 1.00003
-756.122, 0.999493
-733.906, 0.999035
-711.689, 0.998771
-689.472, 0.998764
-667.256, 0.999016
-645.039, 0.999466
-622.823, 1
-600.606, 1.0005
-578.389, 1.00084
-556.173, 1.00093
-533.956, 1.00076
-511.74, 1.00037
-489.523, 0.999845
-467.306, 0.999318
-445.09, 0.998916
-422.873, 0.998735
-400.657, 0.99882
-378.44, 0.999149
-356.223, 0.999644
-334.007, 1.00018
-311.79, 1.00064
-289.573, 1.0009
-267.357, 1.0009
-245.14, 1.00065
-222.924, 1.0002
-200.707, 0.999658
-178.49, 0.999161
-156.274, 0.998827
-134.057, 0.998737
-111.841, 0.998911
-89.6239, 0.999309
-67.4073, 0.999834
