space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-3000, 0.999375
-2977.86, 0.999084
-2955.72, 0.998906
-2933.59, 0.998872
-2911.45, 0.99899
-2889.31, 0.999236
-2867.17, 0.999569
-2845.04, 0.999927
-2822.9, 1.00025
-2800.76, 1.00047
-2778.62, 1.00056
-2756.49, 1.0005
-2734.35, 1.0003
-2712.21, 1
-2690.07, 0.999649
-2667.94, 0.999314
-2645.8, 0.999054
-2623.66, 0.998918
-2601.52, 0.99893
-2579.39, 0.999088
-2557.25, 0.999363
-2535.11, 0.999706
-2512.97, 1.00006
-2490.84, 1.00035
-2468.7, 1.00053
-2446.56, 1.00057
-2424.42, 1.00046
-2402.29, 1.00021
-2380.15, 0.999876
-2358.01, 0.999513
-2335.87, 0.999183
-2313.74, 0.998947
-2291.6, 0.998845
-2269.46, 0.998895
-2247.32, 0.999089
-2225.19, 0.999392
-2203.05, 0.999749
-2180.91, 1.0001
-2158.77, 1.00037
-2136.64, 1.00053
-2114.5, 1.00054
-2092.36, 1.0004
-2070.22, 1.00014
-2048.08, 0.999811
-2025.95, 0.999465
-2003.81, 0.999168
-1981.67, 0.998976
-1959.53, 0.998923
-1937.4, 0.999019
-1915.26, 0.999248
-1893.12, 0.999568
-1870.98, 0.999921
-1848.85, 1.00024
-1826.71, 1.00048
-1804.57, 1.00058
-1782.43, 1.00053
-1760.3, 1.00034
-1738.16, 1.00003
-1716.02, 0.99967
-1693.88, 0.999316
-1671.75, 0.99903
-1649.61, 0.998865
-1627.47, 0.998848
-1605.33, 0.998982
-1583.2, 0.999243
-1561.06, 0.999585
-1538.92, 0.999945
-1516.78, 1.00026
-1494.65, 1.00048
-1472.51, 1.00055
-1450.37, 1.00048
-1428.23, 1.00027
-1406.1, 0.999958
-1383.96, 0.99961
-1361.82, 0.999283
-1339.68, 0.99904
-1317.55, 0.998923
-1295.41, 0.998954
-1273.27, 0.999129
-1251.13, 0.999416
-1229, 0.999763
-1206.86, 1.00011
-1184.72, 1.00039
-1162.58, 1.00055
-1140.44, 1.00057
-1118.31, 1.00044
-1096.17, 1.00018
-1074.03, 0.999839
-1051.89, 0.999476
-1029.76, 0.999156
-1007.62, 0.998935
-985.482, 0.998852
-963.344, 0.998922
-941.207, 0.999133
-919.069, 0.999445
-896.932, 0.999804
-874.794, 1.00014
-852.656, 1.00041
-830.519, 1.00054
-808.381, 1.00053
-786.244, 1.00037
-764.106, 1.00009
-741.969, 0.999752
-719.831, 0.999404
-697.694, 0.999114
-675.556, 0.998935
-653.418, 0.998899
-631.281, 0.999013
-609.143, 0.999257
-587.006, 0.999586
-564.868, 0.999943
-542.731, 1.00026
-520.593, 1.00049
-498.455, 1.00058
-476.318, 1.00051
-454.18, 1.00031
-432.043, 1
-409.905, 0.999649
-387.768, 0.999308
-365.63, 0.999042
-343.493, 0.998898
-321.355, 0.998904
-299.217, 0.999058
-277.08, 0.999331
-254.942, 0.999675
-232.805, 1.00003
-210.667, 1.00033
-188.53, 1.00052
-166.392, 1.00056
-144.254, 1.00046
-122.117, 1.00022
-99.9794, 0.999894
-84.1839, 0.999512
-72.9136, 0.999053
-63.8874, 0.998558
-55.8459, 0.998025
-50.1081, 0.997594
-46.0142, 0.997262
-43.093, 0.997013
-41.0088, 0.99683
-39.5216, 0.996697
-38.4605, 0.9966
-37.7034, 0.996531
-37.1632, 0.996481
-36.7778, 0.996445
-36.5027, 0.996419
-36.3065, 0.996401
-17.1408, 0.994693
-17.0409, 1.00489
-16.941, 1.00079
-16.8411, 0.988319
-16.7412, 0.9849
-16.6413, 0.995414
-16.5414, 1.00501
-16.4415, 0.999926
-16.3416, 0.987598
-16.2417, 0.985251
-16.1418, 0.996327
-16.0419, 1.00525
-15.942, 0.99922
-15.842, 0.986836
-15.7421, 0.985554
-15.6422, 0.997028
-15.5423, 1.00523
-15.4424, 0.998471
-15.3425, 0.986415
-15.2426, 0.98602
-15.1427, 0.997796
-15.0428, 1.00514
-14.9429, 0.997579
-14.843, 0.985807
-14.7431, 0.986446
-14.6432, 0.998552
-14.5433, 1.00516
-14.4434, 0.99688
-14.3435, 0.985306
-14.2436, 0.986903
-14.1437, 0.999222
-14.0438, 1.00488
-13.9439, 0.995965
-13.844, 0.985018
-13.7441, 0.987573
-13.6442, 1.00005
-13.5443, 1.00466
-13.4444, 0.995023
-13.3445, 0.984581
-13.2446, 0.988115
-13.1447, 1.00061
-13.0448, 1.00446
-12.9449, 0.994304
-12.845, 0.984387
-12.7451, 0.988705
-12.6452, 1.0012
-12.5453, 1.00403
-12.4454, 0.993321
-12.3455, 0.984164
-12.2455, 0.989448
-12.1456, 1.00192
-12.0457, 1.00377
-11.9458, 0.992412
-11.8459, 0.983913
-11.746, 0.990117
-11.6461, 1.00231
-11.5462, 1.00331
-11.4463, 0.991665
-11.3464, 0.983948
-11.2465, 0.990869
-11.1466, 1.00276
-11.0467, 1.00272
-10.9468, 0.990771
-10.8469, 0.983842
-10.747, 0.991605
-10.6471, 1.00321
-10.5472, 1.00234
-10.4473, 0.990001
-10.3474, 0.983828
-10.2475, 0.992359
-10.1476, 1.00348
-10.0477, 1.00161
-9.94778, 0.989253
-9.84788, 0.984032
-9.74798, 0.993271
-9.64807, 1.00387
-9.54817, 1.00089
-9.44827, 0.988454
-9.34837, 0.984114
-9.24846, 0.993971
-9.14856, 1.00408
-9.04866, 1.00033
