space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
-1665.17, -0.643838
-1648.69, -0.514601
-1632.21, -0.377377
-1615.73, -0.234298
-1599.25, -0.0875888
-1582.78, 0.0604701
-1566.3, 0.207577
-1549.82, 0.351445
-1533.34, 0.489839
-1516.86, 0.620605
-1500.38, 0.741713
-1483.9, 0.851279
-1467.42, 0.9476
-1450.94, 1.02918
-1434.46, 1.09475
-1417.98, 1.14328
-1401.5, 1.17404
-1385.02, 1.18653
-1368.54, 1.18057
-1352.06, 1.15624
-1335.59, 1.11393
-1319.11, 1.05429
-1302.63, 0.978252
-1286.15, 0.886995
-1269.67, 0.781939
-1253.19, 0.664718
-1236.71, 0.537153
-1220.23, 0.401228
-1203.75, 0.259056
-1187.27, 0.112848
-1170.79, -0.0351243
-1154.31, -0.18256
-1137.83, -0.327167
-1121.35, -0.466696
-1104.87, -0.598979
-1088.39, -0.72196
-1071.92, -0.833726
-1055.44, -0.93254
-1038.96, -1.01686
-1022.48, -1.08539
-1006, -1.13705
-989.519, -1.17104
-973.039, -1.18684
-956.56, -1.18419
-940.081, -1.16314
-923.601, -1.12402
-907.122, -1.06743
-890.643, -0.994254
-874.163, -0.905629
-857.684, -0.802932
-841.205, -0.68776
-824.725, -0.561902
-808.246, -0.427316
-791.767, -0.286093
-775.287, -0.140429
-758.808, 0.00741197
-742.328, 0.155132
-725.849, 0.300434
-709.37, 0.44106
-692.89, 0.574824
-676.411, 0.699646
-659.932, 0.813587
-643.452, 0.914875
-626.973, 1.00194
-610.494, 1.07342
-594.014, 1.1282
-577.535, 1.16545
-561.056, 1.18457
-544.576, 1.18528
-528.097, 1.16755
-511.617, 1.13167
-495.138, 1.07819
-478.659, 1.00795
-462.179, 0.922035
-445.7, 0.821784
-429.221, 0.708753
-412.741, 0.584702
-396.262, 0.451558
-379.783, 0.311391
-363.303, 0.166381
-346.824, 0.018782
-330.345, -0.129112
-313.865, -0.275
-297.386, -0.416616
-280.907, -0.551757
-264.427, -0.678322
-247.948, -0.794345
-231.468, -0.89802
-214.989, -0.987736
-198.51, -1.0621
-182.03, -1.11995
-165.551, -1.16039
-149.072, -1.1828
-132.592, -1.18682
-116.113, -1.17239
-99.6336, -1.13973
-83.1543, -1.08936
-66.6749, -1.02205
-50.1956, -0.938851
-38.4697, -0.870763
-29.3359, -0.81298
-20.9924, -0.756801
-15.0556, -0.71499
-10.8313, -0.684362
-7.82546, -0.662143
-5.68669, -0.646124
-4.16485, -0.634622
-3.082, -0.626387
-2.31149, -0.620501
-1.76324, -0.616301
-1.37313, -0.613306
-1.09555, -0.611171
-0.898039, -0.609651
-0.7575, -0.608568
-0.6575, -0.607798
-0.5575, -0.607026
-0.4575, -0.606255
-0.3575, -0.605483
-0.2575, -0.60471
-0.1575, -0.603938
-0.0575, -0.603165
0.0425, -0.602391
0.1425, -0.601618
0.282676, -0.600531
0.479169, -0.599007
0.754604, -0.596864
1.1407, -0.593852
1.68191, -0.58961
2.44056, -0.583628
3.50399, -0.575173
4.99468, -0.563185
7.08426, -0.546118
10.0133, -0.521697
14.1192, -0.486528
19.8747, -0.435512
27.9424, -0.360984
39.2515, -0.251602
50.9543, -0.134207
66.8068, 0.0284558
89.0282, 0.254979
111.25, 0.465863
133.471, 0.648177
155.693, 0.79074
177.914, 0.884809
200.135, 0.924614
222.357, 0.907714
244.578, 0.835145
266.8, 0.711358
289.021, 0.543944
311.243, 0.34317
333.464, 0.121349
355.685, -0.107916
377.907, -0.330564
400.128, -0.532941
422.35, -0.702636
444.571, -0.829242
466.793, -0.904993
489.014, -0.925245
511.235, -0.888755
533.457, -0.797761
555.678, -0.657843
577.9, -0.477581
600.121, -0.268032
622.343, -0.0420446
644.564, 0.186521
666.785, 0.403648
689.007, 0.59602
711.228, 0.75184
733.45, 0.861551
755.671, 0.918425
777.893, 0.918975
800.114, 0.863166
822.335, 0.75442
844.557, 0.599408
866.778, 0.407635
889, 0.190862
911.221, -0.0376171
933.443, -0.26379
955.664, -0.473787
977.885, -0.654729
1000.11, -0.795519
1022.33, -0.887523
1044.55, -0.925099
1066.77, -0.905942
1088.99, -0.831227
1111.21, -0.705535
1133.44, -0.536576
1155.66, -0.334711
1177.88, -0.112319
1200.1, 0.116961
1222.32, 0.339068
1244.54, 0.540381
1266.76, 0.708554
1288.99, 0.833273
1311.21, 0.90689
1333.43, 0.924891
1355.65, 0.88617
1377.87, 0.793103
1400.09, 0.651398
1422.31, 0.469745
1444.54, 0.259283
1466.76, 0.0329203
1488.98, -0.195461
1511.2, -0.411856
1533.42, -0.602992
1555.64, -0.75715
1577.86, -0.864874
1600.09, -0.919558
1622.31, -0.917848
1644.53, -0.85985
1666.75, -0.74912
1688.97, -0.59245
1711.19, -0.399446
1733.41, -0.181945
1755.64, 0.0467132
1777.86, 0.272507
1800.08, 0.481588
1822.3, 0.661135
1844.52, 0.800137
1866.74, 0.890069
1888.96, 0.925416
1911.19, 0.904011
1933.41, 0.827166
1955.63, 0.699593
1977.85, 0.529118
2000.07, 0.326195
2022.29, 0.103268
2044.51, -0.125992
2066.74, -0.347524
2088.96, -0.547742
2111.18, -0.714369
2133.4, -0.837184
2155.62, -0.908656
2177.84, -0.924403
2200.06, -0.883458
2222.29, -0.788334
2244.51, -0.644862
2266.73, -0.461844
2288.95, -0.250502
2311.17, -0.0237971
2333.39, 0.204367
2355.61, 0.419998
2377.84, 0.609871
2400.06, 0.762343
2422.28, 0.868063
2444.5, 0.920548
2466.72, 0.916579
2488.94, 0.856398
2511.16, 0.743699
2533.39, 0.585392
2555.61, 0.391186
2577.83, 0.172991
2600.05, -0.0558118
2622.27, -0.28119
2644.49, -0.489322
2666.71, -0.667444
2688.94, -0.804632
2711.16, -0.892472
2733.38, -0.925579
2755.6, -0.901921
2777.82, -0.82295
2800.04, -0.693509
2822.26, -0.521537
2844.49, -0.31758
2866.71, -0.094147
2888.93, 0.13506


