space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-3000, 0.321683
-2977.95, 0.513887
-2955.89, 0.682944
-2933.84, 0.821239
-2911.79, 0.922545
-2889.73, 0.982299
-2867.68, 0.99781
-2845.63, 0.968379
-2823.57, 0.895333
-2801.52, 0.78196
-2779.47, 0.633368
-2757.41, 0.45625
-2735.36, 0.258581
-2713.31, 0.0492663
-2691.25, -0.162268
-2669.2, -0.366494
-2647.15, -0.554214
-2625.09, -0.716973
-2603.04, -0.84744
-2580.99, -0.939739
-2558.93, -0.989713
-2536.88, -0.995111
-2514.83, -0.955689
-2492.78, -0.873223
-2470.72, -0.751426
-2448.67, -0.595785
-2426.62, -0.413309
-2404.56, -0.212217
-2382.51, -0.00156378
-2360.46, 0.209162
-2338.4, 0.41047
-2316.35, 0.593295
-2294.3, 0.749401
-2272.24, 0.871758
-2250.19, 0.954856
-2228.14, 0.994952
-2206.08, 0.990241
-2184.03, 0.940935
-2161.98, 0.849254
-2139.92, 0.719328
-2117.87, 0.557009
-2095.82, 0.369608
-2073.76, 0.165565
-2051.71, -0.0459304
-2029.66, -0.255352
-2007.6, -0.453268
-1985.55, -0.630763
-1963.5, -0.779846
-1941.44, -0.893799
-1919.39, -0.967492
-1897.34, -0.997605
-1875.28, -0.982781
-1853.23, -0.923688
-1831.18, -0.822988
-1809.12, -0.685215
-1787.07, -0.516575
-1765.02, -0.324663
-1742.96, -0.118122
-1720.91, 0.0937454
-1698.86, 0.301398
-1676.8, 0.495482
-1654.75, 0.667257
-1632.7, 0.808987
-1610.65, 0.914289
-1588.59, 0.978419
-1566.54, 0.99849
-1544.49, 0.973598
-1522.43, 0.904863
-1500.38, 0.795382
-1478.33, 0.650086
-1456.27, 0.475518
-1434.22, 0.279541
-1412.17, 0.0709813
-1390.11, -0.140768
-1368.06, -0.34617
-1346.01, -0.535973
-1323.95, -0.70163
-1301.9, -0.835678
-1279.85, -0.932081
-1257.79, -0.986498
-1235.74, -0.996476
-1213.69, -0.961567
-1191.63, -0.883343
-1169.58, -0.765327
-1147.53, -0.612835
-1125.47, -0.432734
-1103.42, -0.233136
-1081.37, -0.0230311
-1059.31, 0.188119
-1037.26, 0.390804
-1015.21, 0.575894
-993.154, 0.735055
-971.101, 0.861116
-949.047, 0.948402
-926.994, 0.992979
-904.941, 0.992841
-882.888, 0.947994
-860.834, 0.860457
-838.781, 0.734173
-816.728, 0.57483
-794.675, 0.389603
-772.621, 0.186836
-750.568, -0.0243399
-728.515, -0.234414
-706.462, -0.433924
-684.408, -0.613885
-662.355, -0.766191
-640.302, -0.883985
-618.249, -0.961959
-596.195, -0.996603
-574.142, -0.986356
-552.089, -0.93168
-530.036, -0.835038
-507.982, -0.700782
-485.929, -0.534959
-463.876, -0.345039
-441.823, -0.139573
-419.769, 0.0721821
-397.716, 0.280691
-375.663, 0.476561
-353.61, 0.650972
-331.556, 0.796067
-309.503, 0.905311
-287.45, 0.973786
-265.397, 0.998406
-243.343, 0.978062
-221.29, 0.913669
-199.237, 0.808129
-177.184, 0.666194
-155.13, 0.494258
-133.077, 0.300063
-111.024, 0.0923543
-88.9705, -0.119512
-66.9173, -0.325993
-51.1772, -0.464389
-39.651, -0.558969
-28.4169, -0.644541
-20.3988, -0.701007
-14.6761, -0.738753
-10.5916, -0.76433
-7.67635, -0.781859
-5.59568, -0.794482
-4.11065, -0.803541
-3.05074, -0.810036
-2.29425, -0.814686
-1.75432, -0.818012
-1.36896, -0.820393
-1.09392, -0.822091
-0.897609, -0.823304
-0.7575, -0.824172
-0.6575, -0.824789
-0.5575, -0.825408
-0.4575, -0.82603
-0.3575, -0.826647
-0.2575, -0.827267
-0.1575, -0.82789
-0.0575, -0.828506
0.0425, -0.829129
0.1425, -0.82975
0.282676, -0.830612
0.479169, -0.831827
0.754604, -0.833525
1.1407, -0.83589
1.68191, -0.83919
2.44056, -0.843774
3.50399, -0.850125
4.99468, -0.858881
7.08426, -0.870857
10.0133, -0.887051
14.1192, -0.90857
19.8747, -0.936345
27.9424, -0.970439
39.2515, -1.00837
50.9543, -1.03507
66.8068, -1.05029
89.0282, -1.03047
111.25, -0.963533
133.471, -0.852533
155.693, -0.702548
177.914, -0.520434
200.135, -0.314519
222.357, -0.0942193
244.578, 0.130392
266.8, 0.349042
289.021, 0.551734
311.243, 0.729201
333.464, 0.873325
355.685, 0.977518
377.907, 1.03701
400.128, 1.04909
422.35, 1.0132
444.571, 0.930986
466.793, 0.806201
489.014, 0.644555
511.235, 0.453438
533.457, 0.241592
555.678, 0.0187027
577.9, -0.205037
600.121, -0.419395
622.343, -0.614569
644.564, -0.781636
666.785, -0.912953
689.007, -1.00252
711.228, -1.04623
733.45, -1.0421
755.671, -0.990309
777.893, -0.893225
800.114, -0.755291
822.335, -0.582811
844.557, -0.383675
866.778, -0.166987
889, 0.0573439
911.221, 0.279059
933.443, 0.488021
955.664, 0.674673
977.885, 0.830481
1000.11, 0.948319
1022.33, 1.0228
1044.55, 1.05052
1066.77, 1.03021
1088.99, 0.96279
1111.21, 0.851356
1133.44, 0.700999
1155.66, 0.518594
1177.88, 0.312482
1200.1, 0.092088
1222.32, -0.132509
1244.54, -0.351039
1266.76, -0.553509
1288.99, -0.73066
1311.21, -0.874393
1333.43, -0.978133
1355.65, -1.03714
1377.87, -1.04871
1400.09, -1.01232
1422.31, -0.929625
1444.54, -0.804417
1466.76, -0.642416
1488.98, -0.451032
1511.2, -0.239016
1533.42, -0.0160617
1555.64, 0.207634
1577.86, 0.421842
1600.09, 0.616767
1622.31, 0.783496
1644.53, 0.914405
1666.75, 1.00351
1688.97, 1.04673
1711.19, 1.04209
1733.41, 0.989804
1755.64, 0.892265
1777.86, 0.753931
1800.08, 0.581128
1822.3, 0.381758
1844.52, 0.164936
1866.74, -0.0594211
1888.96, -0.281055
1911.19, -0.489832
1933.41, -0.676203
1955.63, -0.831647
1977.85, -0.949056
2000.07, -1.02306
2022.29, -1.05028
2044.51, -1.02946
2066.74, -0.961569
2088.96, -0.849698
2111.18, -0.698968
2133.4, -0.51627
2155.62, -0.30996
2177.84, -0.089473
2200.06, 0.13511
2222.29, 0.353518
2244.51, 0.555766
2266.73, 0.732601
2288.95, 0.875941
2311.17, 0.979227
2333.39, 1.03774
2355.61, 1.0488
2377.84, 1.0119
2400.06, 0.928738
2422.28, 0.803106
2444.5, 0.640751
2466.72, 0.449096
2488.94, 0.236908
2511.16, 0.0138875
2533.39, -0.209766
2555.61, -0.423827
2577.83, -0.618505
2600.05, -0.784901
2622.27, -0.915403
2644.49, -1.00405
2666.71, -1.04678
2688.94, -1.04164
2711.16, -0.988869
2733.38, -0.890882
2755.6, -0.752156
2777.82, -0.579038
2800.04, -0.379441
