space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-3000, 0.883658
-2977.94, 0.883404
-2955.89, 0.88324
-2933.83, 0.883193
-2911.77, 0.883268
-2889.71, 0.88345
-2867.66, 0.883701
-2845.6, 0.883975
-2823.54, 0.884217
-2801.49, 0.884382
-2779.43, 0.884435
-2757.37, 0.884365
-2735.32, 0.884182
-2713.26, 0.883916
-2691.2, 0.883612
-2669.14, 0.883326
-2647.09, 0.883108
-2625.03, 0.882997
-2602.97, 0.883016
-2580.92, 0.883162
-2558.86, 0.883414
-2536.8, 0.883727
-2514.75, 0.884051
-2492.69, 0.884329
-2470.63, 0.884516
-2448.57, 0.88458
-2426.52, 0.884513
-2404.46, 0.884329
-2382.4, 0.884062
-2360.35, 0.88376
-2338.29, 0.883478
-2316.23, 0.883265
-2294.17, 0.88316
-2272.12, 0.883179
-2250.06, 0.883318
-2228, 0.88355
-2205.95, 0.883834
-2183.89, 0.884114
-2161.83, 0.884342
-2139.78, 0.884473
-2117.72, 0.884484
-2095.66, 0.88437
-2073.6, 0.884151
-2051.55, 0.883866
-2029.49, 0.883564
-2007.43, 0.883299
-1985.38, 0.883118
-1963.32, 0.883053
-1941.26, 0.883117
-1919.21, 0.883297
-1897.15, 0.883563
-1875.09, 0.883867
-1853.03, 0.884156
-1830.98, 0.884377
-1808.92, 0.884493
-1786.86, 0.884482
-1764.81, 0.884348
-1742.75, 0.884113
-1720.69, 0.883821
-1698.63, 0.883522
-1676.58, 0.883272
-1654.52, 0.883115
-1632.46, 0.88308
-1610.41, 0.883173
-1588.35, 0.883379
-1566.29, 0.883663
-1544.24, 0.883975
-1522.18, 0.884261
-1500.12, 0.884471
-1478.06, 0.884568
-1456.01, 0.884537
-1433.95, 0.884384
-1411.89, 0.884136
-1389.84, 0.883839
-1367.78, 0.883545
-1345.72, 0.883306
-1323.67, 0.883164
-1301.61, 0.883142
-1279.55, 0.883243
-1257.49, 0.883447
-1235.44, 0.883715
-1213.38, 0.883997
-1191.32, 0.884239
-1169.27, 0.884397
-1147.21, 0.88444
-1125.15, 0.884358
-1103.09, 0.884163
-1081.04, 0.88389
-1058.98, 0.883587
-1036.92, 0.883307
-1014.87, 0.883101
-992.81, 0.883007
-970.753, 0.883043
-948.696, 0.883207
-926.639, 0.883471
-904.582, 0.883793
-882.525, 0.884117
-860.467, 0.884391
-838.41, 0.884568
-816.353, 0.884621
-794.296, 0.884542
-772.239, 0.884348
-750.182, 0.884075
-728.125, 0.883773
-706.068, 0.883495
-684.011, 0.88329
-661.954, 0.883192
-639.897, 0.883218
-617.84, 0.883359
-595.783, 0.883586
-573.726, 0.883855
-551.669, 0.884115
-529.612, 0.884314
-507.555, 0.884413
-485.498, 0.884392
-463.441, 0.884251
-441.384, 0.884012
-419.327, 0.883717
-397.27, 0.883417
-375.213, 0.883167
-353.156, 0.883011
-331.099, 0.882979
-309.042, 0.883079
-286.985, 0.883297
-264.927, 0.883597
-242.87, 0.88393
-220.813, 0.884241
-198.756, 0.884477
-176.699, 0.884601
-154.642, 0.884594
-132.585, 0.88446
-110.528, 0.884225
-88.4712, 0.883932
-66.4142, 0.883635
-50, 0.883332
-38.3175, 0.917572
-29.2553, 0.964194
-20.9404, 1.02275
-15.0224, 1.07388
-10.8103, 1.11517
-7.81245, 1.14708
-5.67876, 1.1711
-4.16014, 1.18886
-3.07928, 1.20184
-2.30999, 1.21125
-1.76246, 1.21804
-1.37277, 1.22291
-1.09541, 1.22641
-0.898002, 1.2289
-0.7575, 1.23069
-0.6575, 1.23196
-0.5575, 1.23323
-0.4575, 1.23451
-0.3575, 1.23579
-0.2575, 1.23707
-0.1575, 1.23836
-0.0575, 1.23964
0.0425, 1.24093
0.1425, 1.24222
0.282676, 1.24403
0.479169, 1.24656
0.754604, 1.2501
1.1407, 1.25506
1.68191, 1.262
2.44056, 1.2717
3.50399, 1.28524
4.99468, 1.3041
7.08426, 1.33027
10.0133, 1.36635
14.1192, 1.41555
19.8747, 1.48129
27.9424, 1.5657
39.2515, 1.6654
50.9543, 1.74109
66.8068, 1.79268
89.0282, 1.75948
111.25, 1.60982
133.471, 1.37078
155.693, 1.08558
177.914, 0.805777
200.135, 0.581969
222.357, 0.454621
244.578, 0.446755
266.8, 0.559792
289.021, 0.77329
311.243, 1.04864
333.464, 1.33606
355.685, 1.58357
377.907, 1.74642
400.128, 1.79517
422.35, 1.721
444.571, 1.53733
466.793, 1.27737
489.014, 0.988128
511.235, 0.721918
533.457, 0.526874
555.678, 0.438269
577.9, 0.472126
600.121, 0.622326
622.343, 0.86171
644.564, 1.14699
666.785, 1.42659
689.007, 1.64995
711.228, 1.77667
733.45, 1.78384
755.671, 1.67017
777.893, 1.4562
800.114, 1.18061
822.335, 0.893252
844.557, 0.646066
866.778, 0.48375
889, 0.435652
911.221, 0.510467
933.443, 0.694666
955.664, 0.95494
977.885, 1.24423
1000.11, 1.51022
1022.33, 1.70482
1044.55, 1.79284
1066.77, 1.75837
1088.99, 1.60764
1111.21, 1.36792
1133.44, 1.08254
1155.66, 0.803117
1177.88, 0.580177
1200.1, 0.454032
1222.32, 0.447495
1244.54, 0.561747
1266.76, 0.77613
1288.99, 1.05188
1311.21, 1.33913
1333.43, 1.58595
1355.65, 1.7477
1377.87, 1.79513
1400.09, 1.71966
1422.31, 1.53494
1444.54, 1.27438
1466.76, 0.985074
1488.98, 0.719345
1511.2, 0.525241
1533.42, 0.437857
1555.64, 0.472995
1577.86, 0.624302
1600.09, 0.864419
1622.31, 1.14993
1644.53, 1.4292
1666.75, 1.65175
1688.97, 1.77732
1711.19, 1.78322
1733.41, 1.66837
1755.64, 1.45355
1777.86, 1.1776
1800.08, 0.890406
1822.3, 0.643913
1844.52, 0.482686
1866.74, 0.435877
1888.96, 0.511948
1911.19, 0.697145
1933.41, 0.957977
1955.63, 1.24728
1977.85, 1.51274
2000.07, 1.70636
2022.29, 1.79313
2044.51, 1.75735
2066.74, 1.6055
2088.96, 1.36504
2111.18, 1.07944
2133.4, 0.800363
2155.62, 0.578258
2177.84, 0.453295
