space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-3000, -0.0504849
-2983.52, -0.050485
-2967.04, -0.0507788
-2950.56, -0.050859
-2934.08, -0.0510521
-2917.6, -0.0510971
-2901.12, -0.0513088
-2884.64, -0.0512846
-2868.17, -0.0513147
-2851.69, -0.0512582
-2835.21, -0.0512866
-2818.73, -0.0513314
-2802.25, -0.0513427
-2785.77, -0.0513733
-2769.29, -0.0511988
-2752.81, -0.0511421
-2736.33, -0.0509025
-2719.85, -0.0507799
-2703.37, -0.0504557
-2686.89, -0.0503785
-2670.41, -0.0500227
-2653.93, -0.0497843
-2637.45, -0.0498015
-2620.97, -0.0496424
-2604.5, -0.0495588
-2588.02, -0.0494239
-2571.54, -0.0493158
-2555.06, -0.0490879
-2538.58, -0.0489226
-2522.1, -0.0488523
-2505.62, -0.048768
-2489.14, -0.0485014
-2472.66, -0.0484166
-2456.18, -0.0483247
-2439.7, -0.0482517
-2423.22, -0.0480912
-2406.74, -0.0480427
-2390.26, -0.0480117
-2373.78, -0.0478985
-2357.31, -0.0477766
-2340.83, -0.0477188
-2324.35, -0.047558
-2307.87, -0.0473493
-2291.39, -0.0473453
-2274.91, -0.0470722
-2258.43, -0.0469044
-2241.95, -0.046727
-2225.47, -0.0465963
-2208.99, -0.0463017
-2192.51, -0.0459485
-2176.03, -0.0456239
-2159.55, -0.0454142
-2143.07, -0.0451874
-2126.59, -0.0448473
-2110.11, -0.044615
-2093.64, -0.044336
-2077.16, -0.0441377
-2060.68, -0.043814
-2044.2, -0.0436417
-2027.72, -0.0435167
-2011.24, -0.0433172
-1994.76, -0.0431311
-1978.28, -0.0427527
-1961.8, -0.0424258
-1945.32, -0.0421952
-1928.84, -0.0419151
-1912.36, -0.0416882
-1895.88, -0.0414065
-1879.4, -0.0411443
-1862.92, -0.04084
-1846.45, -0.0405534
-1829.97, -0.0402301
-1813.49, -0.0397546
-1797.01, -0.0392346
-1780.53, -0.0389339
-1764.05, -0.0386796
-1747.57, -0.0383341
-1731.09, -0.0380018
-1714.61, -0.0374159
-1698.13, -0.0369152
-1681.65, -0.0365424
-1665.17, -0.0361922
-1648.69, -0.0358849
-1632.21, -0.0356103
-1615.73, -0.0353349
-1599.25, -0.0352331
-1582.78, -0.0350826
-1566.3, -0.0349112
-1549.82, -0.0347216
-1533.34, -0.0345223
-1516.86, -0.0341848
-1500.38, -0.0336424
-1483.9, -0.0333173
-1467.42, -0.0328724
-1450.94, -0.0323597
-1434.46, -0.0318103
-1417.98, -0.0314084
-1401.5, -0.0309809
-1385.02, -0.0305523
-1368.54, -0.0300961
-1352.06, -0.0297187
-1335.59, -0.029432
-1319.11, -0.028973
-1302.63, -0.028605
-1286.15, -0.0281639
-1269.67, -0.0279793
-1253.19, -0.0277755
-1236.71, -0.0275664
-1220.23, -0.0273946
-1203.75, -0.0272394
-1187.27, -0.0270251
-1170.79, -0.0266762
-1154.31, -0.0264722
-1137.83, -0.0261343
-1121.35, -0.0259265
-1104.87, -0.0256294
-1088.39, -0.0254265
-1071.92, -0.025351
-1055.44, -0.0253148
-1038.96, -0.0251071
-1022.48, -0.0247836
-1006, -0.0246206
-989.519, -0.0243767
-973.039, -0.0241004
-956.56, -0.0236731
-940.081, -0.0234909
-923.601, -0.0230754
-907.122, -0.0225906
-890.643, -0.0223216
-874.163, -0.0219893
-857.684, -0.0214236
-841.205, -0.020835
-824.725, -0.0203868
-808.246, -0.0198459
-791.767, -0.019409
-775.287, -0.0191368
-758.808, -0.0188583
-742.328, -0.0183922
-725.849, -0.0183038
-709.37, -0.0180276
-692.89, -0.0175499
-676.411, -0.0172723
-659.932, -0.0168569
-643.452, -0.0164538
-626.973, -0.01608
-610.494, -0.0156573
-594.014, -0.0152785
-577.535, -0.0149451
-561.056, -0.0144905
-544.576, -0.0139423
-528.097, -0.0134434
-511.617, -0.0129277
-495.138, -0.0124134
-478.659, -0.0120658
-462.179, -0.0117603
-445.7, -0.0114347
-429.221, -0.0112484
-412.741, -0.0111816
-396.262, -0.0109704
-379.783, -0.0107962
-363.303, -0.0105675
-346.824, -0.0104169
-330.345, -0.010287
-313.865, -0.0102006
-297.386, -0.00994534
-280.907, -0.00958208
-264.427, -0.00940395
-247.948, -0.00906587
-231.468, -0.00890885
-214.989, -0.00864112
-198.51, -0.00830019
-182.03, -0.00799259
-165.551, -0.00777953
-149.072, -0.00769868
-132.592, -0.00752381
-116.113, -0.00735388
-99.6336, -0.0071282
-83.1543, -0.00684761
-66.6749, -0.00652738
-50.1956, -0.00616312
-38.4697, -0.00587796
-29.3359, -0.00566097
-20.9924, -0.00546812
-15.0556, -0.00532796
-10.8313, -0.00522406
-7.82546, -0.00514736
-5.68669, -0.00509132
-4.16485, -0.0050507
-3.082, -0.00502145
-2.31149, -0.00500053
-1.76324, -0.00498548
-1.37313, -0.00497481
-1.09555, -0.00496711
-0.898039, -0.00496167
-0.7575, -0.00495781
-0.6575, -0.00495512
-0.5575, -0.00495228
-0.4575, -0.00494958
-0.3575, -0.00494685
-0.2575, -0.00494404
-0.1575, -0.0049413
-0.0575, -0.00493844
0.0425, -0.00493568
