space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
0.1425, -0.00493293
0.283067, -0.00492897
0.480656, -0.00492352
0.758401, -0.00491584
1.14882, -0.0049049
1.69761, -0.00488962
2.46903, -0.00486801
3.55339, -0.00483758
5.07764, -0.00479472
7.22022, -0.00473458
10.232, -0.004651
14.4655, -0.00453769
20.4164, -0.00439321
28.7814, -0.00423439
37.9691, -0.00412842
49.7275, -0.00405694
66.2558, -0.00390509
82.7842, -0.00369135
99.3125, -0.00367179
115.841, -0.00366648
132.369, -0.00364027
148.898, -0.00354847
165.426, -0.00335938
181.954, -0.00307959
198.483, -0.00283684
215.011, -0.00270511
231.539, -0.00260643
248.068, -0.00241167
264.596, -0.00237256
281.124, -0.00238391
297.653, -0.00245064
314.181, -0.00256349
330.709, -0.00243109
347.238, -0.00226722
363.766, -0.00198672
380.294, -0.00166174
396.823, -0.00125236
413.351, -0.00116521
429.879, -0.00116896
446.408, -0.00101432
462.936, -0.000753123
479.464, -0.000639436
495.993, -0.000402313
512.521, -0.000213096
529.049, 3.09731e-05
545.578, 5.80092e-05
562.106, 0.000178267
578.634, 0.000374577
595.163, 0.000630758
611.691, 0.000782575
628.219, 0.000892146
644.748, 0.000851516
661.276, 0.000753891
677.804, 0.000929597
694.333, 0.00118
710.861, 0.00134814
727.389, 0.0014989
743.918, 0.0018692
760.446, 0.00203588
776.974, 0.00218619
793.503, 0.00245395
810.031, 0.00277074
826.559, 0.00278671
843.088, 0.00278085
859.616, 0.00303662
876.144, 0.00319077
892.673, 0.00323985
909.201, 0.00333466
925.729, 0.0035412
942.258, 0.00394478
958.786, 0.00422726
975.314, 0.00449025
991.843, 0.00458718
1008.37, 0.00469787
1024.9, 0.00465374
1041.43, 0.0046323
1057.96, 0.00485691
1074.48, 0.00507741
1091.01, 0.00522939
1107.54, 0.00527957
1124.07, 0.0052522
1140.6, 0.00523678
1157.13, 0.0052317
1173.65, 0.00531206
1190.18, 0.00555354
1206.71, 0.00568066
1223.24, 0.00582889
1239.77, 0.00598529
1256.3, 0.00607736
1272.82, 0.00629166
1289.35, 0.00633542
1305.88, 0.00655864
1322.41, 0.00674625
1338.94, 0.00671879
1355.47, 0.00668677
1371.99, 0.00662336
1388.52, 0.00664653
1405.05, 0.00665154
1421.58, 0.00671931
1438.11, 0.00668679
1454.64, 0.00661919
1471.16, 0.00643198
1487.69, 0.006275
1504.22, 0.00614499
1520.75, 0.00603271
1537.28, 0.005924
1553.81, 0.00560082
1570.33, 0.00526897
1586.86, 0.00498761
1603.39, 0.00480054
1619.92, 0.0047908
1636.45, 0.00497963
1652.98, 0.00481977
1669.5, 0.00469862
1686.03, 0.00468755
1702.56, 0.00463587
1719.09, 0.00461853
1735.62, 0.00440476
1752.15, 0.00421868
1768.67, 0.00392939
1785.2, 0.00369996
1801.73, 0.00355654
1818.26, 0.00355681
1834.79, 0.00347825
1851.32, 0.00357876
1867.84, 0.00372824
1884.37, 0.00388572
1900.9, 0.0041184
1917.43, 0.00430542
1933.96, 0.00446743
1950.49, 0.00468773
1967.01, 0.00509117
1983.54, 0.00543506
2000.07, 0.00559885
2016.6, 0.00562608
2033.13, 0.00563306
2049.66, 0.00582775
2066.18, 0.00621787
2082.71, 0.00643161
2099.24, 0.00686094
2115.77, 0.00714508
2132.3, 0.00775462
2148.83, 0.00820537
2165.35, 0.00865106
2181.88, 0.00925017
2198.41, 0.0096785
2214.94, 0.0103105
2231.47, 0.0110867
2248, 0.01201
2264.52, 0.0127438
2281.05, 0.013642
2297.58, 0.0146549
2314.11, 0.0157994
2330.64, 0.0168871
2347.17, 0.0181246
2363.69, 0.0195975
2380.22, 0.0211672
2396.75, 0.0226947
2413.28, 0.0243077
2429.81, 0.0261623
2446.34, 0.0283584
2462.86, 0.0305312
2479.39, 0.0330186
2495.92, 0.0357307
2512.45, 0.0386806
2528.98, 0.041955
2545.51, 0.0455885
2562.03, 0.0493494
2578.56, 0.0534489
2595.09, 0.0578201
2611.62, 0.0625623
2628.15, 0.0678054
2644.68, 0.0734821
2661.2, 0.0797184
2677.73, 0.0863686
2694.26, 0.093474
2710.79, 0.101202
2727.32, 0.109722
2743.85, 0.119164
2760.37, 0.129497
2776.9, 0.140744
2793.43, 0.152777
2809.96, 0.165895
2826.49, 0.180449
2843.02, 0.196438
2859.54, 0.214469
2876.07, 0.234077
2892.6, 0.255631


