space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-5.67876, -1.00358
-4.16014, -1.01554
-3.07928, -1.02409
-2.30999, -1.03019
-1.76246, -1.03455
-1.37277, -1.03765
-1.09541, -1.03986
-0.898002, -1.04144
-0.7575, -1.04256
-0.6575, -1.04336
-0.5575, -1.04416
-0.4575, -1.04496
-0.3575, -1.04576
-0.2575, -1.04656
-0.1575, -1.04736
-0.0575, -1.04816
0.0425, -1.04896
0.1425, -1.04976
0.282676, -1.05088
0.479169, -1.05245
0.754604, -1.05464
1.1407, -1.05769
1.68191, -1.06195
2.44056, -1.06788
3.50399, -1.07608
4.99468, -1.0874
7.08426, -1.10288
10.0133, -1.12384
14.1192, -1.1517
19.8747, -1.18774
27.9424, -1.23212
39.2515, -1.28184
50.9543, -1.3173
66.8068, -1.33869
89.0282, -1.31624
111.25, -1.23359
133.471, -1.09454
155.693, -0.905443
177.914, -0.674941
200.135, -0.413576
222.357, -0.133301
244.578, 0.153069
266.8, 0.432436
289.021, 0.692028
311.243, 0.919973
333.464, 1.10585
355.685, 1.24115
377.907, 1.3197
400.128, 1.3379
422.35, 1.29492
444.571, 1.19272
466.793, 1.03598
489.014, 0.831865
511.235, 0.589708
533.457, 0.320584
555.678, 0.0367993
577.9, -0.24867
600.121, -0.52277
622.343, -0.772966
644.564, -0.987818
666.785, -1.1575
689.007, -1.27425
711.228, -1.33274
733.45, -1.33028
755.671, -1.26699
777.893, -1.14577
800.114, -0.972157
822.335, -0.754089
844.557, -0.501539
866.778, -0.226055
889, 0.0597642
911.221, 0.342849
933.443, 0.610256
955.664, 0.849755
977.885, 1.0504
1000.11, 1.203
1022.33, 1.3006
1044.55, 1.33872
1066.77, 1.31562
1088.99, 1.23236
1111.21, 1.09275
1133.44, 0.903166
1155.66, 0.672282
1177.88, 0.410655
1200.1, 0.130249
1222.32, -0.156114
1244.54, -0.435339
1266.76, -0.694656
1288.99, -0.92221
1311.21, -1.10759
1333.43, -1.24233
1355.65, -1.32025
1377.87, -1.33781
1400.09, -1.29419
1422.31, -1.19139
1444.54, -1.03411
1466.76, -0.829537
1488.98, -0.587036
1511.2, -0.317691
1533.42, -0.0338195
1555.64, 0.251599
1577.86, 0.525513
1600.09, 0.775396
1622.31, 0.989822
1644.53, 1.15899
1666.75, 1.27515
1688.97, 1.33301
1711.19, 1.32991
1733.41, 1.26599
1755.64, 1.14419
1777.86, 0.970064
1800.08, 0.75158
1822.3, 0.498727
1844.52, 0.22307
1866.74, -0.0627877
1888.96, -0.345773
1911.19, -0.612947
1933.41, -0.852091
1955.63, -1.05227
1977.85, -1.20433
2000.07, -1.30132
2022.29, -1.3388
2044.51, -1.31506
2066.74, -1.23118
2088.96, -1.091
2111.18, -0.900933
2133.4, -0.669666
2155.62, -0.407776
2177.84, -0.127237
2200.06, 0.15912
2222.29, 0.438203
2244.51, 0.697248
2266.73, 0.924411
2288.95, 1.1093
2311.17, 1.24347
2333.39, 1.32078
2355.61, 1.33769
2377.84, 1.29343
2400.06, 1.19003
2422.28, 1.03222
2444.5, 0.827198
2466.72, 0.584356
2488.94, 0.314794
2511.16, 0.030838
2533.39, -0.254526
2555.61, -0.52825
2577.83, -0.777816
2600.05, -0.991813
2622.27, -1.16045
2644.49, -1.27603
2666.71, -1.33325
2688.94, -1.32951
2711.16, -1.26496
2733.38, -1.14257
2755.6, -0.967936
2777.82, -0.749035
2800.04, -0.495879
2822.26, -0.220047
2844.49, 0.0658498
2866.71, 0.348737
2888.93, 0.615678


