space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-3000, 0.560922
-2977.94, 0.707447
-2955.89, 0.822101
-2933.83, 0.899717
-2911.77, 0.936799
-2889.71, 0.931677
-2867.66, 0.88458
-2845.6, 0.797631
-2823.54, 0.674747
-2801.49, 0.521465
-2779.43, 0.34469
-2757.37, 0.152388
-2735.32, -0.0467792
-2713.26, -0.243836
-2691.2, -0.429907
-2669.14, -0.596606
-2647.09, -0.736425
-2625.03, -0.843064
-2602.97, -0.911717
-2580.92, -0.939293
-2558.86, -0.924548
-2536.8, -0.868147
-2514.75, -0.772632
-2492.69, -0.642304
-2470.63, -0.483038
-2448.57, -0.302007
-2426.52, -0.107368
-2404.46, 0.09211
-2382.4, 0.287439
-2360.35, 0.469819
-2338.29, 0.631033
-2316.23, 0.763818
-2294.17, 0.862191
-2272.12, 0.92172
-2250.06, 0.939723
-2228, 0.915388
-2205.95, 0.849814
-2183.89, 0.745952
-2161.83, 0.608484
-2139.78, 0.443602
-2117.72, 0.258735
-2095.66, 0.0622112
-2073.6, -0.137114
-2051.55, -0.330261
-2029.49, -0.508527
-2007.43, -0.663882
-1985.38, -0.789325
-1963.32, -0.879206
-1941.26, -0.929474
-1919.21, -0.937865
-1897.15, -0.904001
-1875.09, -0.829407
-1853.03, -0.717445
-1830.98, -0.573159
-1808.92, -0.40305
-1786.86, -0.214781
-1764.81, -0.0168351
-1742.75, 0.18187
-1720.69, 0.372381
-1698.63, 0.546115
-1676.58, 0.695245
-1654.52, 0.813052
-1632.46, 0.894227
-1610.41, 0.935114
-1588.35, 0.93387
-1566.29, 0.890552
-1544.24, 0.80711
-1522.18, 0.687306
-1500.12, 0.536535
-1478.06, 0.361591
-1456.01, 0.170356
-1433.95, -0.0285552
-1411.89, -0.22618
-1389.84, -0.413615
-1367.78, -0.582415
-1345.72, -0.724976
-1323.67, -0.834873
-1301.61, -0.907158
-1279.55, -0.938571
-1257.49, -0.927699
-1235.44, -0.875031
-1213.38, -0.782941
-1191.32, -0.655576
-1169.27, -0.498676
-1147.21, -0.319309
-1125.15, -0.125557
-1103.09, 0.0738512
-1081.04, 0.269931
-1058.98, 0.453848
-1036.92, 0.617317
-1014.87, 0.752972
-992.81, 0.854702
-970.753, 0.917923
-948.696, 0.939787
-926.639, 0.919309
-904.582, 0.857411
-882.525, 0.756882
-860.467, 0.622251
-838.41, 0.459585
-816.353, 0.276211
-794.296, 0.0803908
-772.239, -0.119052
-750.182, -0.313133
-728.125, -0.493107
-706.068, -0.650866
-684.011, -0.779302
-661.954, -0.872629
-639.897, -0.926642
-617.84, -0.938908
-595.783, -0.908874
-573.726, -0.837893
-551.669, -0.729163
-529.612, -0.587583
-507.555, -0.419531
-485.498, -0.23258
-463.441, -0.0351511
-441.384, 0.163859
-419.327, 0.355486
-397.27, 0.531095
-375.213, 0.682774
-353.156, 0.80369
-331.099, 0.888395
-309.042, 0.933073
-286.985, 0.93571
-264.927, 0.896189
-242.87, 0.816289
-220.813, 0.69961
-198.756, 0.551409
-176.699, 0.378364
-154.642, 0.18827
-132.585, -0.0103077
-110.528, -0.208422
-88.4712, -0.397149
-66.4142, -0.567983
-50, -0.678508
-38.3175, -0.760101
-29.2553, -0.825272
-20.9404, -0.886636
-15.0224, -0.931297
-10.8103, -0.963605
-7.81245, -0.986872
