space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
-8.74895, -0.585862
-8.64905, -0.585072
-8.54914, -0.58411
-8.44924, -0.583041
-8.34934, -0.582053
-8.24943, -0.581083
-8.14953, -0.580239
-8.04963, -0.579476
-7.94973, -0.578617
-7.84982, -0.577739
-7.74992, -0.576832
-7.65002, -0.575896
-7.55011, -0.574872
-7.45021, -0.573785
-7.35031, -0.572915
-7.25041, -0.572219
-7.1505, -0.571444
-7.0506, -0.570524
-6.9507, -0.569484
-6.8508, -0.568534
-6.75089, -0.567593
-6.65099, -0.566581
-6.55109, -0.565674
-6.45118, -0.564855
-6.35128, -0.56405
-6.25138, -0.563237
-6.15148, -0.562272
-6.05157, -0.561226
-5.95167, -0.560149
-5.85177, -0.559145
-5.75186, -0.558362
-5.65196, -0.557617
-5.55206, -0.556746
-5.45216, -0.555774
-5.35225, -0.554808
-5.25235, -0.553901
-5.15245, -0.552868
-5.05254, -0.551785
-4.95264, -0.550908
-4.85274, -0.550123
-4.75284, -0.549373
-4.65293, -0.548478
-4.55303, -0.547413
-4.45313, -0.546379
-4.35322, -0.545352
-4.25332, -0.544399
-4.15342, -0.543587
-4.05352, -0.542734
-3.95361, -0.541857
-3.85371, -0.540938
-3.75381, -0.540004
-3.6539, -0.539013
-3.554, -0.53788
-3.4541, -0.536855
-3.3542, -0.536062
-3.25429, -0.535314
-3.15439, -0.534464
-3.05449, -0.533432
-2.95458, -0.532418
-2.85468, -0.531477
-2.75478, -0.530432
-2.65488, -0.529437
-2.55497, -0.528537
-2.45507, -0.527697
-2.35517, -0.526894
-2.25527, -0.52599
-2.15536, -0.524964
-2.05546, -0.523875
-1.95556, -0.522753
-1.85565, -0.521841
-1.75575, -0.521066
-1.65585, -0.520241
-1.55595, -0.519294
-1.45604, -0.518284
-1.35614, -0.517359
-1.25624, -0.516368
-1.15633, -0.515237
-1.05643, -0.514233
-0.956528, -0.513355
-0.856625, -0.512766
-0.756723, -0.511517
-0.65682, -0.510704
-0.556917, -0.509393
-0.457014, -0.508758
-0.357111, -0.507951
-0.257208, -0.506707
-0.157306, -0.505905
-0.0574028, -0.50461
0.0425, -0.504128
0.142403, -0.503419
0.282451, -0.501678
0.478777, -0.499559
0.753995, -0.497171
1.13981, -0.493392
1.68066, -0.488171
2.43884, -0.480818
3.5017, -0.470468
4.99166, -0.45583
7.08035, -0.435105
10.0084, -0.405653
14.113, -0.363641
19.8671, -0.303464
27.9333, -0.217004
39.241, -0.0928497
50.9551, 0.0373203
66.8067, 0.212458
89.0281, 0.446809
111.25, 0.653758
133.471, 0.820614
155.692, 0.937143
177.914, 0.9962
200.135, 0.994162
222.357, 0.931153
244.578, 0.81104
266.8, 0.641187
289.021, 0.432012
311.242, 0.196342
333.464, -0.0513692
355.685, -0.29593
377.907, -0.522343
400.128, -0.716721
422.35, -0.867145
444.571, -0.964389
466.792, -1.00249
489.014, -0.979109
511.235, -0.895683
533.457, -0.757327
555.678, -0.572526
577.9, -0.352613
600.121, -0.111076
622.342, 0.137274
644.564, 0.377204
666.785, 0.594002
689.007, 0.77437
711.228, 0.907248
733.45, 0.984487
755.671, 1.00135
777.892, 0.956801
800.114, 0.853574
822.335, 0.697999
844.557, 0.499618
866.778, 0.270596
889, 0.024979
911.221, -0.22217
933.443, -0.455694
955.664, -0.661272
977.885, -0.826295
1000.11, -0.940644
1022.33, -0.997305
1044.55, -0.992804
1066.77, -0.927417
1088.99, -0.805154
1111.21, -0.633512
1133.44, -0.423019
1155.66, -0.186583
1177.88, 0.0612951
1200.1, 0.305414
1222.32, 0.530803
1244.54, 0.723639
1266.76, 0.872096
1288.99, 0.967068
1311.21, 1.00273
1333.43, 0.976903
1355.65, 0.891161
1377.87, 0.750766
1400.09, 0.564329
1422.31, 0.343282
1444.54, 0.101183
1466.76, -0.147122
1488.98, -0.386404
1511.2, -0.601988
1533.42, -0.780655
1555.64, -0.911446
1577.86, -0.98634
1600.09, -1.00074
1622.31, -0.953775
1644.53, -0.848313
1666.75, -0.690826
1688.97, -0.490972
1711.19, -0.261009
1733.41, -0.015038
1755.64, 0.231855
1777.86, 0.464529
1800.08, 0.668714
1822.3, 0.831889
1844.52, 0.944046
1866.74, 0.998307
1888.96, 0.991344
1911.19, 0.923584
1933.41, 0.799183
1955.63, 0.62577
1977.85, 0.41398
2000.07, 0.176801
2022.29, -0.0712199
2044.51, -0.314873
2066.74, -0.539216
2088.96, -0.73049
2111.18, -0.876965
2133.4, -0.969657
2155.62, -1.00288
2177.84, -0.974604
2200.06, -0.886555
2222.29, -0.744135
2244.51, -0.55608
2266.73, -0.333921
2288.95, -0.0912838
2311.17, 0.156952
2333.39, 0.395562
2355.61, 0.609914
2377.84, 0.78686
2400.06, 0.915551
2422.28, 0.988093
2444.5, 1.00004
2466.72, 0.950653
2488.94, 0.842966
2511.16, 0.683583
2533.39, 0.482277
2555.61, 0.251394
2577.83, 0.00509399
2600.05, -0.241518
2622.27, -0.473319
2644.49, -0.676092
2666.71, -0.837401
2688.94, -0.947355
2711.16, -0.99921
2733.38, -0.989785
2755.6, -0.919659
2777.82, -0.793132
2800.04, -0.617964
2822.26, -0.404898
2844.49, -0.167001
2866.71, 0.0811391
2888.93, 0.324303


