space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Re(Ey)
-3000, -0.489625
-2977.86, -0.688064
-2955.72, -0.844623
-2933.59, -0.949774
-2911.45, -0.997116
-2889.31, -0.983768
-2867.17, -0.910542
-2845.04, -0.781895
-2822.9, -0.605658
-2800.76, -0.392557
-2778.62, -0.155562
-2756.49, 0.0909008
-2734.35, 0.331831
-2712.21, 0.552565
-2690.07, 0.739666
-2667.94, 0.881747
-2645.8, 0.97016
-2623.66, 0.999524
-2601.52, 0.968052
-2579.39, 0.877658
-2557.25, 0.733846
-2535.11, 0.545367
-2512.97, 0.323694
-2490.84, 0.0823203
-2468.7, -0.164064
-2446.56, -0.400463
-2424.42, -0.612487
-2402.29, -0.787232
-2380.15, -0.914062
-2358.01, -0.985256
-2335.87, -0.996482
-2313.74, -0.947057
-2291.6, -0.839988
-2269.46, -0.681793
-2247.32, -0.4821
-2225.19, -0.253064
-2203.05, -0.00862499
-2180.91, 0.236339
-2158.77, 0.466918
-2136.64, 0.669078
-2114.5, 0.830515
-2092.36, 0.941401
-2070.22, 0.994989
-2048.08, 0.988016
-2025.95, 0.920907
-2003.81, 0.797746
-1981.67, 0.62603
-1959.53, 0.416211
-1937.4, 0.181058
-1915.26, -0.0651147
-1893.12, -0.307324
-1870.98, -0.530828
-1848.85, -0.722023
-1826.71, -0.869272
-1804.57, -0.963612
-1782.43, -0.999301
-1760.3, -0.974167
-1738.16, -0.88974
-1716.02, -0.751158
-1693.88, -0.566856
-1671.75, -0.348053
-1649.61, -0.108065
-1627.47, 0.138501
-1605.33, 0.376636
-1583.2, 0.591847
-1561.06, 0.771035
-1538.92, 0.903294
-1516.78, 0.980573
-1494.65, 0.998168
-1472.51, 0.95501
-1450.37, 0.853724
-1428.23, 0.700476
-1406.1, 0.504592
-1383.96, 0.277997
-1361.82, 0.0344809
-1339.68, -0.211134
-1317.55, -0.443898
-1295.41, -0.649644
-1273.27, -0.815849
-1251.13, -0.932398
-1229, -0.992195
-1206.86, -0.991602
-1184.72, -0.930654
-1162.58, -0.813062
-1140.44, -0.645983
-1118.31, -0.439585
-1096.17, -0.206432
-1074.03, 0.0392855
-1051.89, 0.282612
-1029.76, 0.508737
-1007.62, 0.703897
-985.482, 0.856214
-963.344, 0.956417
-941.207, 0.998407
-919.069, 0.979628
-896.932, 0.901224
-874.794, 0.767966
-852.656, 0.587965
-830.519, 0.372177
-808.381, 0.133736
-786.244, -0.112845
-764.106, -0.352558
-741.969, -0.570812
-719.831, -0.754324
-697.694, -0.891923
-675.556, -0.975235
-653.418, -0.999189
-631.281, -0.962326
-609.143, -0.866892
-587.006, -0.718693
-564.868, -0.526751
-542.731, -0.302748
-520.593, -0.0603187
-498.455, 0.185782
-476.318, 0.420575
-454.18, 0.629769
-432.043, 0.800633
-409.905, 0.922764
-387.768, 0.988731
-365.63, 0.994519
-343.493, 0.939774
-321.355, 0.827829
-299.217, 0.665497
-277.08, 0.46266
-254.942, 0.231663
-232.805, -0.013435
-210.667, -0.257715
-188.53, -0.48631
-166.392, -0.685305
-144.254, -0.842589
-122.117, -0.948588
-99.9794, -0.996851
-84.1839, -0.994195
-72.9136, -0.973471
-63.8874, -0.945797
-55.8459, -0.91308
-50.1081, -0.885253
-46.0142, -0.863186
-43.093, -0.846343
-41.0088, -0.833776
-39.5216, -0.824535
-38.4605, -0.817803
-37.7034, -0.812929
-37.1632, -0.809416
-36.7778, -0.806892
-36.5027, -0.805082
-36.3065, -0.803786
-17.1408, -0.658662
-17.0409, -0.65779
-16.941, -0.656864
-16.8411, -0.655958
-16.7412, -0.655265
-16.6413, -0.654623
-16.5414, -0.653836
-16.4415, -0.652929
-16.3416, -0.651904
-16.2417, -0.650955
-16.1418, -0.650119
-16.0419, -0.649332
-15.942, -0.648636
-15.842, -0.647864
-15.7421, -0.646973
-15.6422, -0.646126
-15.5423, -0.645228
-15.4424, -0.644278
-15.3425, -0.643312
-15.2426, -0.642483
-15.1427, -0.641862
-15.0428, -0.641144
-14.9429, -0.640244
-14.843, -0.639278
-14.7431, -0.638342
-14.6432, -0.63748
-14.5433, -0.636569
-14.4434, -0.635706
-14.3435, -0.634988
-14.2436, -0.634225
-14.1437, -0.633429
-14.0438, -0.632532
-13.9439, -0.631504
-13.844, -0.630507
-13.7441, -0.629603
-13.6442, -0.628868
-13.5443, -0.628221
-13.4444, -0.627382
-13.3445, -0.626441
-13.2446, -0.625519
-13.1447, -0.624635
-13.0448, -0.623701
-12.9449, -0.622699
-12.845, -0.621868
-12.7451, -0.621199
-12.6452, -0.620461
-12.5453, -0.619609
-12.4454, -0.618596
-12.3455, -0.617563
-12.2455, -0.616645
-12.1456, -0.61576
-12.0457, -0.615013
-11.9458, -0.614262
-11.8459, -0.613389
-11.746, -0.612513
-11.6461, -0.611612
-11.5462, -0.610664
-11.4463, -0.60965
-11.3464, -0.608675
-11.2465, -0.607959
-11.1466, -0.607275
-11.0467, -0.606437
-10.9468, -0.605467
-10.8469, -0.604475
-10.747, -0.603579
-10.6471, -0.602648
-10.5472, -0.601692
-10.4473, -0.600885
-10.3474, -0.600108
-10.2475, -0.59932
-10.1476, -0.59847
-10.0477, -0.597465
-9.94778, -0.596422
-9.84788, -0.595404
-9.74798, -0.594543
-9.64807, -0.593857
-9.54817, -0.59309
-9.44827, -0.592163
-9.34837, -0.591202
-9.24846, -0.590277
-9.14856, -0.589366
-9.04866, -0.588317
-8.94875, -0.587347
-8.84885, -0.586588
