space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=5.63798e-07(m) 

x(nm), Abs(E)^2
-3000, 0.9991
-2977.95, 0.998703
-2955.89, 0.998499
-2933.84, 0.998539
-2911.79, 0.998812
-2889.73, 0.999255
-2867.68, 0.999761
-2845.63, 1.00021
-2823.57, 1.00049
-2801.52, 1.00055
-2779.47, 1.00036
-2757.41, 0.999976
-2735.36, 0.999485
-2713.31, 0.999003
-2691.25, 0.998643
-2669.2, 0.998489
-2647.15, 0.998572
-2625.09, 0.998866
-2603.04, 0.999294
-2580.99, 0.999745
-2558.93, 1.0001
-2536.88, 1.00027
-2514.83, 1.0002
-2492.78, 0.999906
-2470.72, 0.999444
-2448.67, 0.998923
-2426.62, 0.998467
-2404.56, 0.998185
-2382.51, 0.998151
-2360.46, 0.998383
-2338.4, 0.998836
-2316.35, 0.999419
-2294.3, 1.00001
-2272.24, 1.00048
-2250.19, 1.00075
-2228.14, 1.00075
-2206.08, 1.00052
-2184.03, 1.0001
-2161.98, 0.999611
-2139.92, 0.999169
-2117.87, 0.998874
-2095.82, 0.998789
-2073.76, 0.998919
-2051.71, 0.999216
-2029.66, 0.999589
-2007.6, 0.999924
-1985.55, 1.00012
-1963.5, 1.0001
-1941.44, 0.999861
-1919.39, 0.999429
-1897.34, 0.998899
-1875.28, 0.998388
-1853.23, 0.998018
-1831.18, 0.99788
-1809.12, 0.99802
-1787.07, 0.998421
-1765.02, 0.999009
-1742.96, 0.99967
-1720.91, 1.00027
-1698.86, 1.0007
-1676.8, 1.00089
-1654.75, 1.0008
-1632.7, 1.00048
-1610.65, 1.00003
-1588.59, 0.999552
-1566.54, 0.999165
-1544.49, 0.998953
-1522.43, 0.998954
-1500.38, 0.99915
-1478.33, 0.99947
-1456.27, 0.999809
-1434.22, 1.00006
-1412.17, 1.00013
-1390.11, 0.999986
-1368.06, 0.999628
-1346.01, 0.999127
-1323.95, 0.998588
-1301.9, 0.998134
-1279.85, 0.997873
-1257.79, 0.997876
-1235.74, 0.998153
-1213.69, 0.998659
-1191.63, 0.999296
-1169.58, 0.999939
-1147.53, 1.00046
-1125.47, 1.00076
-1103.42, 1.0008
-1081.37, 1.00058
-1059.31, 1.00018
-1037.26, 0.999694
-1015.21, 0.999251
-993.154, 0.998952
-971.101, 0.998861
-949.047, 0.998989
-926.994, 0.999287
-904.941, 0.999666
-882.888, 1.00001
-860.834, 1.00022
-838.781, 1.00023
-816.728, 1
-794.675, 0.999587
-772.621, 0.999068
-750.568, 0.998561
-728.515, 0.998184
-706.462, 0.998026
-684.408, 0.998133
-662.355, 0.998486
-640.302, 0.999014
-618.249, 0.999606
-596.195, 1.00014
-574.142, 1.00049
-552.089, 1.0006
-530.036, 1.00046
-507.982, 1.0001
-485.929, 0.999619
-463.876, 0.999139
-441.823, 0.998775
-419.769, 0.998612
-397.716, 0.998687
-375.663, 0.998977
-353.61, 0.999409
-331.556, 0.999872
-309.503, 1.00025
-287.45, 1.00045
-265.397, 1.00041
-243.343, 1.00014
-221.29, 0.999704
-199.237, 0.999197
-177.184, 0.998738
-155.13, 0.998434
-133.077, 0.998357
-111.024, 0.998523
-88.9705, 0.998891
-66.9173, 0.999369
-51.1772, 0.999494
-39.651, 0.99921
-28.4169, 0.998607
-20.3988, 0.997967
-14.6761, 0.997397
-10.5916, 0.996952
-7.67635, 0.996603
-5.59568, 0.997042
-4.11065, 0.997695
-3.05074, 0.998339
-2.29425, 0.998878
-1.75432, 0.999323
-1.36896, 0.999663
-1.09392, 0.999913
-0.897609, 1.00009
-0.7575, 1.00024
-0.6575, 1.00032
-0.5575, 1.00043
-0.4575, 1.00052
-0.3575, 1.00063
-0.2575, 1.00073
-0.1575, 1.00084
-0.0575, 1.00094
0.0425, 1.00105
0.1425, 1.00116
0.282676, 1.0013
0.479169, 1.00151
0.754604, 1.00181
1.1407, 1.00222
1.68191, 1.0028
2.44056, 1.00361
3.50399, 1.00472
4.99468, 1.00629
7.08426, 1.00847
10.0133, 1.01145
14.1192, 1.01552
19.8747, 1.02089
27.9424, 1.02765
39.2515, 1.03527
50.9543, 1.04047
66.8068, 1.04267
89.0282, 1.03666
111.25, 1.02187
133.471, 1.00186
155.693, 0.981489
177.914, 0.965669
200.135, 0.958226
222.357, 0.960957
244.578, 0.973202
266.8, 0.991996
289.021, 1.0128
311.243, 1.03057
333.464, 1.04102
355.685, 1.04162
377.907, 1.03221
400.128, 1.01506
422.35, 0.994309
444.571, 0.974977
466.793, 0.961734
489.014, 0.957785
511.235, 0.964094
533.457, 0.979148
555.678, 0.999326
577.9, 1.01977
600.121, 1.03555
622.343, 1.04287
644.564, 1.03997
666.785, 1.02756
689.007, 1.00865
711.228, 0.987786
733.45, 0.970015
755.671, 0.959614
777.893, 0.959083
800.114, 0.968529
822.335, 0.985652
844.557, 1.00629
866.778, 1.02544
889, 1.03846
911.221, 1.04219
933.443, 1.03571
955.664, 1.02058
977.885, 1.00046
1000.11, 0.980222
1022.33, 0.964755
1044.55, 0.957819
1066.77, 0.961111
1088.99, 0.973861
1111.21, 0.993017
1133.44, 1.01398
1155.66, 1.03171
1177.88, 1.04194
1200.1, 1.04222
1222.32, 1.0325
1244.54, 1.01511
1266.76, 0.994269
1288.99, 0.974985
1311.21, 0.961903
1333.43, 0.95816
1355.65, 0.96463
1377.87, 0.979724
1400.09, 0.999764
1422.31, 1.01988
1444.54, 1.03519
1466.76, 1.04198
1488.98, 1.03859
1511.2, 1.02583
1533.42, 1.00679
1555.64, 0.986075
1577.86, 0.968704
1600.09, 0.958893
1622.31, 0.959039
1644.53, 0.969137
1666.75, 0.986776
1688.97, 1.00772
1711.19, 1.02695
1733.41, 1.03983
1755.64, 1.04327
1777.86, 1.03645
1800.08, 1.02101
1822.3, 1.00069
1844.52, 0.980382
1866.74, 0.964969
1888.96, 0.958155
1911.19, 0.96156
1933.41, 0.974336
1955.63, 0.993368
1977.85, 1.01404
2000.07, 1.03133
2022.29, 1.04104
2044.51, 1.04083
2066.74, 1.03074
2088.96, 1.0132
2111.18, 0.992456
2133.4, 0.973539
2155.62, 0.961029
2177.84, 0.95797
2200.06, 0.96512
2222.29, 0.980777
2244.51, 1.00117
2266.73, 1.02141
2288.95, 1.0366
2311.17, 1.04309
2333.39, 1.03932
2355.61, 1.0262
2377.84, 1.0069
2400.06, 0.986059
2422.28, 0.968714
2444.5, 0.959037
2466.72, 0.95935
2488.94, 0.969566
2511.16, 0.987201
2533.39, 1.00799
2555.61, 1.02689
2577.83, 1.03934
2600.05, 1.04233
2622.27, 1.03514
2644.49, 1.0195
2666.71, 0.999194
2688.94, 0.97914
2711.16, 0.964186
2733.38, 0.957952
2755.6, 0.961947
2777.82, 0.975216
2800.04, 0.994551
2822.26, 1.01529
2844.49, 1.03241
2866.71, 1.04179
2888.93, 1.04115


