space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-3000, 0.67058
-2977.82, 0.670372
-2955.64, 0.670242
-2933.46, 0.670213
-2911.28, 0.670288
-2889.1, 0.670453
-2866.92, 0.670677
-2844.74, 0.670919
-2822.56, 0.671134
-2800.38, 0.671283
-2778.2, 0.671338
-2756.01, 0.67129
-2733.83, 0.671147
-2711.65, 0.670935
-2689.47, 0.670692
-2667.29, 0.670464
-2645.11, 0.67029
-2622.93, 0.670202
-2600.75, 0.670217
-2578.57, 0.67033
-2556.39, 0.670522
-2534.21, 0.670758
-2512.03, 0.670996
-2489.85, 0.671192
-2467.67, 0.671311
-2445.49, 0.671333
-2423.31, 0.671252
-2401.13, 0.671084
-2378.95, 0.670858
-2356.77, 0.670614
-2334.59, 0.670397
-2312.41, 0.670244
-2290.23, 0.670184
-2268.04, 0.670225
-2245.86, 0.670362
-2223.68, 0.670569
-2201.5, 0.67081
-2179.32, 0.671041
-2157.14, 0.671219
-2134.96, 0.671315
-2112.78, 0.67131
-2090.6, 0.671204
-2068.42, 0.671018
-2046.24, 0.670786
-2024.06, 0.670549
-2001.88, 0.67035
-1979.7, 0.670225
-1957.52, 0.670198
-1935.34, 0.670272
-1913.16, 0.670435
-1890.98, 0.670657
-1868.8, 0.670899
-1846.62, 0.671117
-1824.44, 0.671272
-1802.26, 0.671336
-1780.07, 0.671297
-1757.89, 0.671162
-1735.71, 0.670956
-1713.53, 0.670716
-1691.35, 0.670484
-1669.17, 0.670304
-1646.99, 0.670208
-1624.81, 0.670211
-1602.63, 0.670315
-1580.45, 0.670501
-1558.27, 0.670734
-1536.09, 0.670973
-1513.91, 0.671175
-1491.73, 0.671303
-1469.55, 0.671335
-1447.37, 0.671263
-1425.19, 0.671101
-1403.01, 0.670878
-1380.83, 0.670632
-1358.65, 0.67041
-1336.47, 0.67025
-1314.29, 0.670181
-1292.1, 0.670214
-1269.92, 0.670345
-1247.74, 0.670548
-1225.56, 0.670788
-1203.38, 0.671021
-1181.2, 0.671205
-1159.02, 0.671308
-1136.84, 0.67131
-1114.66, 0.671213
-1092.48, 0.671033
-1070.3, 0.670804
