space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-3000, 0.996563
-2977.95, 0.996286
-2955.89, 0.996121
-2933.84, 0.996094
-2911.79, 0.996211
-2889.73, 0.996449
-2867.68, 0.996765
-2845.63, 0.997103
-2823.57, 0.997402
-2801.52, 0.997606
-2779.47, 0.997679
-2757.41, 0.997607
-2735.36, 0.9974
-2713.31, 0.997095
-2691.25, 0.996745
-2669.2, 0.996413
-2647.15, 0.996158
-2625.09, 0.996028
-2603.04, 0.996048
-2580.99, 0.996219
-2558.93, 0.996517
-2536.88, 0.996893
-2514.83, 0.997288
-2492.78, 0.99764
-2470.72, 0.997895
-2448.67, 0.998015
-2426.62, 0.997988
-2404.56, 0.997826
-2382.51, 0.997564
-2360.46, 0.997253
-2338.4, 0.99695
-2316.35, 0.996711
-2294.3, 0.996577
-2272.24, 0.996565
-2250.19, 0.996671
-2228.14, 0.996867
-2206.08, 0.997106
-2184.03, 0.997334
-2161.98, 0.997494
-2139.92, 0.997543
-2117.87, 0.997459
-2095.82, 0.997243
-2073.76, 0.99692
-2051.71, 0.996539
-2029.66, 0.99616
-2007.6, 0.995847
-1985.55, 0.995653
-1963.5, 0.995618
-1941.44, 0.995752
-1919.39, 0.996043
-1897.34, 0.996451
-1875.28, 0.996919
-1853.23, 0.997381
-1831.18, 0.997773
-1809.12, 0.998044
-1787.07, 0.998164
-1765.02, 0.998129
-1742.96, 0.99796
-1720.91, 0.997698
-1698.86, 0.9974
-1676.8, 0.997123
-1654.75, 0.996918
-1632.7, 0.996816
-1610.65, 0.996829
-1588.59, 0.996944
-1566.54, 0.997124
-1544.49, 0.997321
-1522.43, 0.99748
-1500.38, 0.997553
-1478.33, 0.997507
-1456.27, 0.99733
-1434.22, 0.997036
-1412.17, 0.996662
-1390.11, 0.996262
-1368.06, 0.995899
-1346.01, 0.995634
-1323.95, 0.995512
-1301.9, 0.99556
-1279.85, 0.995776
-1257.79, 0.996135
-1235.74, 0.996585
