space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
-1213.69, 0.997065
-1191.63, 0.997505
-1169.58, 0.997848
-1147.53, 0.998051
-1125.47, 0.998096
-1103.42, 0.99799
-1081.37, 0.997767
-1059.31, 0.997476
-1037.26, 0.997178
-1015.21, 0.996929
-993.154, 0.996773
-971.101, 0.996735
-949.047, 0.996815
-926.994, 0.996988
-904.941, 0.997213
-882.888, 0.997434
-860.834, 0.997599
-838.781, 0.997662
-816.728, 0.997597
-794.675, 0.997403
-772.621, 0.997101
-750.568, 0.996734
-728.515, 0.996361
-706.462, 0.996042
-684.408, 0.995831
-662.355, 0.995765
-640.302, 0.995859
-618.249, 0.9961
-596.195, 0.996451
-574.142, 0.996858
-552.089, 0.997257
-530.036, 0.997585
-507.982, 0.997794
-485.929, 0.997855
-463.876, 0.997765
-441.823, 0.997548
-419.769, 0.997247
-397.716, 0.996922
-375.663, 0.996633
-353.61, 0.996434
-331.556, 0.996361
-309.503, 0.996426
-287.45, 0.996618
-265.397, 0.996902
-243.343, 0.997224
-221.29, 0.997522
-199.237, 0.997747
-177.184, 0.997852
-155.13, 0.997819
-133.077, 0.997653
-111.024, 0.997379
-88.9705, 0.997049
-66.9173, 0.996717
-51.1772, 0.996389
-39.651, 0.995988
-28.4169, 0.995453
-20.3988, 0.994988
-14.6761, 0.994609
-10.5916, 0.994322
-7.67635, 0.994105
-5.59568, 0.995177
-4.11065, 0.996557
-3.05074, 0.997866
-2.29425, 0.998957
-1.75432, 0.999817
-1.36896, 1.00048
-1.09392, 1.00097
-0.897609, 1.00133
-0.7575, 1.00159
-0.6575, 1.00178
-0.5575, 1.00198
-0.4575, 1.00218
-0.3575, 1.00237
-0.2575, 1.00257
-0.1575, 1.00278
-0.0575, 1.00298
0.0425, 1.00319
0.1425, 1.0034
0.282676, 1.00368
0.479169, 1.00409
0.754604, 1.00467
1.1407, 1.00546
1.68191, 1.00658
2.44056, 1.00815
3.50399, 1.01035
4.99468, 1.01341
7.08426, 1.01769
10.0133, 1.02364
14.1192, 1.03183
19.8747, 1.04294
27.9424, 1.05757
39.2515, 1.0756
50.9543, 1.09044
66.8068, 1.10313
89.0282, 1.10501
111.25, 1.08836
133.471, 1.05618
155.693, 1.0143
177.914, 0.970291
200.135, 0.932113
222.357, 0.906674
244.578, 0.898576
266.8, 0.909289
289.021, 0.936879
311.243, 0.976361
333.464, 1.0206
355.685, 1.06159
377.907, 1.09193
400.128, 1.10613
422.35, 1.10161
444.571, 1.07919
466.793, 1.04291
489.014, 0.999334
511.235, 0.956322
533.457, 0.921648
555.678, 0.901571
577.9, 0.899714
600.121, 0.916407
622.343, 0.948625
644.564, 0.990542
666.785, 1.03458
689.007, 1.07277
711.228, 1.09822
733.45, 1.10634
755.671, 1.09566
777.893, 1.06813
800.114, 1.02874
822.335, 0.984634
844.557, 0.943791
866.778, 0.913614
889, 0.899572
911.221, 0.904214
933.443, 0.926707
955.664, 0.962988
977.885, 1.0065
1000.11, 1.04936
1022.33, 1.08383
1044.55, 1.10365
1066.77, 1.10523
1088.99, 1.08827
1111.21, 1.05582
1133.44, 1.01372
1155.66, 0.969571
1177.88, 0.931342
1200.1, 0.905925
1222.32, 0.897906
1244.54, 0.908724
1266.76, 0.936417
1288.99, 0.975975
1311.21, 1.02025
1333.43, 1.06124
1355.65, 1.09155
1377.87, 1.1057
1400.09, 1.10117
1422.31, 1.07877
1444.54, 1.0426
1466.76, 0.999196
1488.98, 0.95644
1511.2, 0.922076
1533.42, 0.902332
1555.64, 0.900791
1577.86, 0.917738
1600.09, 0.950113
1622.31, 0.992061
1644.53, 1.03599
1666.75, 1.07395
1688.97, 1.09906
1711.19, 1.10677
1733.41, 1.09566
1755.64, 1.06773
1777.86, 1.028
1800.08, 0.983643
1822.3, 0.942659
1844.52, 0.912445
1866.74, 0.898453
1888.96, 0.903204
1911.19, 0.925835
1933.41, 0.962253
1955.63, 1.00588
1977.85, 1.04882
2000.07, 1.08334
2022.29, 1.1032
2044.51, 1.10482
2066.74, 1.08793
2088.96, 1.05559
2111.18, 1.01368
2133.4, 0.969781
2155.62, 0.931845
2177.84, 0.906742
2200.06, 0.89902
2222.29, 0.910077
2244.51, 0.937917
2266.73, 0.977502
2288.95, 1.02167
2311.17, 1.06243
2333.39, 1.0924
2355.61, 1.10615
2377.84, 1.10118
2400.06, 1.07838
2422.28, 1.04187
2444.5, 0.998233
2466.72, 0.955351
2488.94, 0.920975
2511.16, 0.901316
2533.39, 0.899928
2555.61, 0.91706
2577.83, 0.949616
2600.05, 0.991714
2622.27, 1.03574
2644.49, 1.07375
2666.71, 1.09887
2688.94, 1.10657
2711.16, 1.09545
2733.38, 1.06753
2755.6, 1.02787
2777.82, 0.983635
2800.04, 0.942827
2822.26, 0.912824
2844.49, 0.89905
2866.71, 0.903991
2888.93, 0.926753


