space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
-3000, 0.683348
-2977.82, 0.76346
-2955.64, 0.808789
-2933.46, 0.817269
-2911.28, 0.788514
-2889.1, 0.723836
-2866.92, 0.62618
-2844.74, 0.499997
-2822.56, 0.351034
-2800.38, 0.18608
-2778.2, 0.0126482
-2756.01, -0.161359
-2733.83, -0.328015
-2711.65, -0.479726
-2689.47, -0.609582
-2667.29, -0.711666
-2645.11, -0.781328
-2622.93, -0.815394
-2600.75, -0.812312
-2578.57, -0.772223
-2556.39, -0.696953
-2534.21, -0.589931
-2512.03, -0.456033
-2489.85, -0.301358
-2467.67, -0.132955
-2445.49, 0.0415061
-2423.31, 0.214076
-2401.13, 0.376893
-2378.95, 0.522539
-2356.77, 0.644379
-2334.59, 0.736861
-2312.41, 0.795773
-2290.23, 0.818429
-2268.04, 0.803797
-2245.86, 0.752545
-2223.68, 0.667007
-2201.5, 0.551081
-2179.32, 0.410046
-2157.14, 0.250331
-2134.96, 0.0792097
-2112.78, -0.0955203
-2090.6, -0.265898
-2068.42, -0.424162
-2046.24, -0.563102
-2024.06, -0.676387
-2001.88, -0.758856
-1979.7, -0.806752
-1957.52, -0.817893
-1935.34, -0.791771
-1913.16, -0.729577
-1890.98, -0.634143
-1868.8, -0.509818
-1846.62, -0.362265
-1824.44, -0.198208
-1802.26, -0.0251213
-1780.07, 0.14911
-1757.89, 0.316549
-1735.71, 0.469565
-1713.53, 0.601188
-1691.35, 0.705421
-1669.17, 0.777516
-1646.99, 0.814188
-1624.81, 0.813766
-1602.63, 0.776269
-1580.45, 0.703406
-1558.27, 0.598497
-1536.09, 0.46632
-1513.91, 0.312898
-1491.73, 0.145221
-1469.55, -0.0290721
-1447.37, -0.202041
-1425.19, -0.365804
-1403.01, -0.512901
-1380.83, -0.63663
-1358.65, -0.731354
-1336.47, -0.792758
-1314.29, -0.818045
-1292.1, -0.806061
-1269.92, -0.757353
-1247.74, -0.67414
-1225.56, -0.560213
-1203.38, -0.420763
-1181.2, -0.262143
-1159.02, -0.0915793
-1136.84, 0.0831571
-1114.66, 0.254105
-1092.48, 0.413477
-1070.3, 0.554011
-1048.12, 0.669305
-1025.94, 0.754106
-1003.76, 0.804551
-981.578, 0.818341
-959.398, 0.794849
-937.217, 0.735144
-915.037, 0.641946
-892.856, 0.519502
-870.676, 0.373391
-848.496, 0.210268
-826.315, 0.037566
-804.135, -0.136847
-781.954, -0.305025
-759.774, -0.459305
-737.593, -0.59266
-715.413, -0.699013
-693.232, -0.773518
-671.052, -0.812782
-648.871, -0.815015
-626.691, -0.780117
-604.511, -0.709676
-582.33, -0.606902
-560.15, -0.476477
-537.969, -0.324344
-515.789, -0.157433
-493.608, 0.0166509
-471.428, 0.189976
-449.247, 0.354647
-427.067, 0.503161
-404.886, 0.628752
-382.706, 0.725697
-360.525, 0.789581
-338.345, 0.817491
-316.165, 0.808158
-293.984, 0.762006
-271.804, 0.681138
-249.623, 0.569238
-227.443, 0.431404
-205.262, 0.273916
-183.082, 0.10395
-160.901, -0.0707529
-138.721, -0.242231
-116.54, -0.402673
-100, -0.510376
-83.4596, -0.621753
-66.9192, -0.737605
-50.3788, -0.858767
-38.6124, -0.948721
-29.4113, -1.02147
-21.041, -1.08963
-15.0866, -1.13934
-10.8508, -1.17535
-7.83763, -1.2013
-5.69411, -1.21994
-4.16926, -1.23328
-3.08453, -1.24282
-2.31289, -1.24963
-1.76396, -1.25449
-1.37347, -1.25795
-1.09568, -1.26042
-0.898073, -1.26217
-0.7575, -1.26342
-0.6575, -1.26431
-0.5575, -1.2652
-0.4575, -1.26609
-0.3575, -1.26698
-0.2575, -1.26787
-0.1575, -1.26876
-0.0575, -1.26965
0.0425, -1.27055
0.1425, -1.27144
0.282676, -1.27268
0.479169, -1.27442
0.754604, -1.27686
1.1407, -1.28026
1.68191, -1.28499
2.44056, -1.29157
3.50399, -1.30067
4.99468, -1.31321
7.08426, -1.33032
10.0133, -1.3534
14.1192, -1.38395
19.8747, -1.42313
27.9424, -1.47071
39.2515, -1.52247
50.9543, -1.55705
66.8068, -1.57241
89.0282, -1.53233
111.25, -1.42218
133.471, -1.247
155.693, -1.01479
177.914, -0.736178
200.135, -0.423902
222.357, -0.0922406
244.578, 0.243639
266.8, 0.568378
289.021, 0.867127
311.243, 1.12622
333.464, 1.33382
355.685, 1.48043
377.907, 1.55934
400.128, 1.56694
422.35, 1.50289
444.571, 1.37012
466.793, 1.1747
489.014, 0.925558
511.235, 0.634094
533.457, 0.313635
555.678, -0.0211648
577.9, -0.354997
600.121, -0.672595
622.343, -0.959435
644.564, -1.2024
666.785, -1.39039
689.007, -1.51479
711.228, -1.56992
733.45, -1.55327
755.671, -1.46558
777.893, -1.31088
800.114, -1.09623
822.335, -0.831454
844.557, -0.528656
866.778, -0.201683
889, 0.134513
911.221, 0.464559
933.443, 0.773361
955.664, 1.0468
977.885, 1.27237
1000.11, 1.43976
1022.33, 1.54131
1044.55, 1.57238
1066.77, 1.53155
1088.99, 1.42069
1111.21, 1.24486
1133.44, 1.0121
1155.66, 0.733069
1177.88, 0.420512
1200.1, 0.0887264
1222.32, -0.247116
1244.54, -0.571658
1266.76, -0.870059
1288.99, -1.12867
1311.21, -1.33568
1333.43, -1.4816
1355.65, -1.55977
1377.87, -1.56662
