space:E: Re(Ey) vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Re(Ey)
1400.09, -1.50183
1422.31, -1.36836
1444.54, -1.17232
1466.76, -0.922673
1488.98, -0.630832
1511.2, -0.310145
1533.42, 0.0247254
1555.64, 0.358465
1577.86, 0.675813
1600.09, 0.962257
1622.31, 1.2047
1644.53, 1.39205
1666.75, 1.51575
1688.97, 1.57014
1711.19, 1.55272
1733.41, 1.46431
1755.64, 1.30893
1777.86, 1.0937
1800.08, 0.828457
1822.3, 0.52533
1844.52, 0.19818
1866.74, -0.138032
1888.96, -0.467933
1911.19, -0.776435
1933.41, -1.04943
1955.63, -1.27444
1977.85, -1.44118
2000.07, -1.54201
2022.29, -1.57232
2044.51, -1.53074
2066.74, -1.41916
2088.96, -1.24269
2111.18, -1.00939
2133.4, -0.729931
2155.62, -0.417096
2177.84, -0.085188
2200.06, 0.250615
2222.29, 0.574959
2244.51, 0.87301
2266.73, 1.13114
2288.95, 1.33755
2311.17, 1.48279
2333.39, 1.56022
2355.61, 1.56631
2377.84, 1.50078
2400.06, 1.36662
2422.28, 1.16996
2444.5, 0.919805
2466.72, 0.627587
2488.94, 0.30667
2511.16, -0.0282713
2533.39, -0.36192
2555.61, -0.67902
2577.83, -0.96507
2600.05, -1.20699
2622.27, -1.39372
2644.49, -1.51671
2666.71, -1.57035
2688.94, -1.55218
2711.16, -1.46304
2733.38, -1.30699
2755.6, -1.09117
2777.82, -0.825462
2800.04, -0.522005
2822.26, -0.194677
2844.49, 0.141552
2866.71, 0.471309
2888.93, 0.779513


