  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -175132.636421 -342816.435387       2.625089
       0.020000  -43780.959892  -85702.796396       2.625110
       0.030000  -19456.575331  -38089.159542       2.625144
       0.040000  -10943.040712  -21424.386640       2.625193
       0.050000   -7002.490378  -13710.977464       2.625255
       0.060000   -4861.944491   -9520.977413       2.625331
       0.070000   -3571.262807   -6994.539530       2.625421
       0.080000   -2733.560724   -5354.784168       2.625525
       0.090000   -2159.234905   -4230.573285       2.625643
       0.100000   -1748.422996   -3426.431849       2.625775
       0.110000   -1444.468613   -2831.458124       2.625922
       0.120000   -1213.286348   -2378.931806       2.626083
       0.130000   -1033.372154   -2026.759918       2.626259
       0.140000    -890.615718   -1747.322300       2.626450
       0.150000    -775.447079   -1521.886284       2.626656
       0.160000    -681.189956   -1337.383418       2.626876
       0.170000    -603.071927   -1184.471952       2.627113
       0.180000    -537.608228   -1056.330651       2.627365
       0.190000    -482.206270    -947.884667       2.627633
       0.200000    -434.904945    -855.295240       2.627916
       0.210000    -394.198656    -775.615246       2.628217
       0.220000    -358.916011    -706.551750       2.628534
       0.230000    -328.134598    -646.299181       2.628868
       0.240000    -301.120075    -593.420108       2.629220
       0.250000    -277.281967    -546.758708       2.629590
       0.260000    -256.141123    -505.377067       2.629978
       0.270000    -237.305445    -468.507677       2.630384
       0.280000    -220.451579    -435.517588       2.630810
       0.290000    -205.310941    -405.881064       2.631256
       0.300000    -191.658951    -379.158504       2.631722
       0.310000    -179.306660    -354.980047       2.632208
       0.320000    -168.094170    -333.032703       2.632717
       0.330000    -157.885438    -313.050176       2.633247
       0.340000    -148.564130    -294.804745       2.633800
       0.350000    -140.030286    -278.100751       2.634377
       0.360000    -132.197639    -262.769324       2.634979
       0.370000    -124.991415    -248.664102       2.635605
       0.380000    -118.346550    -235.657726       2.636258
       0.390000    -112.206213    -223.638950       2.636938
       0.400000    -106.520587    -212.510261       2.637646
       0.410000    -101.245853    -202.185888       2.638383
       0.420000     -96.343349    -192.590150       2.639151
       0.430000     -91.778854    -183.656060       2.639949
       0.440000     -87.521990    -175.324157       2.640780
       0.450000     -83.545718    -167.541514       2.641643
       0.460000     -79.825905    -160.260891       2.642541
       0.470000     -76.340957    -153.440020       2.643474
       0.480000     -73.071509    -147.040992       2.644442
       0.490000     -70.000147    -141.029724       2.645445
       0.500000     -67.111183    -135.375507       2.646485
       0.510000     -64.390453    -130.050613       2.647558
       0.520000     -61.825140    -125.029956       2.648665
       0.530000     -59.403624    -120.290791       2.649802
       0.540000     -57.115354    -115.812461       2.650965
       0.550000     -54.950726    -111.576171       2.652146
       0.560000     -52.900987    -107.564787       2.653336
       0.570000     -50.958146    -103.762664       2.654522
       0.580000     -49.114893    -100.155498       2.655684
       0.590000     -47.364535     -96.730181       2.656796
       0.600000     -45.700928     -93.474694       2.657822
       0.610000     -44.118431     -90.377990       2.658718
       0.620000     -42.611853     -87.429910       2.659421
       0.630000     -41.176412     -84.621091       2.659857
       0.640000     -39.807695     -81.942899       2.659932
       0.650000     -38.501628     -79.387356       2.659538
       0.660000     -37.254443     -76.947086       2.658557
       0.670000     -36.062650     -74.615259       2.656875
       0.680000     -34.923014     -72.385542       2.654403
       0.690000     -33.832533     -70.252060       2.651106
       0.700000     -32.788419     -68.209351       2.647035
       0.710000     -31.788076     -66.252339       2.642344
       0.720000     -30.829089     -64.376296       2.637291
       0.730000     -29.909207     -62.576816       2.632202
       0.740000     -29.026330     -60.849787       2.627410
       0.750000     -28.178496     -59.191372       2.623199
       0.760000     -27.363873     -57.597983       2.619755
       0.770000     -26.580746     -56.066265       2.617161
       0.780000     -25.827511     -54.593074       2.615403
       0.790000     -25.102661     -53.175467       2.614406
       0.800000     -24.404788     -51.810681       2.614061
       0.810000     -23.732565     -50.496124       2.614250
       0.820000     -23.084750     -49.229360       2.614861
       0.830000     -22.460173     -48.008101       2.615796
       0.840000     -21.857733     -46.830193       2.616974
       0.850000     -21.276395     -45.693606       2.618331
       0.860000     -20.715181     -44.596431       2.619817
       0.870000     -20.173172     -43.536866       2.621393
       0.880000     -19.649500     -42.513211       2.623032
       0.890000     -19.143343     -41.523861       2.624714
       0.900000     -18.653929     -40.567299       2.626422
