  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000100       0.000010       0.000146
       0.020000       0.000201       0.000020       0.000293
       0.030000       0.000301       0.000031       0.000440
       0.040000       0.000402       0.000041       0.000587
       0.050000       0.000502       0.000051       0.000735
       0.060000       0.000602       0.000061       0.000885
       0.070000       0.000703       0.000071       0.001035
       0.080000       0.000803       0.000082       0.001187
       0.090000       0.000904       0.000092       0.001340
       0.100000       0.001004       0.000102       0.001495
       0.110000       0.001105       0.000112       0.001652
       0.120000       0.001206       0.000122       0.001811
       0.130000       0.001306       0.000133       0.001973
       0.140000       0.001407       0.000143       0.002138
       0.150000       0.001508       0.000153       0.002306
       0.160000       0.001609       0.000163       0.002477
       0.170000       0.001709       0.000173       0.002652
       0.180000       0.001810       0.000184       0.002832
       0.190000       0.001911       0.000194       0.003016
       0.200000       0.002012       0.000204       0.003205
       0.210000       0.002114       0.000214       0.003399
       0.220000       0.002215       0.000224       0.003599
       0.230000       0.002316       0.000235       0.003806
       0.240000       0.002418       0.000245       0.004020
       0.250000       0.002519       0.000255       0.004242
       0.260000       0.002621       0.000265       0.004473
       0.270000       0.002722       0.000276       0.004713
       0.280000       0.002824       0.000286       0.004963
       0.290000       0.002926       0.000296       0.005225
       0.300000       0.003028       0.000306       0.005500
       0.310000       0.003130       0.000317       0.005788
       0.320000       0.003233       0.000327       0.006091
       0.330000       0.003335       0.000337       0.006412
       0.340000       0.003437       0.000347       0.006751
       0.350000       0.003540       0.000358       0.007110
       0.360000       0.003643       0.000368       0.007493
       0.370000       0.003746       0.000378       0.007901
       0.380000       0.003849       0.000389       0.008338
       0.390000       0.003952       0.000399       0.008808
       0.400000       0.004055       0.000409       0.009313
       0.410000       0.004159       0.000420       0.009858
       0.420000       0.004263       0.000430       0.010449
       0.430000       0.004366       0.000440       0.011091
       0.440000       0.004470       0.000451       0.011791
       0.450000       0.004574       0.000461       0.012557
       0.460000       0.004679       0.000471       0.013397
       0.470000       0.004783       0.000482       0.014323
