  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -156925.177966 -216936.260835       2.814687
       0.020000  -39223.009475  -54230.319983       2.796008
       0.030000  -17426.386266  -24099.600254       2.766359
       0.040000   -9797.632486  -13553.862076       2.727780
       0.050000   -6266.655502   -8672.709760       2.682707
       0.060000   -4348.622872   -6021.242551       2.633537
       0.070000   -3192.125695   -4422.520240       2.582194
       0.080000   -2441.522238   -3384.923233       2.529853
       0.090000   -1926.913988   -2673.591977       2.476946
       0.100000   -1558.818394   -2164.828554       2.423423
       0.110000   -1286.468746   -1788.452665       2.369171
       0.120000   -1079.322978   -1502.240139       2.314406
       0.130000    -918.111939   -1279.548370       2.259895
       0.140000    -790.190919   -1102.890755       2.206918
       0.150000    -686.983126    -960.403467       2.157006
       0.160000    -602.504608    -843.807485       2.111560
       0.170000    -532.477736    -747.184127       2.071535
       0.180000    -473.779314    -666.212674       2.037285
       0.190000    -424.086242    -597.680526       2.008607
       0.200000    -381.641812    -539.159660       1.984912
       0.210000    -345.097849    -488.787786       1.965446
       0.220000    -313.405851    -445.117276       1.949470
       0.230000    -285.740513    -407.009006       1.936359
       0.240000    -261.445083    -373.556560       1.925620
       0.250000    -239.991715    -344.031307       1.916850
       0.260000    -220.952276    -317.842046       1.909691
       0.270000    -203.976534    -294.504960       1.903795
       0.280000    -188.775618    -273.620961       1.898828
       0.290000    -175.109323    -254.858418       1.894486
       0.300000    -162.776230    -237.939828       1.890527
       0.310000    -151.606039    -222.631465       1.886790
       0.320000    -141.453648    -208.735270       1.883217
       0.330000    -132.194725    -196.082492       1.879847
       0.340000    -123.722445    -184.528662       1.876793
       0.350000    -115.945062    -173.949603       1.874177
       0.360000    -108.783969    -164.238199       1.872074
       0.370000    -102.171996    -155.301733       1.870459
       0.380000     -96.051849    -147.059662       1.869199
       0.390000     -90.374711    -139.441752       1.868083
       0.400000     -85.099070    -132.386516       1.866875
       0.410000     -80.189814    -125.839910       1.865385
       0.420000     -75.617614    -119.754251       1.863524
       0.430000     -71.358556    -114.087308       1.861333
       0.440000     -67.394030    -108.801559       1.858991
       0.450000     -63.710783    -103.863558       1.856772
       0.460000     -60.301073     -99.243410       1.854984
       0.470000     -57.162774     -94.914325       1.853903
       0.480000     -54.299203     -90.852248       1.853716
       0.490000     -51.718386     -87.035535       1.854501
       0.500000     -49.431450     -83.444693       1.856231
       0.510000     -47.449880     -80.062146       1.858801
       0.520000     -45.781705     -76.872035       1.862065
       0.530000     -44.427125     -73.860039       1.865856
       0.540000     -43.374558     -71.013209       1.870010
       0.550000     -42.598145     -68.319825       1.874376
       0.560000     -42.057230     -65.769259       1.878816
       0.570000     -41.697746     -63.351864       1.883209
       0.580000     -41.455342     -61.058865       1.887447
       0.590000     -41.260575     -58.882248       1.891436
       0.600000     -41.046278     -56.814656       1.895099
       0.610000     -40.755943     -54.849274       1.898375
       0.620000     -40.350533     -52.979707       1.901221
       0.630000     -39.811322     -51.199891       1.903607
       0.640000     -39.138172     -49.504022       1.905517
       0.650000     -38.344643     -47.886544       1.906938
       0.660000     -37.452134     -46.342177       1.907869
       0.670000     -36.484788     -44.865977       1.908330
       0.680000     -35.465955     -43.453394       1.908375
       0.690000     -34.416209     -42.100323       1.908104
       0.700000     -33.352559     -40.803126       1.907652
       0.710000     -32.288411     -39.558624       1.907171
       0.720000     -31.233936     -38.364071       1.906785
       0.730000     -30.196581     -37.217100       1.906568
       0.740000     -29.181616     -36.115670       1.906521
       0.750000     -28.192614     -35.058021       1.906591
       0.760000     -27.231865     -34.042627       1.906683
       0.770000     -26.300688     -33.068157       1.906703
       0.780000     -25.399661     -32.133412       1.906573
       0.790000     -24.528777     -31.237243       1.906260
       0.800000     -23.687531     -30.378421       1.905776
       0.810000     -22.874978     -29.555490       1.905175
       0.820000     -22.089777     -28.766625       1.904545
       0.830000     -21.330281     -28.009558       1.903986
       0.840000     -20.594663     -27.281615       1.903595
       0.850000     -19.881077     -26.579889       1.903441
       0.860000     -19.187806     -25.901496       1.903547
       0.870000     -18.513354     -25.243851       1.903886
       0.880000     -17.856479     -24.604855       1.904387
       0.890000     -17.216159     -23.982974       1.904956
       0.900000     -16.591552     -23.377194       1.905494
       0.910000     -15.981943     -22.786907       1.905929
       0.920000     -15.386716     -22.211760       1.906222
       0.930000     -14.805348     -21.651534       1.906371
       0.940000     -14.237421     -21.106048       1.906396
       0.950000     -13.682648     -20.575106       1.906317
       0.960000     -13.140918     -20.058472       1.906137
       0.970000     -12.612353     -19.555863       1.905833
       0.980000     -12.097372     -19.066959       1.905370
       0.990000     -11.596768     -18.591414       1.904725
       1.000000     -11.111792     -18.128873       1.903904
       1.010000     -10.644234     -17.678982       1.902963
       1.020000     -10.196498     -17.241405       1.901997
       1.030000      -9.771674     -16.815836       1.901122
       1.040000      -9.373576     -16.402011       1.900442
       1.050000      -9.006764     -15.999713       1.900027
       1.060000      -8.676465     -15.608776       1.899898
       1.070000      -8.388334     -15.229076       1.900023
