  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.656364       0.002309       0.000329
       0.020000       1.317877       0.004621       0.000659
       0.030000       1.989779       0.006938       0.000992
       0.040000       2.677493       0.009262       0.001328
       0.050000       3.386721       0.011597       0.001670
       0.060000       4.123549       0.013946       0.002018
       0.070000       4.894555       0.016310       0.002374
       0.080000       5.706941       0.018693       0.002739
       0.090000       6.568659       0.021098       0.003115
       0.100000       7.488569       0.023528       0.003504
       0.110000       8.476598       0.025985       0.003908
       0.120000       9.543920       0.028474       0.004329
       0.130000      10.703140       0.030998       0.004768
       0.140000      11.968468       0.033560       0.005230
       0.150000      13.355884       0.036165       0.005715
       0.160000      14.883225       0.038817       0.006229
       0.170000      16.570171       0.041519       0.006773
       0.180000      18.438021       0.044277       0.007353
       0.190000      20.509126       0.047096       0.007973
       0.200000      22.805802       0.049981       0.008637
       0.210000      25.348459       0.052938       0.009352
       0.220000      28.152660       0.055973       0.010124
       0.230000      31.224836       0.059094       0.010962
       0.240000      34.556555       0.062308       0.011872
       0.250000      38.117668       0.065623       0.012866
       0.260000      41.849406       0.069047       0.013954
       0.270000      45.659438       0.072592       0.015150
       0.280000      49.421669       0.076268       0.016466
       0.290000      52.983289       0.080086       0.017920
       0.300000      56.179913       0.084060       0.019527
       0.310000      58.856926       0.088205       0.021307
       0.320000      60.892929       0.092538       0.023278
       0.330000      62.220257       0.097076       0.025458
       0.340000      62.837564       0.101840       0.027861
       0.350000      62.809734       0.106853       0.030498
       0.360000      62.252527       0.112141       0.033368
       0.370000      61.304537       0.117734       0.036462
       0.380000      60.095213       0.123663       0.039752
       0.390000      58.720233       0.129968       0.043200
       0.400000      57.232536       0.136690       0.046755
       0.410000      55.650567       0.143879       0.050365
       0.420000      53.978169       0.151589       0.053991
       0.430000      52.226010       0.159885       0.057607
       0.440000      50.424489       0.168838       0.061205
       0.450000      48.623114       0.178532       0.064773
       0.460000      46.878507       0.189064       0.068274
       0.470000      45.238064       0.200540       0.071612
       0.480000      43.726773       0.213088       0.074627
       0.490000      42.341897       0.226847       0.077091
       0.500000      41.056789       0.241978       0.078748
       0.510000      39.832248       0.258657       0.079370
       0.520000      38.631445       0.277081       0.078815
       0.530000      37.432904       0.297455       0.077080
       0.540000      36.236434       0.319989       0.074297
       0.550000      35.059914       0.344883       0.070709
       0.560000      33.929097       0.372296       0.066604
       0.570000      32.865370       0.402314       0.062269
       0.580000      31.876493       0.434891       0.057942
       0.590000      30.953324       0.469782       0.053800
       0.600000      30.073102       0.506472       0.049959
       0.610000      29.207609       0.544112       0.046482
       0.620000      28.332824       0.581508       0.043393
       0.630000      27.435920       0.617205       0.040692
       0.640000      26.516571       0.649674       0.038358
       0.650000      25.582372       0.677609       0.036362
       0.660000      24.641170       0.700206       0.034669
       0.670000      23.694417       0.717327       0.033242
       0.680000      22.734777       0.729427       0.032041
       0.690000      21.748927       0.737274       0.031026
       0.700000      20.724004       0.741580       0.030159
       0.710000      19.654488       0.742705       0.029406
       0.720000      18.546225       0.740560       0.028740
       0.730000      17.415985       0.734743       0.028146
       0.740000      16.287346       0.724837       0.027617
       0.750000      15.185232       0.710738       0.027156
       0.760000      14.131378       0.692870       0.026771
       0.770000      13.141829       0.672188       0.026474
       0.780000      12.226389       0.649999       0.026275
       0.790000      11.389369       0.627713       0.026184
       0.800000      10.630886       0.606606       0.026206
       0.810000       9.948227       0.587698       0.026347
