  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000099       0.000027       0.000142
       0.020000       0.000198       0.000055       0.000285
       0.030000       0.000298       0.000082       0.000428
       0.040000       0.000397       0.000109       0.000571
       0.050000       0.000496       0.000136       0.000715
       0.060000       0.000595       0.000164       0.000860
       0.070000       0.000695       0.000191       0.001006
       0.080000       0.000794       0.000218       0.001153
       0.090000       0.000894       0.000246       0.001301
       0.100000       0.000993       0.000273       0.001450
       0.110000       0.001092       0.000300       0.001601
       0.120000       0.001192       0.000328       0.001754
       0.130000       0.001292       0.000355       0.001909
       0.140000       0.001391       0.000382       0.002066
       0.150000       0.001491       0.000410       0.002226
       0.160000       0.001591       0.000437       0.002388
       0.170000       0.001691       0.000464       0.002553
       0.180000       0.001790       0.000492       0.002722
       0.190000       0.001890       0.000519       0.002894
       0.200000       0.001991       0.000547       0.003070
       0.210000       0.002091       0.000574       0.003251
       0.220000       0.002191       0.000601       0.003435
       0.230000       0.002291       0.000629       0.003625
       0.240000       0.002392       0.000656       0.003821
       0.250000       0.002493       0.000684       0.004022
       0.260000       0.002593       0.000711       0.004230
       0.270000       0.002694       0.000739       0.004445
       0.280000       0.002795       0.000766       0.004667
       0.290000       0.002896       0.000794       0.004899
       0.300000       0.002997       0.000821       0.005139
       0.310000       0.003099       0.000849       0.005389
       0.320000       0.003200       0.000877       0.005651
       0.330000       0.003302       0.000904       0.005924
       0.340000       0.003404       0.000932       0.006211
       0.350000       0.003506       0.000960       0.006513
       0.360000       0.003608       0.000987       0.006831
       0.370000       0.003710       0.001015       0.007167
       0.380000       0.003813       0.001043       0.007522
       0.390000       0.003916       0.001071       0.007900
       0.400000       0.004018       0.001098       0.008302
       0.410000       0.004121       0.001126       0.008731
       0.420000       0.004225       0.001154       0.009191
       0.430000       0.004328       0.001182       0.009684
       0.440000       0.004432       0.001210       0.010216
       0.450000       0.004536       0.001238       0.010790
       0.460000       0.004640       0.001266       0.011413
       0.470000       0.004744       0.001294       0.012090
       0.480000       0.004849       0.001322       0.012829
       0.490000       0.004953       0.001350       0.013637
       0.500000       0.005058       0.001378       0.014525
       0.510000       0.005164       0.001406       0.015504
       0.520000       0.005269       0.001434       0.016585
       0.530000       0.005375       0.001463       0.017783
       0.540000       0.005481       0.001491       0.019114
       0.550000       0.005587       0.001519       0.020597
       0.560000       0.005694       0.001548       0.022252
       0.570000       0.005801       0.001576       0.024100
       0.580000       0.005908       0.001604       0.026165
       0.590000       0.006015       0.001633       0.028468
       0.600000       0.006123       0.001661       0.031027
       0.610000       0.006231       0.001690       0.033856
       0.620000       0.006339       0.001718       0.036954
       0.630000       0.006448       0.001747       0.040298
       0.640000       0.006557       0.001776       0.043836
       0.650000       0.006666       0.001804       0.047475
       0.660000       0.006776       0.001833       0.051069
       0.670000       0.006886       0.001862       0.054422
       0.680000       0.006996       0.001891       0.057300
       0.690000       0.007107       0.001920       0.059458
       0.700000       0.007218       0.001949       0.060691
       0.710000       0.007329       0.001978       0.060877
       0.720000       0.007441       0.002007       0.060011
       0.730000       0.007553       0.002036       0.058209
       0.740000       0.007665       0.002065       0.055672
       0.750000       0.007778       0.002094       0.052644
       0.760000       0.007892       0.002123       0.049361
       0.770000       0.008005       0.002153       0.046024
       0.780000       0.008119       0.002182       0.042780
       0.790000       0.008234       0.002212       0.039727
       0.800000       0.008349       0.002241       0.036922
       0.810000       0.008464       0.002271       0.034387
       0.820000       0.008580       0.002300       0.032126
       0.830000       0.008696       0.002330       0.030127
       0.840000       0.008813       0.002360       0.028371
       0.850000       0.008930       0.002389       0.026838
       0.860000       0.009048       0.002419       0.025506
       0.870000       0.009166       0.002449       0.024353
       0.880000       0.009285       0.002479       0.023359
       0.890000       0.009404       0.002509       0.022507
       0.900000       0.009524       0.002539       0.021780
