  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000091       0.000011       0.000143
       0.020000       0.000182       0.000021       0.000287
       0.030000       0.000273       0.000032       0.000430
       0.040000       0.000364       0.000043       0.000575
       0.050000       0.000455       0.000054       0.000720
       0.060000       0.000546       0.000064       0.000865
       0.070000       0.000637       0.000075       0.001012
       0.080000       0.000728       0.000086       0.001159
       0.090000       0.000819       0.000097       0.001308
       0.100000       0.000910       0.000107       0.001459
       0.110000       0.001001       0.000118       0.001611
       0.120000       0.001092       0.000129       0.001765
       0.130000       0.001183       0.000139       0.001921
       0.140000       0.001275       0.000150       0.002079
       0.150000       0.001366       0.000161       0.002240
       0.160000       0.001457       0.000172       0.002403
       0.170000       0.001549       0.000182       0.002570
       0.180000       0.001640       0.000193       0.002740
       0.190000       0.001731       0.000204       0.002913
       0.200000       0.001823       0.000215       0.003091
       0.210000       0.001915       0.000225       0.003272
       0.220000       0.002006       0.000236       0.003459
       0.230000       0.002098       0.000247       0.003651
       0.240000       0.002190       0.000258       0.003848
       0.250000       0.002282       0.000269       0.004051
       0.260000       0.002374       0.000279       0.004261
       0.270000       0.002466       0.000290       0.004478
       0.280000       0.002558       0.000301       0.004703
       0.290000       0.002651       0.000312       0.004936
       0.300000       0.002743       0.000322       0.005179
       0.310000       0.002835       0.000333       0.005433
       0.320000       0.002928       0.000344       0.005697
       0.330000       0.003021       0.000355       0.005974
       0.340000       0.003113       0.000366       0.006264
       0.350000       0.003206       0.000377       0.006570
       0.360000       0.003299       0.000387       0.006892
       0.370000       0.003393       0.000398       0.007232
       0.380000       0.003486       0.000409       0.007592
       0.390000       0.003579       0.000420       0.007975
       0.400000       0.003673       0.000431       0.008382
       0.410000       0.003766       0.000442       0.008817
       0.420000       0.003860       0.000453       0.009283
       0.430000       0.003954       0.000463       0.009784
       0.440000       0.004048       0.000474       0.010323
       0.450000       0.004143       0.000485       0.010905
       0.460000       0.004237       0.000496       0.011537
       0.470000       0.004332       0.000507       0.012224
       0.480000       0.004426       0.000518       0.012973
       0.490000       0.004521       0.000529       0.013793
       0.500000       0.004616       0.000540       0.014694
       0.510000       0.004712       0.000551       0.015686
       0.520000       0.004807       0.000562       0.016782
       0.530000       0.004903       0.000573       0.017997
       0.540000       0.004998       0.000584       0.019347
       0.550000       0.005094       0.000595       0.020851
       0.560000       0.005191       0.000606       0.022529
       0.570000       0.005287       0.000617       0.024405
       0.580000       0.005384       0.000628       0.026500
       0.590000       0.005480       0.000639       0.028840
       0.600000       0.005577       0.000650       0.031444
       0.610000       0.005675       0.000661       0.034327
       0.620000       0.005772       0.000672       0.037492
       0.630000       0.005870       0.000683       0.040922
       0.640000       0.005968       0.000694       0.044570
       0.650000       0.006066       0.000705       0.048347
       0.660000       0.006164       0.000716       0.052115
       0.670000       0.006263       0.000727       0.055679
