  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000  -87752.129511  -67369.077298       1.914904
       0.020000  -21881.190396  -16838.002525       1.914915
       0.030000   -9682.700110   -7480.395623       1.914933
       0.040000   -5413.030861   -4205.232659       1.914959
       0.050000   -3436.568958   -2689.299486       1.914992
       0.060000   -2362.710169   -1865.828976       1.915032
       0.070000   -1714.977010   -1369.301564       1.915079
       0.080000   -1294.342517   -1047.035488       1.915134
       0.090000   -1005.730008    -826.090222       1.915196
       0.100000    -799.069173    -668.048654       1.915266
       0.110000    -645.960436    -551.115034       1.915344
       0.120000    -529.328042    -462.176683       1.915429
       0.130000    -438.411978    -392.960980       1.915522
       0.140000    -366.168354    -338.039677       1.915623
       0.150000    -307.840731    -293.731201       1.915732
       0.160000    -260.136773    -257.467182       1.915849
       0.170000    -220.734195    -227.411665       1.915974
       0.180000    -187.973301    -202.224055       1.916108
       0.190000    -160.658394    -180.906982       1.916250
       0.200000    -137.923475    -162.706004       1.916401
       0.210000    -119.135478    -147.041913       1.916561
       0.220000    -103.818822    -133.464073       1.916729
       0.230000     -91.592488    -121.617628       1.916908
       0.240000     -82.116963    -111.220075       1.917095
       0.250000     -75.053149    -102.044253       1.917293
       0.260000     -70.037520     -93.905831       1.917500
       0.270000     -66.676794     -86.653966       1.917717
       0.280000     -64.562066     -80.164258       1.917945
       0.290000     -63.298424     -74.333380       1.918184
       0.300000     -62.541689     -69.074934       1.918434
       0.310000     -62.029992     -64.316226       1.918696
       0.320000     -61.597591     -59.995738       1.918969
       0.330000     -61.164615     -56.061133       1.919254
       0.340000     -60.707069     -52.467649       1.919551
       0.350000     -60.220304     -49.176830       1.919861
       0.360000     -59.691309     -46.155482       1.920184
       0.370000     -59.089812     -43.374836       1.920519
       0.380000     -58.378119     -40.809854       1.920868
       0.390000     -57.530284     -38.438670       1.921231
       0.400000     -56.547864     -36.242112       1.921606
       0.410000     -55.463531     -34.203316       1.921993
       0.420000     -54.331390     -32.307404       1.922393
       0.430000     -53.209101     -30.541202       1.922804
       0.440000     -52.139451     -28.893018       1.923223
       0.450000     -51.138581     -27.352441       1.923649
       0.460000     -50.195321     -25.910181       1.924078
       0.470000     -49.281555     -24.557921       1.924505
       0.480000     -48.368575     -23.288202       1.924923
       0.490000     -47.441693     -22.094316       1.925325
       0.500000     -46.506798     -20.970218       1.925698
       0.510000     -45.587083     -19.910449       1.926029
       0.520000     -44.712613     -18.910067       1.926302
       0.530000     -43.907963     -17.964591       1.926499
       0.540000     -43.183245     -17.069949       1.926601
       0.550000     -42.532176     -16.222434       1.926594
       0.560000     -41.937665     -15.418666       1.926468
       0.570000     -41.381738     -14.655555       1.926226
       0.580000     -40.854497     -13.930275       1.925879
       0.590000     -40.357614     -13.240236       1.925454
       0.600000     -39.901221     -12.583057       1.924982
       0.610000     -39.496579     -11.956552       1.924491
       0.620000     -39.148830     -11.358703       1.924003
       0.630000     -38.853562     -10.787654       1.923524
       0.640000     -38.598403     -10.241685       1.923055
       0.650000     -38.367768      -9.719209       1.922590
       0.660000     -38.147111      -9.218754       1.922131
