  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -152756.685618  -85870.584927       2.091693
       0.020000  -38185.642510  -21464.896952       2.091939
       0.030000  -16968.781379   -9537.917066       2.092348
       0.040000   -9542.878447   -5363.473359       2.092921
       0.050000   -6105.744541   -3431.301450       2.093657
       0.060000   -4238.657654   -2381.725710       2.094554
       0.070000   -3112.861259   -1748.863727       2.095611
       0.080000   -2382.174140   -1338.111011       2.096825
       0.090000   -1881.215436   -1056.499326       2.098190
       0.100000   -1522.880546    -855.063144       2.099700
       0.110000   -1257.751128    -706.022129       2.101343
       0.120000   -1056.096288    -592.663174       2.103103
       0.130000    -899.159185    -504.442192       2.104959
       0.140000    -774.632134    -434.440467       2.106882
       0.150000    -674.167756    -377.965555       2.108831
       0.160000    -591.942673    -331.743871       2.110756
       0.170000    -523.794145    -293.435351       2.112591
       0.180000    -466.682584    -261.331308       2.114252
       0.190000    -418.346606    -234.160517       2.115632
       0.200000    -377.075632    -210.961391       2.116597
       0.210000    -341.556411    -190.995693       2.116978
       0.220000    -310.767205    -173.689058       2.116560
       0.230000    -283.903461    -158.589207       2.115081
       0.240000    -260.324686    -145.336073       2.112232
       0.250000    -239.515892    -133.640128       2.107679
       0.260000    -221.059223    -123.266426       2.101104
       0.270000    -204.612794    -114.022695       2.092267
       0.280000    -189.894733    -105.750368       2.081087
       0.290000    -176.671008     -98.317731       2.067709
       0.300000    -164.746058     -91.614657       2.052539
       0.310000    -153.955508     -85.548506       2.036214
       0.320000    -144.160461     -80.040908       2.019511
       0.330000    -135.242982     -75.025222       2.003226
       0.340000    -127.102488     -70.444497       1.988074
       0.350000    -119.652835     -66.249837       1.974616
       0.360000    -112.819902     -62.399073       1.963235
       0.370000    -106.539556     -58.855671       1.954131
       0.380000    -100.755878     -55.587827       1.947328
       0.390000     -95.419588     -52.567709       1.942702
       0.400000     -90.486687     -49.770830       1.940015
       0.410000     -85.917382     -47.175521       1.938963
       0.420000     -81.675394     -44.762534       1.939212
       0.430000     -77.727694     -42.514731       1.940425
       0.440000     -74.044564     -40.416871       1.942285
       0.450000     -70.599758     -38.455437       1.944491
       0.460000     -67.370537     -36.618481       1.946760
       0.470000     -64.337449     -34.895467       1.948817
       0.480000     -61.483892     -33.277107       1.950394
