  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000  -90598.816450  -99740.198876       3.005573
       0.020000  -22625.318582  -24931.274354       2.889429
       0.030000  -10037.583118  -11077.767921       2.735196
       0.040000   -5631.815637   -6229.038538       2.572474
       0.050000   -3592.508468   -3984.767344       2.422772
       0.060000   -2484.665991   -2765.655024       2.296454
       0.070000   -1816.597748   -2030.566984       2.195846
       0.080000   -1382.918699   -1553.465258       2.118966
       0.090000   -1085.510209   -1226.365215       2.062123
       0.100000    -872.693883    -992.392690       2.021348
       0.110000    -715.150088    -819.280860       1.993033
       0.120000    -595.239533    -687.617997       1.974151
       0.130000    -501.833768    -585.158093       1.962259
       0.140000    -427.630680    -503.866331       1.955430
       0.150000    -367.677965    -438.293949       1.952150
       0.160000    -318.521096    -384.640264       1.951236
       0.170000    -277.691230    -340.188690       1.951753
       0.180000    -243.386510    -302.955432       1.952971
       0.190000    -214.267642    -271.463821       1.954325
       0.200000    -189.323292    -244.595496       1.955406
       0.210000    -167.779414    -221.490097       1.955955
       0.220000    -149.036960    -201.476508       1.955866
       0.230000    -132.628361    -184.025029       1.955161
       0.240000    -118.186698    -168.713545       1.953964
       0.250000    -105.423581    -155.203032       1.952443
       0.260000     -94.113110    -143.219276       1.950755
       0.270000     -84.080077    -132.538887       1.948985
       0.280000     -75.191128    -122.978425       1.947116
       0.290000     -67.347881    -114.385964       1.945001
       0.300000     -60.481075    -106.634590       1.942379
       0.310000     -54.544754     -99.617465       1.938912
       0.320000     -49.509364     -93.244099       1.934240
       0.330000     -45.352819     -87.437500       1.928064
       0.340000     -42.049454     -82.131941       1.920234
       0.350000     -39.558224     -77.271122       1.910815
       0.360000     -37.812804     -72.806651       1.900137
       0.370000     -36.716609     -68.696750       1.888766
       0.380000     -36.144796     -64.905187       1.877420
       0.390000     -35.953750     -61.400385       1.866841
       0.400000     -35.996957     -58.154681       1.857652
       0.410000     -36.144177     -55.143707       1.850265
       0.420000     -36.298592     -52.345863       1.844853
       0.430000     -36.405756     -49.741876       1.841377
       0.440000     -36.450607     -47.314439       1.839648
       0.450000     -36.443714     -45.047950       1.839401
       0.460000     -36.402564     -42.928332       1.840349
       0.470000     -36.335559     -40.942916       1.842219
       0.480000     -36.234861     -39.080337       1.844775
       0.490000     -36.080002     -37.330411       1.847823
       0.500000     -35.849077     -35.683980       1.851206
       0.510000     -35.531031     -34.132763       1.854804
       0.520000     -35.132882     -32.669229       1.858522
       0.530000     -34.679118     -31.286521       1.862287
       0.540000     -34.204287     -29.978421       1.866037
       0.550000     -33.742187     -28.739332       1.869720
       0.560000     -33.315693     -27.564245       1.873292
       0.570000     -32.930804     -26.448683       1.876711
       0.580000     -32.577068     -25.388630       1.879948
       0.590000     -32.234212     -24.380460       1.882986
       0.600000     -31.882031     -23.420867       1.885828
       0.610000     -31.509117     -22.506818       1.888495
       0.620000     -31.116789     -21.635511       1.891029
       0.630000     -30.717116     -20.804350       1.893478
       0.640000     -30.326475     -20.010919       1.895887
       0.650000     -29.957473     -19.252973       1.898288
       0.660000     -29.612335     -18.528414       1.900685
       0.670000     -29.280200     -17.835288       1.903061
       0.680000     -28.939352     -17.171768       1.905373
       0.690000     -28.563392     -16.536143       1.907561
       0.700000     -28.128633     -15.926815       1.909552
       0.710000     -27.619712     -15.342287       1.911265
       0.720000     -27.031750     -14.781161       1.912613
       0.730000     -26.369244     -14.242134       1.913510
       0.740000     -25.643116     -13.723987       1.913875
       0.750000     -24.867427     -13.225587       1.913646
       0.760000     -24.056721     -12.745875       1.912791
       0.770000     -23.224324     -12.283858       1.911328
       0.780000     -22.381505     -11.838609       1.909336
       0.790000     -21.537254     -11.409257       1.906956
       0.800000     -20.698413     -10.994983       1.904368
       0.810000     -19.869984     -10.595019       1.901753
       0.820000     -19.055471     -10.208640       1.899263
       0.830000     -18.257218      -9.835166       1.896995
       0.840000     -17.476699      -9.473958       1.894996
       0.850000     -16.714755      -9.124414       1.893283
       0.860000     -15.971801      -8.785971       1.891860
       0.870000     -15.247989      -8.458103       1.890733
       0.880000     -14.543349      -8.140318       1.889909
       0.890000     -13.857905      -7.832165       1.889392
       0.900000     -13.191792      -7.533228       1.889169
       0.910000     -12.545355      -7.243134       1.889217
       0.920000     -11.919262      -6.961554       1.889509
       0.930000     -11.314634      -6.688209       1.890024
       0.940000     -10.733197      -6.422875       1.890752
       0.950000     -10.177442      -6.165389       1.891692
       0.960000      -9.650780      -5.915658       1.892848
       0.970000      -9.157600      -5.673654       1.894218
       0.980000      -8.703165      -5.439414       1.895787
       0.990000      -8.293223      -5.213011       1.897525
       1.000000      -7.933287      -4.994520       1.899391
       1.010000      -7.627605      -4.783957       1.901335
       1.020000      -7.377997      -4.581205       1.903303
       1.030000      -7.182935      -4.385951       1.905241
       1.040000      -7.037282      -4.197655       1.907092
       1.050000      -6.932940      -4.015569       1.908804
       1.060000      -6.860270      -3.838811       1.910327
       1.070000      -6.809746      -3.666475       1.911619
       1.080000      -6.773274      -3.497734       1.912643
       1.090000      -6.744850      -3.331909       1.913377
       1.100000      -6.720667      -3.168502       1.913817
       1.110000      -6.698948      -3.007206       1.913982
       1.120000      -6.679616      -2.847900       1.913928
       1.130000      -6.663813      -2.690634       1.913740
       1.140000      -6.653316      -2.535611       1.913534
       1.150000      -6.650111      -2.383159       1.913427
       1.160000      -6.656323      -2.233730       1.913521
       1.170000      -6.674423      -2.087884       1.913884
       1.180000      -6.707388      -1.946284       1.914537
       1.190000      -6.758568      -1.809647       1.915463
       1.200000      -6.831403      -1.678656       1.916609
       1.210000      -6.929260      -1.553832       1.917903
       1.220000      -7.055501      -1.435378       1.919257
       1.230000      -7.213579      -1.323046       1.920575
       1.240000      -7.406871      -1.216091       1.921758
       1.250000      -7.638246      -1.113385       1.922705
       1.260000      -7.909462      -1.013681       1.923323
       1.270000      -8.220496      -0.915960       1.923534
       1.280000      -8.568732      -0.819715       1.923286
       1.290000      -8.948044      -0.725058       1.922574
       1.300000      -9.348001      -0.632589       1.921446
       1.310000      -9.753644      -0.543084       1.920004
       1.320000     -10.146253      -0.457092       1.918391
       1.330000     -10.505317      -0.374551       1.916760
       1.340000     -10.811442      -0.294569       1.915250
       1.350000     -11.049420      -0.215475       1.913957
       1.360000     -11.210439      -0.135140       1.912935
       1.370000     -11.292728      -0.051479       1.912201
       1.380000     -11.300640       0.037067       1.911754
       1.390000     -11.242752       0.131241       1.911589
       1.400000     -11.129772       0.230923       1.911707
       1.410000     -10.972826       0.335262       1.912108
       1.420000     -10.782319       0.442903       1.912787
       1.430000     -10.567355       0.552203       1.913727
       1.440000     -10.335535       0.661413       1.914893
       1.450000     -10.092986       0.768834       1.916239
