  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -177512.471205 -359900.200537       2.527612
       0.020000  -44375.634392  -89973.702764       2.527636
       0.030000  -19720.664581  -39987.314284       2.527677
       0.040000  -11091.425110  -22492.078311       2.527734
       0.050000   -7097.319943  -14394.283370       2.527807
       0.060000   -4927.682526   -9995.481174       2.527897
       0.070000   -3619.459548   -7343.142183       2.528003
       0.080000   -2770.372474   -5621.672158       2.528126
       0.090000   -2188.241124   -4441.437971       2.528265
       0.100000   -1771.845945   -3597.223394       2.528422
       0.110000   -1463.760555   -2972.600075       2.528596
       0.120000   -1229.436301   -2497.522809       2.528787
       0.130000   -1047.076881   -2127.800979       2.528996
       0.140000    -902.380214   -1834.438019       2.529223
       0.150000    -785.646276   -1597.767746       2.529467
       0.160000    -690.108050   -1404.070463       2.529731
       0.170000    -610.928254   -1243.538889       2.530013
       0.180000    -544.574764   -1109.011861       2.530315
       0.190000    -488.419755    -995.161637       2.530636
       0.200000    -440.475467    -897.958155       2.530977
       0.210000    -399.215842    -814.307428       2.531338
       0.220000    -363.453565    -741.802256       2.531721
       0.230000    -332.253689    -678.547089       2.532125
       0.240000    -304.871894    -623.032865       2.532552
       0.250000    -280.709678    -574.046161       2.533001
       0.260000    -259.281377    -530.602325       2.533473
       0.270000    -240.189566    -491.895601       2.533970
       0.280000    -223.106495    -457.261497       2.534492
       0.290000    -207.759931    -426.148077       2.535039
       0.300000    -193.922241    -398.093834       2.535613
       0.310000    -181.401909    -372.710474       2.536213
       0.320000    -170.036862    -349.669412       2.536842
       0.330000    -159.689210    -328.691080       2.537500
       0.340000    -150.241036    -309.536410       2.538188
       0.350000    -141.591024    -291.999991       2.538906
       0.360000    -133.651732    -275.904538       2.539655
       0.370000    -126.347372    -261.096397       2.540435
       0.380000    -119.611994    -247.441861       2.541248
       0.390000    -113.387996    -234.824141       2.542092
       0.400000    -107.624882    -223.140862       2.542967
       0.410000    -102.278240    -212.301982       2.543873
       0.420000     -97.308880    -202.228046       2.544806
       0.430000     -92.682116    -192.848731       2.545764
       0.440000     -88.367160    -184.101612       2.546741
       0.450000     -84.336603    -175.931124       2.547730
       0.460000     -80.565985    -168.287673       2.548720
       0.470000     -77.033418    -161.126885       2.549698
       0.480000     -73.719274    -154.408962       2.550642
       0.490000     -70.605902    -148.098121       2.551526
       0.500000     -67.677402    -142.162125       2.552314
       0.510000     -64.919415    -136.571863       2.552959
       0.520000     -62.318952    -131.300998       2.553402
       0.530000     -59.864235    -126.325653       2.553571
       0.540000     -57.544568    -121.624142       2.553380
       0.550000     -55.350218    -117.176732       2.552735
       0.560000     -53.272312    -112.965435       2.551541
       0.570000     -51.302751    -108.973828       2.549723
       0.580000     -49.434126    -105.186892       2.547245
