  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -149396.545906 -317420.321211       2.552509
       0.020000  -37346.730328  -79353.802125       2.552531
       0.030000  -16596.764454  -35267.409698       2.552568
       0.040000   -9334.276368  -19837.172346       2.552620
       0.050000   -5972.781848  -12695.176767       2.552687
       0.060000   -4146.784789   -8815.574227       2.552769
       0.070000   -3045.766117   -6476.296253       2.552867
       0.080000   -2331.162614   -4958.014871       2.552979
       0.090000   -1841.232765   -3917.086150       2.553107
       0.100000   -1490.788786   -3172.515955       2.553250
       0.110000   -1231.499834   -2621.618211       2.553409
       0.120000   -1034.289280   -2202.615293       2.553584
       0.130000    -880.813055   -1876.532492       2.553775
       0.140000    -759.034326   -1617.795767       2.553982
       0.150000    -660.789420   -1409.060176       2.554206
       0.160000    -580.383121   -1238.225385       2.554447
       0.170000    -513.744304   -1096.641685       2.554705
       0.180000    -457.900285    -977.993163       2.554980
       0.190000    -410.639450    -877.580918       2.555274
       0.200000    -370.288872    -791.850567       2.555585
       0.210000    -335.564198    -718.073312       2.555915
       0.220000    -305.466171    -654.126079       2.556265
       0.230000    -279.207924    -598.337055       2.556634
       0.240000    -256.163026    -549.375293       2.557023
       0.250000    -235.827771    -506.170596       2.557432
       0.260000    -217.793418    -467.854531       2.557863
       0.270000    -201.725487    -433.716447       2.558316
       0.280000    -187.348140    -403.170283       2.558792
       0.290000    -174.432261    -375.729251       2.559290
       0.300000    -162.786272    -350.986314       2.559813
       0.310000    -152.248990    -328.599011       2.560361
       0.320000    -142.684012    -308.277540       2.560934
       0.330000    -133.975288    -289.775331       2.561534
       0.340000    -126.023578    -272.881533       2.562161
       0.350000    -118.743611    -257.414981       2.562817
       0.360000    -112.061797    -243.219316       2.563501
       0.370000    -105.914350    -230.159019       2.564216
       0.380000    -100.245768    -218.116164       2.564961
       0.390000     -95.007569    -206.987748       2.565738
       0.400000     -90.157257    -196.683480       2.566546
       0.410000     -85.657454    -187.123944       2.567387
       0.420000     -81.475177    -178.239064       2.568259
       0.430000     -77.581234    -169.966819       2.569162
       0.440000     -73.949713    -162.252150       2.570095
       0.450000     -70.557546    -155.046051       2.571054
       0.460000     -67.384148    -148.304782       2.572036
       0.470000     -64.411098    -141.989208       2.573034
       0.480000     -61.621874    -136.064226       2.574040
       0.490000     -59.001624    -130.498277       2.575042
       0.500000     -56.536965    -125.262930       2.576021
       0.510000     -54.215813    -120.332510       2.576956
       0.520000     -52.027235    -115.683787       2.577813
       0.530000     -49.961319    -111.295705       2.578553
       0.540000     -48.009063    -107.149135       2.579121
       0.550000     -46.162276    -103.226674       2.579449
       0.560000     -44.413491     -99.512457       2.579457
       0.570000     -42.755890     -95.992001       2.579050
       0.580000     -41.183238     -92.652058       2.578125
       0.590000     -39.689825     -89.480493       2.576586
       0.600000     -38.270411     -86.466177       2.574363
       0.610000     -36.920183     -83.598882       2.571434
       0.620000     -35.634712     -80.869199       2.567855
       0.630000     -34.409920     -78.268462       2.563772
       0.640000     -33.242042     -75.788675       2.559419
       0.650000     -32.127603     -73.422451       2.555080
       0.660000     -31.063388     -71.162961       2.551038
       0.670000     -30.046419     -69.003879       2.547527
       0.680000     -29.073938     -66.939344       2.544695
       0.690000     -28.143383     -64.963914       2.542597
       0.700000     -27.252375     -63.072534       2.541212
       0.710000     -26.398701     -61.260502       2.540470
       0.720000     -25.580301     -59.523441       2.540275
       0.730000     -24.795254     -57.857270       2.540525
       0.740000     -24.041770     -56.258184       2.541125
       0.750000     -23.318174     -54.722629       2.541995
       0.760000     -22.622904     -53.247283       2.543066
       0.770000     -21.954498     -51.829038       2.544286
       0.780000     -21.311585     -50.464986       2.545614
