  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -115408.567013 -340560.691360       2.590696
       0.020000  -28849.686135  -85138.966756       2.590719
       0.030000  -12820.263725  -37838.647383       2.590757
       0.040000   -7209.965851  -21283.535600       2.590810
       0.050000   -4613.199373  -13620.883858       2.590879
       0.060000   -3202.610141   -9458.455748       2.590963
       0.070000   -2352.069287   -6948.642877       2.591063
       0.080000   -1800.035522   -5319.677789       2.591178
       0.090000   -1421.562951   -4202.864685       2.591309
       0.100000   -1150.843709   -3404.014837       2.591457
       0.110000    -950.542046   -2812.956291       2.591620
       0.120000    -798.196164   -2363.407790       2.591799
       0.130000    -679.635204   -2013.553345       2.591996
       0.140000    -585.560671   -1735.954549       2.592209
       0.150000    -509.666096   -1512.002002       2.592439
       0.160000    -447.551906   -1328.713250       2.592686
       0.170000    -396.073144   -1176.808012       2.592951
       0.180000    -352.933398   -1049.509943       2.593235
       0.190000    -316.424190    -941.777588       2.593536
       0.200000    -285.253177    -849.797446       2.593857
       0.210000    -258.428194    -770.641790       2.594197
       0.220000    -235.177309    -702.032772       2.594556
       0.230000    -214.892665    -642.176701       2.594936
       0.240000    -197.090342    -589.645605       2.595337
       0.250000    -181.381226    -543.291268       2.595760
       0.260000    -167.449562    -502.181948       2.596204
       0.270000    -155.036964    -465.555187       2.596671
       0.280000    -143.930346    -432.782200       2.597162
       0.290000    -133.952714    -403.340711       2.597677
       0.300000    -124.956075    -376.794011       2.598217
       0.310000    -116.815912    -352.774673       2.598782
       0.320000    -109.426856    -330.971767       2.599375
       0.330000    -102.699257    -311.120749       2.599995
       0.340000     -96.556451    -292.995397       2.600643
       0.350000     -90.932567    -276.401339       2.601321
       0.360000     -85.770756    -261.170817       2.602028
       0.370000     -81.021742    -247.158431       2.602766
       0.380000     -76.642651    -234.237661       2.603535
       0.390000     -72.596029    -222.297993       2.604336
       0.400000     -68.849050    -211.242554       2.605169
       0.410000     -65.372837    -200.986140       2.606032
       0.420000     -62.141912    -191.453566       2.606925
       0.430000     -59.133724    -182.578287       2.607847
       0.440000     -56.328255    -174.301233       2.608793
       0.450000     -53.707685    -166.569825       2.609759
       0.460000     -51.256113    -159.337133       2.610737
       0.470000     -48.959307    -152.561170       2.611718
       0.480000     -46.804506    -146.204274       2.612687
       0.490000     -44.780235    -140.232586       2.613625
       0.500000     -42.876156    -134.615601       2.614506
       0.510000     -41.082934    -129.325772       2.615293
       0.520000     -39.392124    -124.338178       2.615943
       0.530000     -37.796068    -119.630224       2.616395
       0.540000     -36.287812    -115.181391       2.616578
       0.550000     -34.861029    -110.973004       2.616405
       0.560000     -33.509950    -106.988044       2.615779
       0.570000     -32.229309    -103.210969       2.614603
       0.580000     -31.014289     -99.627567       2.612792
       0.590000     -29.860478     -96.224820       2.610298
       0.600000     -28.763830     -92.990785       2.607135
       0.610000     -27.720625     -89.914489       2.603400
       0.620000     -26.727443     -86.985839       2.599281
       0.630000     -25.781133     -84.195534       2.595035
