  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000115       0.000010       0.000160
       0.020000       0.000230       0.000019       0.000321
       0.030000       0.000344       0.000029       0.000482
       0.040000       0.000459       0.000039       0.000644
       0.050000       0.000574       0.000048       0.000806
       0.060000       0.000689       0.000058       0.000970
       0.070000       0.000804       0.000068       0.001136
       0.080000       0.000919       0.000077       0.001303
       0.090000       0.001034       0.000087       0.001472
       0.100000       0.001149       0.000097       0.001643
       0.110000       0.001264       0.000106       0.001817
       0.120000       0.001379       0.000116       0.001994
       0.130000       0.001494       0.000126       0.002174
       0.140000       0.001609       0.000135       0.002358
       0.150000       0.001725       0.000145       0.002545
       0.160000       0.001840       0.000155       0.002738
       0.170000       0.001956       0.000164       0.002935
       0.180000       0.002071       0.000174       0.003137
       0.190000       0.002187       0.000184       0.003346
       0.200000       0.002302       0.000193       0.003561
       0.210000       0.002418       0.000203       0.003784
       0.220000       0.002534       0.000213       0.004014
       0.230000       0.002650       0.000222       0.004253
       0.240000       0.002766       0.000232       0.004502
       0.250000       0.002882       0.000242       0.004762
       0.260000       0.002999       0.000251       0.005033
       0.270000       0.003115       0.000261       0.005317
       0.280000       0.003231       0.000271       0.005616
       0.290000       0.003348       0.000281       0.005930
       0.300000       0.003465       0.000290       0.006262
       0.310000       0.003582       0.000300       0.006614
       0.320000       0.003699       0.000310       0.006987
       0.330000       0.003816       0.000320       0.007385
       0.340000       0.003934       0.000329       0.007810
       0.350000       0.004051       0.000339       0.008265
       0.360000       0.004169       0.000349       0.008755
       0.370000       0.004287       0.000358       0.009282
       0.380000       0.004405       0.000368       0.009853
       0.390000       0.004523       0.000378       0.010473
       0.400000       0.004641       0.000388       0.011148
       0.410000       0.004760       0.000398       0.011886
       0.420000       0.004879       0.000407       0.012695
       0.430000       0.004998       0.000417       0.013585
       0.440000       0.005117       0.000427       0.014567
       0.450000       0.005236       0.000437       0.015654
       0.460000       0.005356       0.000446       0.016862
       0.470000       0.005476       0.000456       0.018205
       0.480000       0.005596       0.000466       0.019703
       0.490000       0.005716       0.000476       0.021374
       0.500000       0.005836       0.000486       0.023240
       0.510000       0.005957       0.000496       0.025320
       0.520000       0.006078       0.000505       0.027630
       0.530000       0.006199       0.000515       0.030182
       0.540000       0.006321       0.000525       0.032975
       0.550000       0.006443       0.000535       0.035989
       0.560000       0.006565       0.000545       0.039176
       0.570000       0.006687       0.000555       0.042452
