  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -140395.849233 -177500.494521       2.623363
       0.020000  -35076.476274  -44371.716245       2.543079
       0.030000  -15572.846990  -19718.238209       2.491765
       0.040000   -8746.527303  -11089.520215       2.445502
       0.050000   -5586.861961   -7095.655713       2.397151
       0.060000   -3870.442328   -4926.148284       2.345587
       0.070000   -2835.434300   -3618.002916       2.291862
       0.080000   -2163.610722   -2768.965429       2.237890
       0.090000   -1702.944988   -2186.867287       2.185805
       0.100000   -1373.365856   -1770.495077       2.137520
       0.110000   -1129.445123   -1462.425912       2.094419
       0.120000    -943.852252   -1228.113258       2.057198
       0.130000    -799.344606   -1045.762171       2.025876
       0.140000    -684.607963    -901.071487       1.999940
       0.150000    -591.968685    -784.341841       1.978562
       0.160000    -516.073441    -688.806724       1.960820
       0.170000    -453.095623    -609.629272       1.945887
       0.180000    -400.241359    -543.277742       1.933137
       0.190000    -355.432532    -487.124681       1.922181
       0.200000    -317.097909    -439.182711       1.912828
       0.210000    -284.032265    -397.926176       1.904997
       0.220000    -255.299400    -362.168184       1.898630
       0.230000    -230.164178    -330.974193       1.893627
       0.240000    -208.044175    -303.600233       1.889821
       0.250000    -188.474846    -279.448019       1.886992
       0.260000    -171.084194    -258.031887       1.884903
       0.270000    -155.574211    -238.954129       1.883337
       0.280000    -141.707198    -221.886430       1.882137
       0.290000    -129.295541    -206.555785       1.881226
       0.300000    -118.193804    -192.733734       1.880610
       0.310000    -108.292103    -180.228035       1.880354
       0.320000     -99.509710    -168.876115       1.880553
       0.330000     -91.787890    -158.539826       1.881285
       0.340000     -85.081209    -149.101175       1.882592
       0.350000     -79.347136    -140.458872       1.884462
       0.360000     -74.534834    -132.525517       1.886841
       0.370000     -70.575147    -125.225357       1.889645
       0.380000     -67.374491    -118.492476       1.892773
       0.390000     -64.815022    -112.269326       1.896123
       0.400000     -62.762116    -106.505516       1.899595
       0.410000     -61.078052    -101.156782       1.903092
       0.420000     -59.638458     -96.184119       1.906521
       0.430000     -58.346240     -91.553034       1.909788
       0.440000     -57.137876     -87.232926       1.912794
       0.450000     -55.979772     -83.196555       1.915431
       0.460000     -54.856942     -79.419603       1.917580
       0.470000     -53.759795     -75.880299       1.919114
       0.480000     -52.675374     -72.559100       1.919905
       0.490000     -51.586478     -69.438429       1.919838
       0.500000     -50.477462     -66.502434       1.918832
       0.510000     -49.341945     -63.736792       1.916872
       0.520000     -48.187198     -61.128537       1.914024
       0.530000     -47.032485     -58.665904       1.910449
       0.540000     -45.902151     -56.338203       1.906385
       0.550000     -44.816671     -54.135698       1.902112
       0.560000     -43.785629     -52.049514       1.897917
       0.570000     -42.805613     -50.071540       1.894048
       0.580000     -41.863848     -48.194361       1.890701
       0.590000     -40.945665     -46.411182       1.888008
       0.600000     -40.042077     -44.715771       1.886037
       0.610000     -39.153898     -43.102400       1.884798
       0.620000     -38.290817     -41.565801       1.884249
       0.630000     -37.466418     -40.101119       1.884308
       0.640000     -36.691776     -38.703872       1.884866
       0.650000     -35.970658     -37.369922       1.885804
       0.660000     -35.298431     -36.095440       1.887004
       0.670000     -34.664933     -34.876877       1.888363
       0.680000     -34.059525     -33.710945       1.889795
       0.690000     -33.475417     -32.594589       1.891243
       0.700000     -32.910945     -31.524970       1.892677
       0.710000     -32.367412     -30.499446       1.894093
       0.720000     -31.845074     -29.515558       1.895507
       0.730000     -31.339763     -28.571010       1.896943
       0.740000     -30.842106     -27.663662       1.898428
       0.750000     -30.339622     -26.791513       1.899976
       0.760000     -29.820274     -25.952693       1.901593
       0.770000     -29.275329     -25.145453       1.903278
       0.780000     -28.700135     -24.368154       1.905024
       0.790000     -28.092936     -23.619263       1.906824
       0.800000     -27.453025     -22.897343       1.908675
       0.810000     -26.779624     -22.201048       1.910573
       0.820000     -26.072043     -21.529117       1.912512
       0.830000     -25.330708     -20.880373       1.914483
       0.840000     -24.558177     -20.253718       1.916470
       0.850000     -23.759508     -19.648130       1.918449
       0.860000     -22.941915     -19.062665       1.920388
       0.870000     -22.114037     -18.496455       1.922248
       0.880000     -21.285195     -17.948714       1.923980
       0.890000     -20.464896     -17.418737       1.925528
       0.900000     -19.662612     -16.905905       1.926828
       0.910000     -18.887741     -16.409686       1.927810
       0.920000     -18.149620     -15.929633       1.928405
       0.930000     -17.457400     -15.465371       1.928553
       0.940000     -16.819645     -15.016577       1.928216
       0.950000     -16.243576     -14.582935       1.927387
       0.960000     -15.734015     -14.164085       1.926105
       0.970000     -15.292305     -13.759558       1.924448
       0.980000     -14.915629     -13.368725       1.922526
       0.990000     -14.597164     -12.990779       1.920464
       1.000000     -14.327172     -12.624755       1.918387
       1.010000     -14.094759     -12.269604       1.916406
       1.020000     -13.889639     -11.924275       1.914618
       1.030000     -13.703398     -11.587799       1.913108
       1.040000     -13.530049     -11.259332       1.911940
       1.050000     -13.366055     -10.938188       1.911161
       1.060000     -13.210067     -10.623837       1.910791
       1.070000     -13.062458     -10.315896       1.910822
       1.080000     -12.924731     -10.014110       1.911223
       1.090000     -12.798963      -9.718328       1.911944
       1.100000     -12.687520      -9.428490       1.912931
       1.110000     -12.593067      -9.144620       1.914129
       1.120000     -12.518674      -8.866835       1.915489
       1.130000     -12.467747      -8.595354       1.916970
       1.140000     -12.443815      -8.330499       1.918535
       1.150000     -12.450367      -8.072689       1.920149
       1.160000     -12.490839      -7.822423       1.921775
       1.170000     -12.568597      -7.580235       1.923370
       1.180000     -12.686689      -7.346610       1.924888
       1.190000     -12.847340      -7.121874       1.926281
