  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.236085       0.003736       0.167227
       0.020000       0.473476       0.007500       0.219158
       0.030000       0.713496       0.011317       0.259792
       0.040000       0.957504       0.015217       0.299712
       0.050000       1.206913       0.019230       0.336117
       0.060000       1.463211       0.023389       0.366137
       0.070000       1.727981       0.027727       0.387941
       0.080000       2.002927       0.032284       0.400748
       0.090000       2.289899       0.037103       0.404746
       0.100000       2.590925       0.042232       0.400950
       0.110000       2.908242       0.047723       0.390957
       0.120000       3.244339       0.053637       0.376629
       0.130000       3.602000       0.060039       0.359773
       0.140000       3.984355       0.067003       0.341888
       0.150000       4.394939       0.074604       0.324036
       0.160000       4.837763       0.082926       0.306815
       0.170000       5.317387       0.092045       0.290440
       0.180000       5.839010       0.102034       0.274873
       0.190000       6.408561       0.112938       0.259966
       0.200000       7.032804       0.124766       0.245592
       0.210000       7.719435       0.137459       0.231708
       0.220000       8.477180       0.150860       0.218372
       0.230000       9.315858       0.164683       0.205701
       0.240000      10.246393       0.178486       0.193816
       0.250000      11.280729       0.191670       0.182793
       0.260000      12.431572       0.203528       0.172636
       0.270000      13.711875       0.213337       0.163269
       0.280000      15.133917       0.220499       0.154561
       0.290000      16.707830       0.224673       0.146352
       0.300000      18.439401       0.225846       0.138496
       0.310000      20.327059       0.224307       0.130901
       0.320000      22.358136       0.220531       0.123545
       0.330000      24.504859       0.215044       0.116471
       0.340000      26.721032       0.208308       0.109771
       0.350000      28.940886       0.200678       0.103553
       0.360000      31.081693       0.192424       0.097914
       0.370000      33.051135       0.183772       0.092932
       0.380000      34.759059       0.174947       0.088659
       0.390000      36.131504       0.166182       0.085121
       0.400000      37.123511       0.157701       0.082327
       0.410000      37.726788       0.149702       0.080276
       0.420000      37.969058       0.142330       0.078958
       0.430000      37.904414       0.135678       0.078358
       0.440000      37.597590       0.129786       0.078455
       0.450000      37.108088       0.124654       0.079219
       0.460000      36.480346       0.120253       0.080600
       0.470000      35.743123       0.116538       0.082522
       0.480000      34.916539       0.113455       0.084869
       0.490000      34.021447       0.110945       0.087480
       0.500000      33.085214       0.108951       0.090143
       0.510000      32.140734       0.107420       0.092605
       0.520000      31.219760       0.106301       0.094599
       0.530000      30.344670       0.105550       0.095882
       0.540000      29.523100       0.105125       0.096274
       0.550000      28.748066       0.104996       0.095687
       0.560000      28.003541       0.105135       0.094132
       0.570000      27.273048       0.105522       0.091703
       0.580000      26.547463       0.106142       0.088555
       0.590000      25.828549       0.106984       0.084874
       0.600000      25.126867       0.108040       0.080860
       0.610000      24.455581       0.109304       0.076711
       0.620000      23.823470       0.110770       0.072602
       0.630000      23.230451       0.112436       0.068675
       0.640000      22.667400       0.114299       0.065035
       0.650000      22.119978       0.116358       0.061742
       0.660000      21.574406       0.118615       0.058817
       0.670000      21.022265       0.121073       0.056250
       0.680000      20.461947       0.123734       0.054002
       0.690000      19.896347       0.126605       0.052019
       0.700000      19.328471       0.129695       0.050241
       0.710000      18.757717       0.133013       0.048614
       0.720000      18.178931       0.136571       0.047097
       0.730000      17.584605       0.140384       0.045670
       0.740000      16.968745       0.144470       0.044329
       0.750000      16.330091       0.148849       0.043085
       0.760000      15.672934       0.153545       0.041954
       0.770000      15.005417       0.158586       0.040948
       0.780000      14.336747       0.164003       0.040078
       0.790000      13.675105       0.169834       0.039352
       0.800000      13.027237       0.176120       0.038776
       0.810000      12.399391       0.182911       0.038361
       0.820000      11.798518       0.190262       0.038122
       0.830000      11.232733       0.198235       0.038077
       0.840000      10.710811       0.206902       0.038247
       0.850000      10.241114       0.216342       0.038652
       0.860000       9.830604       0.226640       0.039311
       0.870000       9.484284       0.237890       0.040239
       0.880000       9.205127       0.250187       0.041443
       0.890000       8.994275       0.263620       0.042922
       0.900000       8.851294       0.278270       0.044664
       0.910000       8.774293       0.294185       0.046636
       0.920000       8.759853       0.311367       0.048784
       0.930000       8.802745       0.329746       0.051026
       0.940000       8.895583       0.349152       0.053256
       0.950000       9.028585       0.369296       0.055349
       0.960000       9.189750       0.389766       0.057176
       0.970000       9.365646       0.410053       0.058626
       0.980000       9.542856       0.429601       0.059618
       0.990000       9.709767       0.447903       0.060110
       1.000000       9.858117       0.464576       0.060098
       1.010000       9.983763       0.479436       0.059608
       1.020000      10.086442       0.492515       0.058685
       1.030000      10.168819       0.504035       0.057393
       1.040000      10.235297       0.514370       0.055810
       1.050000      10.290964       0.523983       0.054026
       1.060000      10.340775       0.533386       0.052140
       1.070000      10.388958       0.543096       0.050248
       1.080000      10.438696       0.553609       0.048433
       1.090000      10.492155       0.565385       0.046763
       1.100000      10.550742       0.578847       0.045280
       1.110000      10.615289       0.594384       0.044011
       1.120000      10.685999       0.612343       0.042970
       1.130000      10.762244       0.633015       0.042165
       1.140000      10.842462       0.656608       0.041599
       1.150000      10.924194       0.683208       0.041279
       1.160000      11.004079       0.712737       0.041209
