  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.004052       0.000882       0.000213
       0.020000       0.008109       0.001764       0.000426
       0.030000       0.012175       0.002648       0.000640
       0.040000       0.016255       0.003533       0.000855
       0.050000       0.020353       0.004420       0.001073
       0.060000       0.024475       0.005309       0.001293
       0.070000       0.028624       0.006201       0.001515
       0.080000       0.032807       0.007097       0.001741
       0.090000       0.037027       0.007996       0.001972
       0.100000       0.041290       0.008900       0.002206
       0.110000       0.045601       0.009809       0.002447
       0.120000       0.049966       0.010723       0.002693
       0.130000       0.054390       0.011644       0.002945
       0.140000       0.058879       0.012571       0.003205
       0.150000       0.063439       0.013505       0.003474
       0.160000       0.068076       0.014447       0.003751
       0.170000       0.072796       0.015397       0.004039
       0.180000       0.077607       0.016357       0.004339
       0.190000       0.082514       0.017325       0.004651
       0.200000       0.087527       0.018305       0.004976
       0.210000       0.092652       0.019295       0.005318
       0.220000       0.097897       0.020296       0.005676
       0.230000       0.103272       0.021311       0.006054
       0.240000       0.108784       0.022338       0.006453
       0.250000       0.114445       0.023379       0.006875
       0.260000       0.120264       0.024435       0.007323
       0.270000       0.126252       0.025507       0.007801
       0.280000       0.132420       0.026595       0.008311
       0.290000       0.138781       0.027700       0.008858
       0.300000       0.145347       0.028824       0.009445
       0.310000       0.152133       0.029968       0.010078
       0.320000       0.159154       0.031132       0.010763
       0.330000       0.166426       0.032317       0.011505
       0.340000       0.173965       0.033526       0.012312
       0.350000       0.181791       0.034759       0.013191
       0.360000       0.189923       0.036017       0.014151
       0.370000       0.198383       0.037303       0.015201
       0.380000       0.207194       0.038617       0.016350
       0.390000       0.216381       0.039960       0.017609
       0.400000       0.225971       0.041336       0.018985
       0.410000       0.235993       0.042746       0.020488
       0.420000       0.246480       0.044190       0.022124
       0.430000       0.257467       0.045673       0.023899
       0.440000       0.268991       0.047196       0.025819
       0.450000       0.281095       0.048760       0.027888
       0.460000       0.293823       0.050370       0.030112
       0.470000       0.307225       0.052027       0.032494
       0.480000       0.321357       0.053734       0.035034
       0.490000       0.336278       0.055496       0.037720
