  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000  -92027.688934 -349331.649458       2.557619
       0.020000  -23004.307038  -87331.477080       2.557650
       0.030000  -10222.199239  -38812.926635       2.557701
       0.040000   -5748.461460  -21831.433972       2.557773
       0.050000   -3677.759921  -13971.428790       2.557865
       0.060000   -2552.934337   -9701.796338       2.557978
       0.070000   -1874.699928   -7127.342626       2.558112
       0.080000   -1434.499650   -5456.423141       2.558267
       0.090000   -1132.699726   -4310.846235       2.558444
       0.100000    -916.823953   -3491.421805       2.558641
       0.110000    -757.100230   -2885.140389       2.558860
       0.120000    -635.617175   -2424.013642       2.559102
       0.130000    -541.074727   -2065.148594       2.559365
       0.140000    -466.058121   -1780.400155       2.559650
       0.150000    -405.538485   -1550.679636       2.559959
       0.160000    -356.007530   -1362.670216       2.560290
       0.170000    -314.957419   -1206.852599       2.560645
       0.180000    -280.556958   -1076.275912       2.561024
       0.190000    -251.443781    -965.768858       2.561427
       0.200000    -226.587354    -871.419718       2.561855
       0.210000    -205.196507    -790.225360       2.562309
       0.220000    -186.655691    -719.849269       2.562788
       0.230000    -170.480192    -658.451558       2.563295
       0.240000    -156.284125    -604.567478       2.563828
       0.250000    -143.757203    -557.019239       2.564390
       0.260000    -132.647640    -514.851103       2.564980
       0.270000    -122.749393    -477.280972       2.565599
       0.280000    -113.892544    -443.663870       2.566249
       0.290000    -105.935958    -413.464068       2.566930
       0.300000     -98.761620    -386.233609       2.567642
       0.310000     -92.270240    -361.595603       2.568388
       0.320000     -86.377794    -339.231113       2.569166
       0.330000     -81.012794    -318.868781       2.569979
       0.340000     -76.114107    -300.276559       2.570826
       0.350000     -71.629207    -283.255067       2.571709
       0.360000     -67.512760    -267.632228       2.572627
       0.370000     -63.725475    -253.258898       2.573579
       0.380000     -60.233162    -240.005296       2.574567
       0.390000     -57.005955    -227.758064       2.575587
       0.400000     -54.017678    -216.417834       2.576638
       0.410000     -51.245303    -205.897205       2.577715
       0.420000     -48.668515    -196.119057       2.578814
       0.430000     -46.269330    -187.015132       2.579927
       0.440000     -44.031786    -178.524839       2.581041
       0.450000     -41.941674    -170.594242       2.582141
       0.460000     -39.986312    -163.175206       2.583207
       0.470000     -38.154354    -156.224659       2.584210
       0.480000     -36.435621    -149.703971       2.585111
       0.490000     -34.820965    -143.578411       2.585864
       0.500000     -33.302141    -137.816688       2.586407
       0.510000     -31.871706    -132.390545       2.586667
       0.520000     -30.522925    -127.274420       2.586560
       0.530000     -29.249691    -122.445137       2.585996
       0.540000     -28.046461    -117.881645       2.584894
       0.550000     -26.908186    -113.564792       2.583195
       0.560000     -25.830269    -109.477118       2.580888
       0.570000     -24.808509    -105.602682       2.578034
       0.580000     -23.839065    -101.926906       2.574771
       0.590000     -22.918420     -98.436436       2.571312
       0.600000     -22.043345     -95.119021       2.567909
       0.610000     -21.210876     -91.963407       2.564809
       0.620000     -20.418285     -88.959239       2.562206
       0.630000     -19.663058     -86.096980       2.560220
       0.640000     -18.942878     -83.367827       2.558890
       0.650000     -18.255603     -80.763655       2.558191
       0.660000     -17.599253     -78.276946       2.558056
       0.670000     -16.971993     -75.900738       2.558400
       0.680000     -16.372124     -73.628582       2.559135
       0.690000     -15.798068     -71.454487       2.560180
       0.700000     -15.248359     -69.372891       2.561465
       0.710000     -14.721635     -67.378619       2.562933
       0.720000     -14.216625     -65.466853       2.564539
