  # energy grid [eV]     epsr_x  epsr_y  epsr_z
       0.000000            NaN            NaN            NaN
       0.010000 -121862.714774 -272969.130955       2.559378
       0.020000  -30463.615677  -68240.622115       2.559397
       0.030000  -13537.856565  -30327.935283       2.559429
       0.040000   -7613.840852  -17058.494880       2.559475
       0.050000   -4871.867839  -10916.639595       2.559533
       0.060000   -3382.400990   -7580.323130       2.559605
       0.070000   -2484.299429   -5568.629514       2.559689
       0.080000   -1901.396943   -4262.962970       2.559787
       0.090000   -1501.760888   -3367.802270       2.559898
       0.100000   -1215.903538   -2727.499072       2.560023
       0.110000   -1004.401396   -2253.747104       2.560161
       0.120000    -843.536640   -1893.419863       2.560312
       0.130000    -718.346001   -1613.000525       2.560477
       0.140000    -619.011030   -1390.496349       2.560656
       0.150000    -538.872611   -1210.991317       2.560849
       0.160000    -473.285154   -1064.079586       2.561056
       0.170000    -418.927842    -942.322721       2.561277
       0.180000    -373.375853    -840.289267       2.561512
       0.190000    -334.825173    -753.938342       2.561763
       0.200000    -301.911193    -680.213306       2.562028
       0.210000    -273.586268    -616.767493       2.562308
       0.220000    -249.035302    -561.775136       2.562603
       0.230000    -227.616446    -513.798537       2.562914
       0.240000    -208.818722    -471.693131       2.563241
       0.250000    -192.231257    -434.538587       2.563584
       0.260000    -177.520638    -401.588084       2.563944
       0.270000    -164.414032    -372.230489       2.564321
       0.280000    -152.686436    -345.961811       2.564714
       0.290000    -142.150962    -322.363428       2.565126
       0.300000    -132.651338    -301.085306       2.565555
       0.310000    -124.056087    -281.832940       2.566004
       0.320000    -116.253946    -264.357109       2.566471
       0.330000    -109.150252    -248.445775       2.566957
       0.340000    -102.664055    -233.917612       2.567464
       0.350000     -96.725801    -220.616825       2.567992
       0.360000     -91.275460    -208.408950       2.568541
       0.370000     -86.261004    -197.177447       2.569112
       0.380000     -81.637157    -186.820903       2.569705
       0.390000     -77.364376    -177.250740       2.570322
       0.400000     -73.407995    -168.389311       2.570964
       0.410000     -69.737524    -160.168321       2.571631
       0.420000     -66.326061    -152.527507       2.572324
       0.430000     -63.149792    -145.413532       2.573043
       0.440000     -60.187580    -138.779050       2.573791
       0.450000     -57.420612    -132.581915       2.574568
       0.460000     -54.832093    -126.784514       2.575375
       0.470000     -52.406998    -121.353191       2.576212
       0.480000     -50.131852    -116.257759       2.577082
       0.490000     -47.994538    -111.471080       2.577985
       0.500000     -45.984139    -106.968702       2.578922
       0.510000     -44.090801    -102.728546       2.579893
       0.520000     -42.305603     -98.730637       2.580899
       0.530000     -40.620461     -94.956865       2.581941
       0.540000     -39.028033     -91.390782       2.583018
       0.550000     -37.521636     -88.017420       2.584129
       0.560000     -36.095179     -84.823138       2.585272
       0.570000     -34.743102     -81.795478       2.586444
       0.580000     -33.460319     -78.923049       2.587640
       0.590000     -32.242171     -76.195417       2.588853
       0.600000     -31.084384     -73.603008       2.590073
       0.610000     -29.983033     -71.137028       2.591284
       0.620000     -28.934505     -68.789387       2.592467
       0.630000     -27.935473     -66.552630       2.593594
       0.640000     -26.982867     -64.419882       2.594629
       0.650000     -26.073851     -62.384791       2.595523
       0.660000     -25.205802     -60.441483       2.596213
       0.670000     -24.376294     -58.584519       2.596620
       0.680000     -23.583074     -56.808858       2.596649
       0.690000     -22.824054     -55.109820       2.596191
       0.700000     -22.097294     -53.483058       2.595129
       0.710000     -21.400987     -51.924529       2.593351
       0.720000     -20.733453     -50.430468       2.590780
       0.730000     -20.093126     -48.997367       2.587394
       0.740000     -19.478545     -47.621952       2.583261
       0.750000     -18.888345     -46.301167       2.578555
       0.760000     -18.321251     -45.032157       2.573544
       0.770000     -17.776069     -43.812247       2.568555
       0.780000     -17.251683     -42.638938       2.563912
       0.790000     -16.747046     -41.509882       2.559882
       0.800000     -16.261176     -40.422883       2.556632
       0.810000     -15.793151     -39.375875       2.554224
       0.820000     -15.342105     -38.366919       2.552636
       0.830000     -14.907225     -37.394192       2.551785
       0.840000     -14.487745     -36.455979       2.551561
       0.850000     -14.082944     -35.550665       2.551848
       0.860000     -13.692142     -34.676729       2.552536
       0.870000     -13.314700     -33.832737       2.553530
       0.880000     -12.950013     -33.017333       2.554754
       0.890000     -12.597510     -32.229242       2.556145
       0.900000     -12.256652     -31.467254       2.557656
       0.910000     -11.926930     -30.730230       2.559251
       0.920000     -11.607861     -30.017089       2.560903
       0.930000     -11.298990     -29.326809       2.562593
       0.940000     -10.999884     -28.658423       2.564306
