  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000090       0.000045       0.000133
       0.020000       0.000180       0.000090       0.000267
       0.030000       0.000271       0.000135       0.000401
       0.040000       0.000361       0.000181       0.000535
       0.050000       0.000451       0.000226       0.000669
       0.060000       0.000541       0.000271       0.000804
       0.070000       0.000632       0.000316       0.000940
       0.080000       0.000722       0.000361       0.001077
       0.090000       0.000813       0.000407       0.001214
       0.100000       0.000903       0.000452       0.001353
       0.110000       0.000993       0.000497       0.001493
       0.120000       0.001084       0.000542       0.001634
       0.130000       0.001175       0.000588       0.001776
       0.140000       0.001265       0.000633       0.001921
       0.150000       0.001356       0.000678       0.002067
       0.160000       0.001447       0.000724       0.002215
       0.170000       0.001538       0.000769       0.002365
       0.180000       0.001629       0.000814       0.002518
       0.190000       0.001720       0.000860       0.002673
       0.200000       0.001811       0.000905       0.002831
       0.210000       0.001902       0.000951       0.002992
       0.220000       0.001993       0.000997       0.003157
       0.230000       0.002085       0.001042       0.003324
       0.240000       0.002176       0.001088       0.003496
       0.250000       0.002268       0.001133       0.003672
       0.260000       0.002359       0.001179       0.003853
       0.270000       0.002451       0.001225       0.004038
       0.280000       0.002543       0.001271       0.004229
       0.290000       0.002636       0.001317       0.004425
       0.300000       0.002728       0.001363       0.004628
       0.310000       0.002820       0.001409       0.004837
       0.320000       0.002913       0.001455       0.005054
       0.330000       0.003006       0.001501       0.005279
       0.340000       0.003098       0.001547       0.005513
       0.350000       0.003192       0.001593       0.005756
       0.360000       0.003285       0.001639       0.006009
       0.370000       0.003378       0.001686       0.006274
       0.380000       0.003472       0.001732       0.006552
       0.390000       0.003566       0.001778       0.006843
       0.400000       0.003659       0.001825       0.007149
       0.410000       0.003754       0.001872       0.007472
       0.420000       0.003848       0.001918       0.007813
       0.430000       0.003943       0.001965       0.008175
       0.440000       0.004037       0.002012       0.008558
       0.450000       0.004132       0.002059       0.008967
       0.460000       0.004228       0.002106       0.009403
       0.470000       0.004323       0.002153       0.009871
       0.480000       0.004419       0.002200       0.010372
       0.490000       0.004515       0.002247       0.010912
       0.500000       0.004611       0.002295       0.011496
       0.510000       0.004707       0.002342       0.012128
       0.520000       0.004804       0.002390       0.012815
       0.530000       0.004901       0.002437       0.013565
       0.540000       0.004998       0.002485       0.014385
       0.550000       0.005096       0.002533       0.015285
       0.560000       0.005194       0.002581       0.016275
       0.570000       0.005292       0.002629       0.017370
       0.580000       0.005391       0.002677       0.018582
       0.590000       0.005489       0.002725       0.019928
       0.600000       0.005589       0.002774       0.021427
       0.610000       0.005688       0.002822       0.023100
       0.620000       0.005788       0.002871       0.024969
       0.630000       0.005888       0.002920       0.027057
       0.640000       0.005988       0.002968       0.029389
       0.650000       0.006089       0.003017       0.031987
       0.660000       0.006191       0.003067       0.034868
       0.670000       0.006292       0.003116       0.038036
       0.680000       0.006394       0.003165       0.041480
       0.690000       0.006497       0.003215       0.045159
       0.700000       0.006600       0.003264       0.048994
       0.710000       0.006703       0.003314       0.052854
       0.720000       0.006807       0.003364       0.056554
       0.730000       0.006911       0.003414       0.059860
       0.740000       0.007015       0.003464       0.062510
       0.750000       0.007120       0.003515       0.064263
       0.760000       0.007224       0.003565       0.064944
       0.770000       0.007330       0.003616       0.064492
       0.780000       0.007435       0.003667       0.062975
       0.790000       0.007541       0.003718       0.060571
       0.800000       0.007647       0.003769       0.057525
       0.810000       0.007753       0.003820       0.054098
       0.820000       0.007860       0.003872       0.050523
       0.830000       0.007968       0.003923       0.046981
       0.840000       0.008076       0.003975       0.043602
       0.850000       0.008184       0.004027       0.040462
       0.860000       0.008293       0.004079       0.037602
       0.870000       0.008403       0.004132       0.035032
       0.880000       0.008513       0.004184       0.032747
       0.890000       0.008624       0.004237       0.030730
       0.900000       0.008735       0.004290       0.028959
       0.910000       0.008847       0.004343       0.027410
       0.920000       0.008959       0.004396       0.026060
       0.930000       0.009072       0.004450       0.024888
       0.940000       0.009186       0.004504       0.023872
       0.950000       0.009300       0.004558       0.022995
