  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000158       0.000025       0.000167
       0.020000       0.000316       0.000050       0.000334
       0.030000       0.000474       0.000075       0.000501
       0.040000       0.000633       0.000100       0.000669
       0.050000       0.000791       0.000125       0.000838
       0.060000       0.000949       0.000150       0.001008
       0.070000       0.001107       0.000175       0.001180
       0.080000       0.001266       0.000200       0.001353
       0.090000       0.001424       0.000225       0.001528
       0.100000       0.001583       0.000250       0.001705
       0.110000       0.001742       0.000276       0.001885
       0.120000       0.001901       0.000301       0.002067
       0.130000       0.002060       0.000326       0.002253
       0.140000       0.002219       0.000351       0.002442
       0.150000       0.002378       0.000376       0.002635
       0.160000       0.002537       0.000401       0.002832
       0.170000       0.002697       0.000426       0.003034
       0.180000       0.002857       0.000451       0.003241
       0.190000       0.003017       0.000476       0.003454
       0.200000       0.003177       0.000501       0.003673
       0.210000       0.003338       0.000527       0.003899
       0.220000       0.003498       0.000552       0.004133
       0.230000       0.003659       0.000577       0.004375
       0.240000       0.003820       0.000602       0.004626
       0.250000       0.003982       0.000627       0.004887
       0.260000       0.004144       0.000653       0.005159
       0.270000       0.004306       0.000678       0.005443
       0.280000       0.004468       0.000703       0.005742
       0.290000       0.004631       0.000728       0.006054
       0.300000       0.004794       0.000754       0.006384
       0.310000       0.004957       0.000779       0.006732
       0.320000       0.005121       0.000804       0.007101
       0.330000       0.005285       0.000830       0.007492
       0.340000       0.005450       0.000855       0.007908
       0.350000       0.005614       0.000880       0.008354
       0.360000       0.005780       0.000906       0.008831
       0.370000       0.005945       0.000931       0.009344
       0.380000       0.006112       0.000956       0.009897
       0.390000       0.006278       0.000982       0.010496
       0.400000       0.006445       0.001007       0.011146
       0.410000       0.006613       0.001033       0.011854
       0.420000       0.006781       0.001058       0.012629
       0.430000       0.006949       0.001084       0.013479
       0.440000       0.007119       0.001109       0.014415
       0.450000       0.007288       0.001135       0.015449
       0.460000       0.007458       0.001161       0.016594
       0.470000       0.007629       0.001186       0.017865
       0.480000       0.007800       0.001212       0.019279
       0.490000       0.007972       0.001238       0.020856
       0.500000       0.008145       0.001263       0.022614
       0.510000       0.008318       0.001289       0.024573
       0.520000       0.008492       0.001315       0.026750
       0.530000       0.008666       0.001341       0.029158
       0.540000       0.008841       0.001366       0.031800
       0.550000       0.009017       0.001392       0.034663
       0.560000       0.009194       0.001418       0.037710
       0.570000       0.009371       0.001444       0.040873
       0.580000       0.009549       0.001470       0.044038
       0.590000       0.009727       0.001496       0.047048
       0.600000       0.009907       0.001522       0.049707
       0.610000       0.010087       0.001548       0.051804
       0.620000       0.010268       0.001574       0.053146
       0.630000       0.010450       0.001600       0.053604
       0.640000       0.010632       0.001627       0.053145
       0.650000       0.010815       0.001653       0.051840
       0.660000       0.010999       0.001679       0.049850
       0.670000       0.011184       0.001705       0.047379
       0.680000       0.011370       0.001732       0.044637
       0.690000       0.011557       0.001758       0.041807
       0.700000       0.011745       0.001784       0.039031
       0.710000       0.011933       0.001811       0.036403
       0.720000       0.012123       0.001837       0.033981
       0.730000       0.012314       0.001864       0.031792
       0.740000       0.012505       0.001890       0.029843
       0.750000       0.012698       0.001917       0.028126
       0.760000       0.012892       0.001944       0.026627
       0.770000       0.013087       0.001970       0.025329
       0.780000       0.013283       0.001997       0.024212
       0.790000       0.013480       0.002024       0.023259
       0.800000       0.013678       0.002051       0.022452
       0.810000       0.013878       0.002078       0.021776
       0.820000       0.014079       0.002105       0.021217
       0.830000       0.014281       0.002132       0.020764
       0.840000       0.014484       0.002159       0.020406
       0.850000       0.014688       0.002186       0.020135
       0.860000       0.014894       0.002213       0.019943
       0.870000       0.015101       0.002240       0.019826
       0.880000       0.015310       0.002267       0.019778
       0.890000       0.015519       0.002295       0.019795
       0.900000       0.015731       0.002322       0.019876
       0.910000       0.015943       0.002349       0.020017
       0.920000       0.016157       0.002377       0.020219
       0.930000       0.016373       0.002404       0.020482
       0.940000       0.016590       0.002432       0.020805
       0.950000       0.016809       0.002460       0.021191
       0.960000       0.017029       0.002487       0.021642
       0.970000       0.017251       0.002515       0.022160
       0.980000       0.017475       0.002543       0.022752
       0.990000       0.017700       0.002571       0.023421
       1.000000       0.017927       0.002599       0.024174
       1.010000       0.018156       0.002627       0.025018
       1.020000       0.018386       0.002655       0.025964
       1.030000       0.018618       0.002683       0.027021
       1.040000       0.018852       0.002711       0.028202
       1.050000       0.019088       0.002739       0.029522
       1.060000       0.019326       0.002768       0.030998
       1.070000       0.019566       0.002796       0.032650
       1.080000       0.019808       0.002825       0.034501
       1.090000       0.020052       0.002853       0.036576
       1.100000       0.020298       0.002882       0.038906
       1.110000       0.020547       0.002910       0.041523
       1.120000       0.020797       0.002939       0.044463
       1.130000       0.021050       0.002968       0.047764
       1.140000       0.021305       0.002997       0.051463
       1.150000       0.021562       0.003026       0.055595
       1.160000       0.021821       0.003055       0.060185
       1.170000       0.022083       0.003084       0.065238
       1.180000       0.022348       0.003113       0.070733
       1.190000       0.022615       0.003143       0.076600
       1.200000       0.022884       0.003172       0.082709
       1.210000       0.023157       0.003201       0.088851
       1.220000       0.023431       0.003231       0.094733
       1.230000       0.023709       0.003261       0.099993
       1.240000       0.023989       0.003290       0.104234
       1.250000       0.024273       0.003320       0.107087
       1.260000       0.024559       0.003350       0.108286
       1.270000       0.024848       0.003380       0.107726
       1.280000       0.025140       0.003410       0.105490
       1.290000       0.025436       0.003440       0.101828
       1.300000       0.025734       0.003470       0.097098
       1.310000       0.026036       0.003501       0.091696
       1.320000       0.026341       0.003531       0.085991
       1.330000       0.026650       0.003562       0.080283
       1.340000       0.026962       0.003592       0.074794
       1.350000       0.027278       0.003623       0.069665
       1.360000       0.027597       0.003654       0.064973
       1.370000       0.027920       0.003685       0.060749
       1.380000       0.028247       0.003716       0.056990
       1.390000       0.028578       0.003747       0.053675
       1.400000       0.028913       0.003778       0.050772
       1.410000       0.029252       0.003809       0.048244
       1.420000       0.029595       0.003841       0.046055
       1.430000       0.029943       0.003872       0.044170
       1.440000       0.030294       0.003904       0.042556
       1.450000       0.030651       0.003936       0.041185
       1.460000       0.031012       0.003968       0.040031
       1.470000       0.031378       0.004000       0.039074
       1.480000       0.031749       0.004032       0.038293
       1.490000       0.032125       0.004064       0.037675
       1.500000       0.032506       0.004096       0.037205
       1.510000       0.032892       0.004129       0.036873
       1.520000       0.033284       0.004161       0.036672
       1.530000       0.033681       0.004194       0.036594
       1.540000       0.034085       0.004227       0.036635
       1.550000       0.034493       0.004260       0.036792
       1.560000       0.034908       0.004293       0.037064
       1.570000       0.035330       0.004326       0.037452
       1.580000       0.035757       0.004359       0.037957
       1.590000       0.036191       0.004393       0.038584
       1.600000       0.036632       0.004426       0.039338
       1.610000       0.037080       0.004460       0.040227
       1.620000       0.037535       0.004494       0.041259
       1.630000       0.037997       0.004528       0.042447
       1.640000       0.038467       0.004562       0.043804
       1.650000       0.038945       0.004596       0.045348
       1.660000       0.039431       0.004631       0.047098
       1.670000       0.039925       0.004665       0.049078
       1.680000       0.040427       0.004700       0.051315
       1.690000       0.040938       0.004735       0.053840
       1.700000       0.041459       0.004770       0.056690
       1.710000       0.041989       0.004805       0.059906
       1.720000       0.042528       0.004841       0.063531
       1.730000       0.043077       0.004876       0.067615
       1.740000       0.043637       0.004912       0.072207
       1.750000       0.044208       0.004948       0.077355
       1.760000       0.044789       0.004984       0.083099
       1.770000       0.045382       0.005020       0.089464
       1.780000       0.045987       0.005057       0.096444
       1.790000       0.046603       0.005093       0.103987
       1.800000       0.047233       0.005130       0.111977
       1.810000       0.047876       0.005167       0.120211
       1.820000       0.048532       0.005204       0.128392
       1.830000       0.049202       0.005241       0.136126
       1.840000       0.049887       0.005279       0.142955
       1.850000       0.050587       0.005316       0.148409
       1.860000       0.051303       0.005354       0.152076
       1.870000       0.052036       0.005392       0.153672
       1.880000       0.052785       0.005431       0.153094
       1.890000       0.053552       0.005469       0.150429
       1.900000       0.054338       0.005508       0.145943
       1.910000       0.055143       0.005547       0.140021
       1.920000       0.055967       0.005586       0.133112
       1.930000       0.056813       0.005626       0.125662
       1.940000       0.057681       0.005665       0.118064
       1.950000       0.058571       0.005705       0.110633
       1.960000       0.059486       0.005746       0.103590
       1.970000       0.060425       0.005786       0.097077
       1.980000       0.061390       0.005827       0.091162
       1.990000       0.062383       0.005868       0.085869
       2.000000       0.063404       0.005909       0.081183
       2.010000       0.064455       0.005950       0.077071
       2.020000       0.065538       0.005992       0.073490
       2.030000       0.066654       0.006034       0.070392
       2.040000       0.067805       0.006076       0.067732
       2.050000       0.068993       0.006119       0.065464
       2.060000       0.070219       0.006162       0.063548
       2.070000       0.071486       0.006205       0.061950
       2.080000       0.072797       0.006249       0.060637
       2.090000       0.074153       0.006293       0.059584
       2.100000       0.075557       0.006337       0.058768
       2.110000       0.077012       0.006382       0.058171
       2.120000       0.078521       0.006427       0.057778
       2.130000       0.080088       0.006472       0.057576
       2.140000       0.081717       0.006518       0.057557
       2.150000       0.083410       0.006564       0.057714
       2.160000       0.085173       0.006611       0.058043
       2.170000       0.087011       0.006658       0.058543
       2.180000       0.088927       0.006706       0.059215
       2.190000       0.090929       0.006754       0.060062
       2.200000       0.093022       0.006802       0.061090
       2.210000       0.095213       0.006851       0.062307
       2.220000       0.097510       0.006901       0.063724
       2.230000       0.099921       0.006951       0.065355
       2.240000       0.102454       0.007002       0.067217
       2.250000       0.105121       0.007053       0.069331
       2.260000       0.107933       0.007105       0.071721
       2.270000       0.110901       0.007157       0.074417
       2.280000       0.114041       0.007211       0.077452
       2.290000       0.117368       0.007265       0.080864
       2.300000       0.120899       0.007319       0.084697
       2.310000       0.124655       0.007375       0.089002
       2.320000       0.128657       0.007431       0.093829
