  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.517466       0.004089       0.015555
       0.020000       1.038672       0.008190       0.031292
       0.030000       1.567419       0.012315       0.047381
       0.040000       2.107636       0.016476       0.063966
       0.050000       2.663444       0.020685       0.081144
       0.060000       3.239228       0.024957       0.098945
       0.070000       3.839716       0.029303       0.117300
       0.080000       4.470065       0.033740       0.136015
       0.090000       5.135954       0.038283       0.154755
       0.100000       5.843695       0.042948       0.173054
       0.110000       6.600349       0.047752       0.190370
       0.120000       7.413860       0.052717       0.206177
       0.130000       8.293200       0.057863       0.220090
       0.140000       9.248520       0.063213       0.231957
       0.150000      10.291311       0.068795       0.241876
       0.160000      11.434543       0.074637       0.250122
       0.170000      12.692777       0.080771       0.256986
       0.180000      14.082202       0.087235       0.262614
       0.190000      15.620531       0.094068       0.266893
       0.200000      17.326666       0.101319       0.269429
       0.210000      19.219991       0.109039       0.269650
       0.220000      21.319092       0.117288       0.266987
       0.230000      23.639674       0.126135       0.261081
       0.240000      26.191408       0.135659       0.251942
       0.250000      28.973536       0.145947       0.239977
       0.260000      31.969288       0.157104       0.225903
       0.270000      35.139715       0.169246       0.210581
       0.280000      38.418298       0.182507       0.194846
       0.290000      41.708536       0.197043       0.179400
       0.300000      44.887074       0.213025       0.164752
       0.310000      47.814167       0.230653       0.151229
       0.320000      50.351126       0.250143       0.139001
       0.330000      52.381759       0.271737       0.128119
       0.340000      53.832614       0.295687       0.118556
       0.350000      54.686154       0.322254       0.110232
       0.360000      54.981793       0.351679       0.103030
       0.370000      54.802901       0.384156       0.096816
       0.380000      54.253133       0.419779       0.091444
       0.390000      53.430632       0.458476       0.086766
       0.400000      52.410089       0.499916       0.082644
       0.410000      51.238807       0.543408       0.078958
       0.420000      49.945936       0.587818       0.075612
       0.430000      48.557691       0.631541       0.072543
       0.440000      47.109129       0.672590       0.069715
       0.450000      45.646140       0.708845       0.067113
       0.460000      44.217581       0.738442       0.064734
       0.470000      42.862876       0.760192       0.062580
       0.480000      41.601884       0.773866       0.060657
       0.490000      40.431845       0.780179       0.058966
       0.500000      39.332604       0.780475       0.057510
       0.510000      38.277842       0.776232       0.056292
       0.520000      37.247522       0.768613       0.055322
       0.530000      36.236140       0.758204       0.054616
       0.540000      35.253356       0.745032       0.054199
       0.550000      34.317453       0.728806       0.054103
       0.560000      33.445463       0.709275       0.054362
       0.570000      32.644880       0.686544       0.055012
       0.580000      31.910405       0.661221       0.056085
       0.590000      31.226671       0.634348       0.057606
       0.600000      30.575242       0.607195       0.059590
       0.610000      29.942379       0.581013       0.062037
       0.620000      29.323719       0.556856       0.064921
       0.630000      28.723681       0.535485       0.068185
       0.640000      28.150360       0.517356       0.071726
       0.650000      27.609083       0.502650       0.075389
       0.660000      27.098200       0.491317       0.078960
       0.670000      26.609028       0.483110       0.082181
       0.680000      26.129393       0.477625       0.084775
       0.690000      25.648198       0.474329       0.086484
       0.700000      25.158098       0.472613       0.087121
       0.710000      24.654870       0.471857       0.086595
       0.720000      24.134464       0.471513       0.084929
       0.730000      23.590202       0.471170       0.082249
       0.740000      23.012164       0.470582       0.078755
       0.750000      22.388967       0.469631       0.074689
       0.760000      21.710522       0.468263       0.070301
       0.770000      20.970185       0.466416       0.065817
       0.780000      20.165855       0.463994       0.061420
       0.790000      19.300639       0.460896       0.057247
       0.800000      18.383605       0.457083       0.053385
       0.810000      17.430205       0.452643       0.049883
