  # energy grid [eV]     epsi_x  epsi_y  epsi_z
       0.000000            NaN            NaN            NaN
       0.010000       0.000163       0.000012       0.000220
       0.020000       0.000327       0.000024       0.000441
       0.030000       0.000490       0.000036       0.000662
       0.040000       0.000653       0.000048       0.000884
       0.050000       0.000817       0.000060       0.001107
       0.060000       0.000980       0.000072       0.001333
       0.070000       0.001143       0.000084       0.001560
       0.080000       0.001307       0.000096       0.001790
       0.090000       0.001470       0.000108       0.002023
       0.100000       0.001634       0.000120       0.002260
       0.110000       0.001798       0.000132       0.002500
       0.120000       0.001962       0.000145       0.002744
       0.130000       0.002126       0.000157       0.002994
       0.140000       0.002290       0.000169       0.003249
       0.150000       0.002454       0.000181       0.003510
       0.160000       0.002618       0.000193       0.003778
       0.170000       0.002782       0.000205       0.004054
       0.180000       0.002947       0.000217       0.004338
       0.190000       0.003112       0.000229       0.004631
       0.200000       0.003276       0.000241       0.004935
       0.210000       0.003441       0.000253       0.005250
       0.220000       0.003607       0.000265       0.005578
       0.230000       0.003772       0.000277       0.005920
       0.240000       0.003938       0.000289       0.006278
       0.250000       0.004103       0.000301       0.006654
       0.260000       0.004269       0.000314       0.007049
       0.270000       0.004435       0.000326       0.007466
       0.280000       0.004602       0.000338       0.007908
       0.290000       0.004769       0.000350       0.008377
       0.300000       0.004935       0.000362       0.008876
       0.310000       0.005103       0.000374       0.009411
       0.320000       0.005270       0.000386       0.009985
       0.330000       0.005438       0.000398       0.010603
       0.340000       0.005606       0.000410       0.011270
       0.350000       0.005774       0.000423       0.011995
       0.360000       0.005942       0.000435       0.012785
       0.370000       0.006111       0.000447       0.013647
       0.380000       0.006280       0.000459       0.014594
       0.390000       0.006450       0.000471       0.015635
       0.400000       0.006620       0.000483       0.016786
       0.410000       0.006790       0.000496       0.018059
       0.420000       0.006960       0.000508       0.019471
       0.430000       0.007131       0.000520       0.021041
       0.440000       0.007303       0.000532       0.022784
       0.450000       0.007474       0.000544       0.024719
       0.460000       0.007646       0.000557       0.026858
       0.470000       0.007819       0.000569       0.029209
       0.480000       0.007992       0.000581       0.031768
       0.490000       0.008165       0.000593       0.034512
       0.500000       0.008339       0.000606       0.037390
       0.510000       0.008513       0.000618       0.040320
       0.520000       0.008687       0.000630       0.043176
       0.530000       0.008862       0.000643       0.045794
       0.540000       0.009038       0.000655       0.047985
       0.550000       0.009214       0.000667       0.049563
       0.560000       0.009390       0.000679       0.050384
       0.570000       0.009567       0.000692       0.050377
       0.580000       0.009745       0.000704       0.049571
       0.590000       0.009923       0.000717       0.048080
       0.600000       0.010101       0.000729       0.046076
       0.610000       0.010280       0.000741       0.043753
       0.620000       0.010460       0.000754       0.041289
       0.630000       0.010640       0.000766       0.038828
       0.640000       0.010821       0.000778       0.036473
       0.650000       0.011002       0.000791       0.034289
       0.660000       0.011184       0.000803       0.032310
       0.670000       0.011367       0.000816       0.030549
       0.680000       0.011550       0.000828       0.029005
       0.690000       0.011734       0.000841       0.027666
       0.700000       0.011918       0.000853       0.026519
       0.710000       0.012103       0.000866       0.025546
       0.720000       0.012289       0.000878       0.024731
       0.730000       0.012476       0.000891       0.024060
       0.740000       0.012663       0.000903       0.023516
       0.750000       0.012851       0.000916       0.023089
       0.760000       0.013039       0.000928       0.022767
       0.770000       0.013229       0.000941       0.022542
       0.780000       0.013419       0.000954       0.022406
       0.790000       0.013610       0.000966       0.022353
       0.800000       0.013801       0.000979       0.022378
       0.810000       0.013994       0.000992       0.022478
       0.820000       0.014187       0.001004       0.022651
       0.830000       0.014381       0.001017       0.022894
       0.840000       0.014575       0.001030       0.023210
       0.850000       0.014771       0.001042       0.023597
       0.860000       0.014968       0.001055       0.024059
       0.870000       0.015165       0.001068       0.024598
       0.880000       0.015363       0.001080       0.025219
       0.890000       0.015562       0.001093       0.025927
       0.900000       0.015762       0.001106       0.026730
       0.910000       0.015963       0.001119       0.027636
       0.920000       0.016165       0.001132       0.028655
       0.930000       0.016368       0.001145       0.029800
       0.940000       0.016572       0.001157       0.031084
       0.950000       0.016776       0.001170       0.032525
       0.960000       0.016982       0.001183       0.034142
       0.970000       0.017189       0.001196       0.035957
       0.980000       0.017397       0.001209       0.037994
       0.990000       0.017606       0.001222       0.040280
       1.000000       0.017816       0.001235       0.042844
       1.010000       0.018027       0.001248       0.045714
       1.020000       0.018239       0.001261       0.048918
       1.030000       0.018452       0.001274       0.052473
       1.040000       0.018666       0.001287       0.056387
       1.050000       0.018882       0.001300       0.060643
       1.060000       0.019098       0.001313       0.065191
       1.070000       0.019316       0.001327       0.069932
       1.080000       0.019535       0.001340       0.074704
       1.090000       0.019755       0.001353       0.079280
       1.100000       0.019977       0.001366       0.083373
       1.110000       0.020200       0.001379       0.086667
       1.120000       0.020424       0.001392       0.088867
       1.130000       0.020649       0.001406       0.089767
       1.140000       0.020876       0.001419       0.089298
       1.150000       0.021104       0.001432       0.087548
       1.160000       0.021333       0.001446       0.084739
       1.170000       0.021564       0.001459       0.081172
       1.180000       0.021796       0.001472       0.077161
       1.190000       0.022030       0.001486       0.072990
       1.200000       0.022265       0.001499       0.068878
       1.210000       0.022501       0.001513       0.064979
       1.220000       0.022739       0.001526       0.061385
       1.230000       0.022979       0.001540       0.058144
       1.240000       0.023220       0.001553       0.055269
       1.250000       0.023462       0.001567       0.052753
       1.260000       0.023706       0.001580       0.050576
       1.270000       0.023952       0.001594       0.048712
       1.280000       0.024200       0.001608       0.047133
       1.290000       0.024449       0.001621       0.045814
       1.300000       0.024699       0.001635       0.044727
       1.310000       0.024952       0.001649       0.043850
       1.320000       0.025206       0.001663       0.043164
       1.330000       0.025462       0.001676       0.042650
       1.340000       0.025720       0.001690       0.042295
       1.350000       0.025980       0.001704       0.042086
       1.360000       0.026241       0.001718       0.042014
       1.370000       0.026505       0.001732       0.042070
       1.380000       0.026770       0.001746       0.042251
